lex,default
δαπανάω,花費;付錢;支付費用
δειγματίζω,公開羞辱;當眾羞辱;使蒙羞
δειλία,怯懦;懦弱;膽怯;膽小
δειλιάω,膽怯;缺乏勇氣;害怕
δειλός,膽怯;膽小;怯懦;害怕
δεινῶς,激烈地;非常;極度
δειπνέω,吃飯;坐席
δεισιδαιμονία,宗教
δεκαπέντε,十五
δεκατέσσαρες,十四
δεκατόω,收取十分之一;收取什一奉獻
δεκτός,討人喜歡的;蒙悅納的
δελεάζω,引入歧途;引誘人犯罪
δεξιολάβος,槍兵;長槍手
δεξιός,右;右側
δερμάτινος,皮革;皮的
δεσμεύω,捆綁;繫上
δεσμοφύλαξ,監獄的守衛;看守的人;獄卒;禁卒
δεσμωτήριον,監牢;監獄
δεσμός,捆鎖;鎖鏈;腳鐐
δεσμώτης,囚犯;囚徒;被囚的人;坐牢的人
δεσπότης,主人;主宰;统治者;主;主(上帝和基督的頭銜)
δευτεραῖος,第二天
δεύτερος,第二;其次
δεῖ,必定;必須;必然
δεῖγμα,鑒戒(例如警告);使人得知某事物的方法
δεῖνα,某一個人;某人
δεῖπνον,一頓飯;宴會;盛宴
δεῦρο,這裏;來這裏
δεῦτε,這裏;來這裏
δηλόω,使人知道;弄清楚;揭示
δημηγορέω,演講;訓話
δημιουργός,建造者;建設者;設計者
δημόσιος,當眾;公然;公開
δηνάριον,得拿利;一錢銀子
διΐστημι,繼續前進;向前走
διά,藉;由
διάβολος,魔鬼;撒但
διάγνωσις,判案;審查之後作出裁決;判決;審斷;審判
διάγω,生活態度;行事為人;行為表現;品行;人生觀
διάδημα,冠冕;王冠
διάδοχος,繼任人;接班人
διάκονος,僕人
διάκρισις,能夠判斷;作出判斷的能力;做決定的能力
διάλεκτος,語言
διάνοια,心思;意念;理智;思想
διάστημα,(時間上的)間隔
διάταγμα,吩咐;命令;法令;條例;指令
διάφορος,不同的;各式各樣的
διέξοδος,岔路口(可能在城牆那裏)
διέρχομαι,前進到;直走到
διήγησις,敘述;報告
διαίρεσις,分開;分配;分別
διαβάλλω,控告
διαβαίνω,越過;過去
διαβεβαιόομαι,有信心地陳述;堅持
διαβλέπω,看得清楚;能夠清楚辨別
διαγίνομαι,(時間)過去;過了;經過
διαγγέλλω,通知
διαγινώσκω,準確了解;獲得詳細信息;徹底檢查;詳細審查
διαγογγύζω,埋怨;發牢騷
διαγρηγορέω,完全醒過來;完全甦醒;清醒
διαδέχομαι,從......領受;繼而承受;繼承
διαδίδωμι,分發;分給
διαζώννυμι,束上;繫緊腰帶;在腰間繫上一條窄布帶(比較 ζώνη 「腰帶」;6.178);束腰
διαθήκη,立約;一起立約;訂立契約
διαιρέω,分開;分配;分給;分派
διακαθαίρω,清潔;揚淨;徹底清潔;徹底清理;打掃乾淨
διακαθαρίζω,清潔;揚淨;徹底清潔;徹底清理;打掃乾淨
διακατελέγχομαι,駁倒
διακονέω,服事;服務;協助;幫助
διακονία,服事;服務;協助;幫助
διακούω,審理案件;聽審;法庭聆訊;處理案件;聽決案件
διακρίνω,仔細判斷;評斷;慎思明辨;查問
διακωλύω,阻止;攔阻
διακόσιοι,二百
διαλέγομαι,爭論;辯論
διαλαλέω,談論;討論
διαλείπω,停止;終止;離棄
διαλλάσσω,和解;和好;與......講和
διαλογίζομαι,仔細考慮;全面地思考;反覆思想;思索;盤算;推論;論證
διαλογισμός,仔細考慮;全面地思考;反覆思想;推論;論證
διαλύω,散開;使分散
διαμάχομαι,強烈地抗議;爭辯
διαμένω,留在;常同在;始終在一起
διαμαρτύρομαι,聲明;堅稱;作證
διαμερίζω,分發;輪流給每個人;分配
διαμερισμός,反對;對抗;分裂;敵對;紛爭;鬥爭
διανέμω,傳播(某個報告)
διανεύω,做手勢;做動作;點頭示意;招手示意
διανοίγω,開;打開;揭開;使打開
διανυκτερεύω,過夜;花一整夜
διανόημα,意念;想法;心思;意見
διανύω,完成;結束;行盡
διαπεράω,越過;過去
διαπλέω,坐船渡過;穿越海域
διαπονέομαι,煩惱;厭煩;被激怒;生氣
διαπορέω,非常困惑;不知道該怎麼辦
διαπορεύομαι,周遊;走遍
διαπρίω,極其惱怒
διαπραγματεύομαι,賺錢;得利
διαρπάζω,劫掠;搶奪;搶劫
διαρρήγνυμι,撕開;撕破;撕裂
διασαφέω,使清晰;使明顯;解釋
διασείω,勒索;敲詐;強索金錢
διασκορπίζω,散開;使分散
διασπάω,扯開;折斷
διασπείρω,散開;使分散
διασπορά,散居的地區
διαστέλλω,吩咐;命令
διαστολή,差異;區別
διαστρέφω,使某人背離信仰;誤導
διασῴζω,拯救;救援
διατάσσω,命令;指示;告訴;吩咐
διατίθημι,立遺囑;留遺命
διαταγή,吩咐;命令;法令;條例;指令
διαταράσσω,驚惶不安;驚慌;十分困惑;心煩意亂
διατελέω,保持;繼續到終結
διατηρέω,避免;禁戒
διατρίβω,停留;住下
διατροφή,食物
διαυγάζω,發亮;天亮
διαυγής,發亮;天亮
διαφέρω,帶著經過;傳遍
διαφεύγω,逃脫
διαφημίζω,傳播有關......的信息;傳播有關......的消息
διαφθείρω,完全破壞;滅絕
διαφθορά,腐爛;朽壞;腐朽
διαφυλάσσω,守衛;保護;保障安全
διαχειρίζω,捉拿和殺害;逮捕和殺害
διαχλευάζω,愚弄;嘲笑;取笑
διαχωρίζω,離開;分離
διδάσκαλος,教師;教練
διδάσκω,教導;教訓
διδακτικός,善於教導
διδακτός,受教導的;所教導的
διδασκαλία,教導;教訓
διδαχή,教導;教訓
διεγείρω,使人醒來;喚醒某人;叫醒某人
διενθυμέομαι,思考;想一想;看看;考慮;思念
διερμηνευτής,解釋者;翻譯者
διερμηνεύω,翻譯;解釋
διερωτάω,查問;通過詢問而發現
διετής,兩歲大
διετία,兩年
διηγέομαι,通知;述說;充分說明
διηνεκής,始終;永遠;永永遠遠;直到永遠;永恆地
διθάλασσος,兩水夾流;交叉水流
δικαίωμα,誡命;要求
δικαίως,正義的;公正的
δικαίωσις,恢復正常關係;使保持正確的關係
δικαιοκρισία,正確的判斷;公義的審判;公正的裁決
δικαιοσύνη,義;公義;做上帝要求的事;做正確的事
δικαιόω,恢復正常關係;使保持正確的關係
δικαστής,審判官;法官
διοδεύω,周遊;走遍
διοπετής,天上來的石頭;從天空掉下來的石頭
διορύσσω,攻破;闖入
διπλοῦς,兩倍;兩倍之多;加倍
διπλόω,加倍;使有兩倍之多
δισμυριάς,十個千;一萬
διστάζω,懷疑;不確定;疑惑
δισχίλιοι,兩千
διχάζω,煽動叛亂;導致造反;作對
διχοστασία,分裂;不和;分黨派
διχοτομέω,砍成兩半
διψάω,口渴;渴
διωγμός,迫害;逼迫;騷擾
διϊκνέομαι,穿過
διϊσχυρίζομαι,堅持;一口咬定
διϋλίζω,濾出;濾除;濾掉
διό,因此;所以;正因為這個原因;那麼
διόπερ,因此;所以;正因為這個原因;那麼
διόρθωμα,新秩序;改善;提高;振興
διόρθωσις,新秩序;改善;提高;振興
διότι,因為;由於
διώκτης,逼迫者;迫害者
διώκω,追趕;追求;追逼
δογματίζω,遵守規條
δοκέω,假設;假定;想象;相信;以為
δοκίμιον,試驗;察驗;考驗;嘗試確定事物的真實程度;測試
δοκιμάζω,試驗;察驗;考驗;嘗試確定事物的真實程度;測試
δοκιμή,試驗;察驗;考驗;嘗試確定事物的真實程度;測試
δοκιμασία,試驗;察驗;考驗;嘗試確定事物的真實程度;測試
δοκός,梁木
δολιόω,欺騙;詭詐
δολόω,謬講;曲解;歪曲
δοξάζω,讚美;頌揚
δουλαγωγέω,為服務做好準備
δουλεία,奴役;奴隸;奴僕;屈從
δουλεύω,作奴隸
δουλόω,奴役;使......作某人的奴隸
δοχή,筵席;宴會;宴席
δούλη,使女;婢女
δράκων,龍
δράσσομαι,抓住;捉住;設圈套;了解以便抓住
δρέπανον,鐮刀
δραχμή,銀幣(音譯:德拉克馬)
δρόμος,路程;比賽的路線;賽事
δυνάστης,高級官員;統治者;有權柄的
δυναμόω,使某人能夠;使剛強;使有能力;使得到力量
δυνατέω,能;能夠;有能力
δυνατός,可能;能行
δυσβάστακτος,困難的;難以背負的
δυσεντέριον,痢疾
δυσερμήνευτος,難以解釋;難以解明
δυσκόλως,困難的;艱難的;難的
δυσμή,西邊(日落的方向)
δυσνόητος,難懂;不容易明白
δυσφημέω,誹謗;中傷
δυσφημία,誹謗;中傷
δωδέκατος,第十二
δωδεκάφυλον,十二支派;以色列民
δωρέομαι,給;賜給;賜予;授予
δωρεά,恩賜;賞賜;恩典;禮物
δωρεάν,白白地;無償地;免費給予的;沒花錢的
δόγμα,法律;條例;規則
δόκιμος,被認為是好的;被認為是有價值的
δόλιος,詭詐的;騙人的
δόλος,欺騙;詭詐
δόμα,禮物;餽贈;賞賜
δόξα,榮耀;榮光;輝煌;壯麗
δόσις,給;給予;供給
δότης,給予的人;奉獻的人;捐獻的人
δύναμαι,能;能夠;有能力;可以
δύναμις,能力
δύνω,下沉;落山;落下
δύο,二
δύσις,西邊(日落的方向)
δύσκολος,困難的;艱難的;難的
δώδεκα,十二
δώρημα,恩賜;賞賜;恩典;禮物
δῆλος,清楚知道;容易知道;明顯的;清楚的;清晰的
δῆμος,群眾;集會
δῶμα,屋頂
δῶρον,恩賜;賞賜;恩典;禮物
εἰ,如果;要是;倘若
εἰδωλεῖον,偶像的廟
εἰδωλολάτρης,拜偶像的;拜偶像的人
εἰδωλολατρία,拜偶像;拜偶像的事;偶像崇拜
εἰδωλόθυτος,祭偶像之物
εἰκοσιτρεῖς,二十
εἰκών,像;形像
εἰκῇ,毫無理由地;沒有原因地;無緣無故地
εἰλικρίνεια,真誠;動機純潔
εἰλικρινής,真誠的;沒有隱藏的動機
εἰρήνη,和平;平安;安寧
εἰρηνεύω,和平地行事為人;和平地生活
εἰρηνικός,平安的;和平;免除煩惱的
εἰρηνοποιέω,成就和平;使事情正確妥當;和好
εἰρηνοποιός,使人和睦的人;促進和平的人
εἰς,向;朝著;沿著......方向
εἰσάγω,領進去;帶進去
εἰσέρχομαι,進入
εἰσακούω,聆聽;傾聽;留心聽;注意所說的話;(上帝)垂聽;聽從
εἰσδέχομαι,歡迎;接納;接待;款待
εἰσκαλέομαι,邀請進去
εἰσπηδάω,跑進去;衝進去
εἰσπορεύομαι,進入
εἰστρέχω,[Glosses - zhT]
εἰσφέρω,帶入
εἴδωλον,偶像;像
εἴκοσι,二十
εἴκω,讓步;屈服;妥協
εἴπερ,如果那是真的
εἴσειμι,進入
εἴσοδος,進來;到來
εἴτε,是......或......;如果......如果......
εἶδος,外形;形狀;形體;外貌;容貌;相貌;面貌;形像;模樣;樣式
εἶτα,然後;隨後;之後;再後;後來;接著;又;才
εἷς,一
εὐάρεστος,蒙悅納的;得......喜悅的
εὐαγγέλιον,好消息;福音;佳音;喜訊
εὐαγγελίζω,傳講好消息;報告喜訊;傳福音;宣講福音
εὐαγγελιστής,傳福音者;報佳音的人;傳道人
εὐαρέστως,蒙悅納的;得......喜悅的
εὐαρεστέω,得......喜悅;取悅
εὐγενής,身分地位高的;重要的
εὐδία,晴天
εὐδοκέω,對......感到滿意;喜愛;喜悅
εὐδοκία,美意;所喜愛的;所喜悅的
εὐεργέτης,人民的幫助者;施恩者;恩主
εὐεργεσία,行善;善事
εὐεργετέω,行善;善事
εὐθέως,立即;即刻;馬上
εὐθυδρομέω,直線航行;直航到
εὐθυμέω,振作精神;鼓起勇氣;得到鼓勵
εὐθύμως,受到鼓勵;放心;打起精神
εὐθύνω,使變直;修直
εὐθύτης,公義;公義的;正直
εὐκαίρως,機會;好時機
εὐκαιρέω,有合適的時間;有機會
εὐκαιρία,有利的時機;好機會;機會
εὐλάβεια,崇敬;敬畏;尊崇;虔誠
εὐλαβέομαι,崇敬;敬畏;尊崇
εὐλαβής,敬畏上帝的;虔誠的
εὐλογέω,讚美;稱讚
εὐλογία,讚美;稱讚
εὐλογητός,受頌讃的;該受稱頌的那位
εὐμετάδοτος,慷慨的;樂善好施的;慷慨施捨的
εὐνοέω,從有利的角度考慮某人的觀點;考慮如何解決;和解
εὐνουχίζω,使人成為閹人;閹割
εὐνοῦχος,閹人
εὐοδόω,順遂;順利;成功
εὐπειθής,容易被說服的人;開明的;柔順的;友善的
εὐπερίστατος,控制;緊緊地控制;容易纏累的;糾纏不休的
εὐποιΐα,行善;善事
εὐπορέω,擁有足夠的;充裕的;富裕的;富有的
εὐπορία,繁榮;富足;發財
εὐπρέπεια,美麗;好看;雅觀;吸引;可愛
εὐπροσωπέω,使外貌體面;在外表上炫耀
εὐπρόσδεκτος,可蒙悅納的;非常令人滿意的
εὐρύχωρος,寬闊的;寬廣的
εὐσέβεια,宗教;信仰;敬虔;敬神
εὐσεβέω,敬拜;崇拜;崇敬;尊崇
εὐσεβής,虔誠的;虔敬的;敬神的
εὐσεβῶς,虔誠的;虔敬的;敬神的
εὐσχήμων,吸引人的;俊美的;體面的;合宜的
εὐσχημοσύνη,美麗;好看;雅觀;吸引;可愛
εὐσχημόνως,端正地;正派地;規規矩矩地
εὐτραπελία,髒話;粗言穢語;下流的話
εὐτόνως,極力地;有力地;激烈地;強烈地
εὐφημία,讚美;稱讚
εὐφορέω,結出許多果子;豐收
εὐφραίνω,使高興;使快樂;使歡喜
εὐφροσύνη,快樂;歡喜;喜樂
εὐχάριστος,有感謝的心;心存感謝
εὐχή,禱告;祈禱
εὐχαριστέω,感謝;感恩
εὐχαριστία,感謝;感恩
εὐψυχέω,振作精神;鼓起勇氣;得到鼓勵
εὐωδία,馨香的氣味;芬芳的香氣
εὐώνυμος,左;左側;左邊
εὑρίσκω,知道某物的位置;尋找;發現;找著;找到
εὔθετος,合適的;相配的;有用的
εὔθυμος,受到鼓勵;放心;打起精神
εὔκαιρος,機會;好時機
εὔκοπος,容易;沒有困難
εὔνοια,熱心;熱切;全心全意
εὔσημος,易於理解;容易明白
εὔσπλαγχνος,仁慈的;有憐憫的;富有同情心的
εὔφημος,配受讚美的;值得讚賞的
εὔχομαι,禱告;祈禱;對上帝說話;向上帝祈求
εὔχρηστος,有用的;有益處的;有價值的
εὖ,好的;給人益處的
εὖγε,好的;給人益處的
ζάω,活著;存活;生活
ζέω,火熱;充滿熱情;全身全心地投入
ζήτημα,爭論;爭辯;辯論
ζήτησις,查出;尋找信息;調查;研究
ζεστός,熱的
ζευκτηρία,帶子;繩子
ζεῦγος,對;隊
ζηλεύω,發熱心;專心致志;切切渴慕
ζηλόω,發熱心;專心致志;切切渴慕
ζημία,遭受損失;喪失
ζημιόω,遭受損失;受虧損;損失;賠上
ζητέω,嘗試了解某物在哪裏;尋找;查找;搜索
ζιζάνιον,"毒麥草,稗子"
ζυγός,軛
ζυμόω,使用酵母;發酵
ζωή,生命;性命
ζωγρέω,控制;制伏;制止;被擄去;被抓去
ζωννύω,束上;繫上;繫緊腰帶;在腰間繫上一條窄布帶(比較 ζώνη 「腰帶」;6.178);束腰
ζόφος,陰暗;黑暗
ζύμη,麵酵
ζώνη,皮帶;腰帶
ζῆλος,熱愛;熱切關注;熱心
ζῳογονέω,繼續活著;存活
ζῳοποιέω,賜生命;帶來生命;使活著
ζῷον,牲畜;野獸
θάλασσα,海
θάλπω,照顧
θάμβος,驚訝;驚恐;驚異;差異
θάνατος,死;死去;死亡
θάπτω,埋葬
θάρσος,有自信;鼓起勇氣;壯膽;有勇氣
θέατρον,戲園;戲院;劇場
θέλημα,意願;旨意
θέλησις,渴望;想望;希望
θέλω,決心;意圖;願意
