# Directional BHSA construct chains (smikhut): regens (governing) -> rectum (dependent/genitive). Kind/part evidence, NOT IS-A. See build_hierarchy_relations.py.
regens_strong	rectum_strong	count
H3605	H5971	353
H3605	H0776	321
H3605	H3117	193
H1121	H8141	166
H1121	H0120	155
H1004	H0001	152
H0168	H4150	141
H3605	H1697	139
H3605	H1121	120
H3605	H1004	113
H3605	H3627	111
H3605	H0376	105
H3605	H5892	103
H3605	H1471	99
H1004	H0430	97
H7651	H3117	91
H3605	H4428	78
H5971	H0776	76
H0376	H0430	76
H3605	H5713	74
H3605	H2416	72
H3605	H5315	69
H6440	H4428	66
H1004	H4428	66
H6607	H0168	61
H0430	H0001	60
H4639	H3027	54
H1697	H3117	53
H2568	H3967	52
H1121	H6242	52
H7218	H0001	51
H3605	H6086	50
H3605	H1320	48
H0727	H0430	48
H2077	H8002	47
H6607	H4150	46
H3605	H6635	45
H3605	H6951	45
H3605	H4639	45
H3499	H1697	45
H3605	H5656	44
H7381	H5207	43
H3427	H0776	43
H4294	H1121	43
H3605	H8269	43
H3605	H2428	42
H3605	H1870	42
H1121	H1241	41
H3605	H3427	41
H1368	H2428	41
H7651	H3967	40
H3605	H5650	40
H0727	H1285	40
H3027	H4428	40
H5775	H8064	38
H3605	H3820	37
H0702	H3967	37
H8269	H6635	37
H3605	H7462	37
H0376	H4421	37
H1121	H4428	37
H5612	H1697	37
H3605	H0120	36
H8432	H1121	36
H5869	H3605	36
H5612	H3117	36
H8337	H3967	35
H6310	H2719	35
H3605	H4687	35
H6440	H0127	34
H3117	H2416	34
H2740	H0639	33
H6440	H1121	32
H3605	H0341	32
H3605	H3824	32
H3605	H7704	31
H2416	H7704	31
H3605	H0929	31
H6440	H0430	31
H3605	H4399	31
H3605	H4467	31
H8147	H1121	30
H3605	H8441	30
H8034	H0517	30
H3605	H8064	29
H3605	H2145	29
H3605	H7626	29
H6440	H3605	28
H8163	H5795	28
H6235	H0505	28
H3605	H1060	27
H8438	H8144	27
H6607	H8179	27
H5676	H5104	27
H1121	H2568	26
H7218	H2022	26
H3605	H4725	26
H5713	H1121	26
H3117	H7676	26
H5002	H6635	26
H3605	H4082	26
H3605	H0430	25
H8269	H3967	25
H8255	H6944	25
H3605	H3027	25
H0214	H1004	25
H2022	H6944	25
H1004	H5650	24
H3220	H5488	24
H7097	H0776	24
H6086	H7848	24
H6285	H3220	24
H7227	H2876	24
H1004	H0424	24
H6440	H0776	23
H3605	H2022	23
H6607	H1004	23
H6440	H5971	23
H3605	H1366	23
H2708	H5769	23
H3605	H6944	23
H6440	H0341	23
H4428	H0567	23
H8034	H1121	22
H3027	H5650	22
H2677	H7626	22
H3605	H4940	21
H1121	H5971	21
H3605	H0001	21
H3605	H3915	21
H8432	H5971	21
H8081	H4888	21
H8034	H6944	21
H3027	H0341	21
H5375	H3627	21
H3605	H1995	21
H0376	H2428	20
H3605	H2205	20
H2100	H2461	20
H2100	H1706	20
H8269	H0505	20
H6963	H7782	20
H5930	H8548	20
H1121	H2428	20
H1697	H4428	20
H3027	H3605	19
H3605	H0251	19
H1121	H5236	19
H3605	H2896	19
H4744	H6944	19
H6249	H6240	19
H3605	H2460	19
H4196	H5930	19
H7130	H5971	19
H6440	H0727	19
H4217	H8121	19
H3605	H4421	19
H4467	H0776	19
H5612	H8451	19
H4428	H0776	19
H8269	H2428	19
H6440	H1004	19
H3605	H5775	18
H8034	H5892	18
H3967	H8141	18
H6106	H3117	18
H3709	H7272	18
H1285	H5769	18
H3605	H0802	18
H3605	H1419	18
H6213	H4399	18
H4557	H8034	18
H7651	H0505	18
H5892	H4014	18
H6635	H8064	18
H3027	H6430	18
H5650	H4428	18
H0430	H6635	18
H2691	H1004	18
H6285	H6921	18
H4940	H1121	17
H0376	H5892	17
H8179	H5892	17
H3027	H1121	17
H5771	H0001	17
H8147	H3871	17
H3605	H8451	17
H5892	H4733	17
H5633	H6430	17
H7307	H0430	16
H8034	H4725	16
H3627	H2091	16
H3627	H1004	16
H3605	H4264	16
H3605	H3318	16
H3605	H7451	16
H8337	H3117	16
H8147	H2885	16
H6086	H0730	16
H2491	H2719	16
H2205	H5892	16
H8141	H8147	16
H1323	H5971	16
H8672	H3967	15
H3605	H3701	15
H0241	H5971	15
H3117	H6869	15
H6440	H6547	15
H3605	H6256	15
H6440	H0168	15
H7161	H4196	15
H6440	H4196	15
H1697	H8451	15
H5159	H1121	15
H0776	H2416	15
H5656	H1004	15
H8034	H0259	14
H6529	H0127	14
H2568	H6240	14
H1121	H3967	14
H3027	H0120	14
H8432	H5892	14
H0776	H6430	14
H8141	H2416	14
H5869	H5971	14
H1121	H0376	14
H3605	H2233	14
H8337	H6240	14
H3605	H4186	14
H8034	H0430	14
H7004	H5561	14
H0931	H3233	14
H0801	H7381	14
H0801	H5207	14
H0905	H5930	14
H5061	H6883	14
H6440	H2719	14
H3605	H7218	14
H8432	H0784	14
H0561	H6310	14
H0657	H0776	14
H3499	H5971	14
H0702	H0505	14
H3605	H2656	14
H3605	H7611	14
H7892	H4609	14
H8034	H0802	13
H7093	H8141	13
H1121	H8083	13
H4397	H0430	13
H3605	H8179	13
H0430	H0776	13
H3627	H3701	13
H0259	H6240	13
H3605	H5999	13
H7130	H0776	13
H0319	H3117	13
H3820	H6547	13
H5982	H6051	13
H3871	H0068	13
H8147	H7098	13
H8147	H0068	13
H8147	H2091	13
H6440	H4150	13
H0750	H0639	13
H3605	H2091	13
H3603	H3701	13
H6440	H7704	13
H5869	H1471	13
H7086	H3701	13
H8432	H1004	13
H5375	H0727	13
H1697	H0430	13
H5048	H5869	13
H0214	H4428	13
H3381	H0953	13
H1004	H4805	13
H6440	H4325	12
H2416	H0776	12
H3605	H8318	12
H1870	H3117	12
H8147	H0376	12
H3605	H4325	12
H6086	H7704	12
H0802	H7453	12
H3605	H6588	12
H4557	H3117	12
H3605	H4941	12
H2885	H2091	12
H0727	H5715	12
H8147	H0134	12
H8179	H2691	12
H3605	H1818	12
H1697	H1285	12
H8641	H6944	12
H3605	H3548	12
H7023	H1004	12
H3318	H6635	12
H3709	H0259	12
H3605	H5439	12
H0905	H4503	12
H2677	H4294	12
H1350	H1818	12
H5159	H4294	12
H3603	H2091	12
H3671	H3742	12
H3605	H1389	12
H8141	H6242	12
H1121	H5030	12
H0369	H3427	12
H3605	H3064	12
H8179	H4428	12
H0424	H8065	12
H7093	H3117	11
H6172	H0001	11
H6083	H0776	11
H1471	H0776	11
H8147	H1323	11
H1121	H6924	11
H6529	H0990	11
H3605	H2450	11
H1323	H6547	11
H3605	H5387	11
H8269	H2568	11
H8147	H3027	11
H6285	H5045	11
H6285	H6828	11
H0899	H6944	11
H2450	H3820	11
H2706	H5769	11
H3605	H2708	11
H8147	H6241	11
H7218	H3605	11
H0905	H8548	11
H8147	H4428	11
H3027	H5971	11
H3605	H1167	11
H7455	H4611	11
H3605	H1368	11
H3027	H0430	11
H4264	H6430	11
H8269	H7393	11
H8141	H6240	11
H8269	H4428	11
H8179	H1004	11
H1697	H5612	11
H0776	H3778	11
H3605	H0205	11
H3605	H0157	11
H0776	H6828	11
H2637	H3820	11
H3605	H6212	10
H3605	H6440	10
H8034	H8145	10
H5315	H0120	10
H3605	H7399	10
H1004	H6547	10
H0702	H6240	10
H3556	H8064	10
H3117	H4194	10
H0776	H1121	10
H6440	H0376	10
H3605	H1755	10
H7307	H6921	10
H8432	H3220	10
H3820	H3220	10
H4135	H6440	10
H7175	H4908	10
H8147	H6240	10
H4196	H5178	10
H1121	H3123	10
H3627	H5178	10
H3605	H5785	10
H3605	H5771	10
H3605	H5088	10
H1121	H0802	10
H8141	H3104	10
H1121	H2320	10
H4294	H0001	10
H3605	H6485	10
H0905	H5262	10
H2568	H0505	10
H3605	H7488	10
H8141	H7651	10
H0001	H5291	10
H3117	H0343	10
H4428	H1121	10
H3605	H6869	10
H1323	H4428	10
H3605	H5030	10
H4687	H4428	10
H3605	H4438	10
H1245	H5315	10
H7611	H5971	10
H0361	H8179	10
H4082	H4428	10
H5612	H4428	10
H8478	H8064	9
H3605	H7431	9
H3605	H0127	9
H6529	H6086	9
H8147	H0802	9
H1121	H8337	9
H3027	H0376	9
H3220	H4417	9
H1121	H6240	9
H0430	H8064	9
H1121	H0113	9
H3117	H8141	9
H1423	H5795	9
H8337	H8141	9
H6440	H5650	9
H0430	H5236	9
H5869	H5650	9
H6440	H0113	9
H3027	H3225	9
H2022	H0430	9
H7218	H1004	9
H3605	H7393	9
H8478	H3027	9
H5707	H8267	9
H2282	H4682	9
H3605	H4908	9
H3247	H4196	9
H8147	H3629	9
H0931	H3027	9
H0931	H7272	9
H7218	H1121	9
H5656	H0168	9
H4196	H7004	9
H5785	H1320	9
H2282	H5521	9
H3605	H8393	9
H0776	H0341	9
H8337	H0505	9
H6440	H5713	9
H8432	H0251	9
H6963	H1697	9
H1121	H1100	9
H0929	H0776	9
H0753	H3117	9
H1817	H1004	9
H3605	H6430	9
H1121	H3228	9
H4751	H5315	9
H5650	H0113	9
H3820	H4428	9
H3802	H1004	9
H7218	H5982	9
H1004	H1167	9
H1121	H8147	9
H8104	H5592	9
H3117	H6924	9
H3117	H0639	9
H0776	H6723	9
H3605	H7307	9
H3605	H3671	8
H6212	H7704	8
H0802	H1121	8
H3605	H2889	8
H3605	H7227	8
H3605	H1364	8
H1709	H3220	8
H3605	H7358	8
H3372	H0430	8
H8193	H3220	8
H5869	H1121	8
H2896	H4758	8
H5141	H2091	8
H1004	H0113	8
H6440	H0001	8
H2344	H3220	8
H0776	H0272	8
H3605	H1323	8
H1004	H5470	8
H0113	H0776	8
H0776	H3669	8
H0776	H0567	8
H6363	H7358	8
H5387	H5713	8
H2213	H2091	8
H4639	H2803	8
H8193	H3407	8
H4372	H5785	8
H4372	H8477	8
H6763	H4908	8
H3605	H2691	8
H1818	H6499	8
H8571	H0241	8
H5656	H4150	8
H7227	H2617	8
H4539	H6607	8
H3605	H8641	8
H3605	H4196	8
H6440	H4908	8
H3605	H4503	8
H1285	H0430	8
H3605	H2932	8
H1323	H3284	8
H8141	H2568	8
H6440	H3548	8
H8034	H0376	8
H1714	H4264	8
H4940	H6956	8
H8104	H4931	8
H3117	H6240	8
H6635	H4294	8
H6635	H1121	8
H7130	H4264	8
H1366	H1121	8
H7218	H5971	8
H5159	H0001	8
H1097	H1847	8
H0430	H5971	8
H3605	H6213	8
H0430	H1471	8
H0241	H3605	8
H6440	H8179	8
H8451	H0430	8
H6256	H6869	8
H6440	H6430	8
H0376	H1818	8
H1004	H3608	8
H8141	H0259	8
H1330	H1323	8
H2428	H3778	8
H6086	H3293	8
H3117	H7462	8
H3027	H3778	8
H4428	H6828	8
H3605	H5674	8
H3027	H7563	8
H6256	H7093	8
H3627	H7892	8
H1964	H6944	8
H3117	H0702	8
H3605	H0772	8
H4428	H5045	8
H6346	H5676	8
H6346	H5104	8
H6086	H2416	7
H0068	H7718	7
H3605	H4284	7
H6256	H6153	7
H3820	H0120	7
H0776	H4138	7
H3303	H4758	7
H3211	H1004	7
H6440	H0251	7
H3605	H5236	7
H0241	H1121	7
H1121	H0702	7
H0376	H4725	7
H1121	H0517	7
H6951	H5971	7
H3303	H8389	7
H3605	H6629	7
H2513	H7704	7
H7342	H3027	7
H7651	H6240	7
H3605	H8141	7
H5869	H6547	7
H1697	H8267	7
H3117	H6242	7
H3605	H6363	7
H3605	H2706	7
H2205	H5971	7
H8104	H4687	7
H1004	H0376	7
H6235	H0520	7
H8571	H3233	7
H0899	H1121	7
H7785	H3225	7
H3603	H3899	7
H7243	H1969	7
H0505	H0376	7
H7050	H2691	7
H3605	H4150	7
H3627	H5656	7
H3605	H2930	7
H8147	H8449	7
H8147	H3123	7
H3627	H2789	7
H5927	H1626	7
H4758	H5869	7
H7902	H2233	7
H3605	H4643	7
H5387	H0001	7
H6485	H1121	7
H3627	H6944	7
H3605	H3878	7
H8181	H7218	7
H3605	H4294	7
H3605	H7998	7
H3605	H0068	7
H8193	H5158	7
H4916	H3027	7
H1697	H5030	7
H4941	H6664	7
H8441	H1471	7
H8432	H0776	7
H7225	H3605	7
H3117	H5769	7
H4557	H1121	7
H1004	H0802	7
H4940	H1004	7
H3627	H4421	7
H7339	H5892	7
H3709	H0341	7
H1697	H0376	7
H1121	H5650	7
H3027	H5030	7
H6913	H0001	7
H6086	H1265	7
H3820	H0376	7
H0376	H2555	7
H4349	H3427	7
H3605	H4475	7
H3548	H1116	7
H8141	H8083	7
H8269	H4082	7
H0919	H1004	7
H6235	H4609	7
H0776	H4801	7
H7668	H5971	7
H6440	H7462	7
H7230	H2617	7
H4726	H2416	7
H3027	H1245	7
H3027	H5315	7
H3627	H2532	7
H0702	H7307	7
H3027	H6862	7
H7070	H4060	7
H3477	H3820	7
H3605	H0734	7
H3605	H7563	7
H6310	H7563	7
H6440	H8269	7
H7468	H7307	7
H5631	H4428	7
H3627	H0430	7
H3605	H4437	7
H8269	H6418	7
H5656	H0430	7
H1060	H6629	6
H8034	H0251	6
H3605	H4599	6
H7093	H0702	6
H3605	H3220	6
H8432	H0168	6
H0776	H4033	6
H1320	H6190	6
H6595	H3899	6
H3427	H5892	6
H1323	H0001	6
H1323	H0517	6
H1121	H0519	6
H0875	H4325	6
H3117	H0001	6
H0251	H0517	6
H0251	H0001	6
H7105	H2406	6
H3605	H3519	6
H3605	H4735	6
H3605	H0168	6
H5869	H0113	6
H0802	H0001	6
H8269	H2876	6
H8269	H8248	6
H5750	H3117	6
H6440	H7458	6
H7704	H5892	6
H1121	H0259	6
H6310	H0572	6
H2348	H3220	6
H0430	H5680	6
H3605	H6529	6
H2750	H0639	6
H2320	H0024	6
H1060	H1121	6
H5982	H0784	6
H4325	H3220	6
H6440	H5715	6
H5785	H0352	6
H5785	H8477	6
H8403	H3605	6
H3899	H6440	6
H8147	H7070	6
H2677	H0520	6
H4639	H7551	6
H2053	H5982	6
H6603	H2368	6
H3802	H0641	6
H7098	H2833	6
H8147	H5688	6
H2805	H0641	6
H7550	H4682	6
H0352	H4394	6
H2373	H8573	6
H7676	H7677	6
H7186	H6203	6
H6963	H5971	6
H4539	H2691	6
H4196	H2091	6
H2460	H8002	6
H2077	H8426	6
H8144	H8438	6
H3709	H3548	6
H1513	H0784	6
H3899	H0430	6
H4557	H8141	6
H1121	H6956	6
H8432	H6951	6
H4325	H5079	6
H1870	H4428	6
H7218	H4294	6
H2568	H4428	6
H3820	H1121	6
H8141	H0702	6
H4940	H4294	6
H7998	H5892	6
H4639	H0120	6
H7097	H8064	6
H3605	H6310	6
H3605	H4916	6
H0185	H5315	6
H0259	H5892	6
H3605	H5397	6
H5375	H1285	6
H0113	H3605	6
H6607	H5892	6
H4599	H4325	6
H8269	H5892	6
H0990	H0517	6
H0376	H1100	6
H3605	H2532	6
H3605	H3045	6
H3027	H4397	6
H8269	H6430	6
H5892	H0430	6
H3605	H2451	6
H6440	H1688	6
H1004	H3293	6
H8605	H5650	6
H0835	H0376	6
H6086	H0484	6
H3605	H3293	6
H6440	H0259	6
H0259	H8141	6
H3605	H1369	6
H4161	H4325	6
H7392	H5483	6
H4931	H1004	6
H3027	H6213	6
H3027	H4399	6
H8141	H8672	6
H3709	H4428	6
H4941	H0430	6
H3605	H1219	6
H3117	H4428	6
H3605	H7311	6
H3605	H2346	6
H6440	H7307	6
H6389	H4325	6
H3605	H0657	6
H5892	H6944	6
H3605	H2351	6
H1004	H6944	6
H6256	H7462	6
H1322	H6440	6
H5115	H4057	6
H3605	H1473	6
H5869	H4428	6
H6310	H0376	6
H4383	H5771	6
H3519	H0430	6
H8269	H5971	6
H3605	H0102	6
H0272	H5892	6
H6963	H8469	6
H5674	H1870	6
H1870	H0376	6
H8269	H5631	6
H2375	H7218	6
H6754	H1722	6
H3605	H0606	6
H1121	H1473	6
H3605	H5178	5
H1121	H0430	5
H7307	H2416	5
H3605	H3978	5
H7097	H3117	5
H3605	H3603	5
H3605	H0400	5
H5869	H4325	5
H4736	H3701	5
H0376	H1004	5
H4592	H4325	5
H8199	H0776	5
H3027	H0802	5
H0776	H5045	5
H8537	H3824	5
H0272	H6913	5
H2205	H1004	5
H3605	H2898	5
H0430	H0113	5
H1004	H0251	5
H1004	H0517	5
H6440	H4194	5
H6310	H0875	5
H3117	H7105	5
H0413	H3027	5
H4962	H4557	5
H3801	H6446	5
H8269	H0644	5
H3605	H6547	5
H8141	H7458	5
H3027	H0001	5
H5650	H0430	5
H0776	H2850	5
H4940	H3878	5
H6212	H0776	5
H1060	H0929	5
H2428	H6547	5
H7307	H0639	5
H6224	H0374	5
H8147	H3742	5
H4501	H2091	5
H0753	H3407	5
H7175	H6763	5
H0702	H6438	5
H6285	H6924	5
H5982	H2691	5
H3605	H3489	5
H4639	H2796	5
H4865	H2091	5
H6616	H8504	5
H7218	H6499	5
H5536	H4682	5
H7785	H8641	5
H6440	H3727	5
H8081	H6944	5
H4639	H0430	5
H4539	H8179	5
H4908	H5715	5
H5656	H4908	5
H4908	H0168	5
H4908	H4150	5
H6440	H6944	5
H6536	H6541	5
H3605	H0899	5
H3605	H5061	5
H3627	H5785	5
H6172	H0269	5
H6944	H1121	5
H7651	H3532	5
H1347	H5797	5
H4294	H3899	5
H6310	H2233	5
H3605	H2764	5
H7218	H0505	5
H4931	H1121	5
H4940	H1649	5
H4557	H3605	5
H4931	H6944	5
H5656	H1121	5
H0899	H8504	5
H3117	H5145	5
H2598	H4196	5
H0168	H5715	5
H4758	H0784	5
H3117	H8057	5
H4264	H1121	5
H7097	H4264	5
H6440	H6951	5
H8432	H5713	5
H6106	H0120	5
H3605	H0567	5
H8034	H1323	5
H4904	H2145	5
H3605	H1116	5
H1366	H3220	5
H8444	H1366	5
H4194	H3548	5
H6310	H5707	5
H7626	H1121	5
H4940	H0001	5
H8147	H0567	5
H8432	H5158	5
H3220	H6160	5
H3605	H0185	5
H7093	H7651	5
H0259	H8179	5
H6310	H8147	5
H3678	H4467	5
H1818	H5355	5
H4583	H6944	5
H6440	H7455	5
H6440	H4611	5
H3605	H3018	5
H3605	H4347	5
H2404	H6086	5
H3605	H1285	5
H1697	H7892	5
H7272	H3548	5
H3605	H3669	5
H6471	H0259	5
H3820	H5971	5
H1366	H5159	5
H7393	H1270	5
H5892	H7523	5
H4733	H7523	5
H4948	H2091	5
H1323	H6430	5
H3117	H4960	5
H5771	H1004	5
H6963	H1995	5
H3605	H6666	5
H4673	H6430	5
H8034	H6635	5
H1697	H5650	5
H2796	H6086	5
H6440	H4421	5
H8666	H8141	5
H0505	H3701	5
H2916	H2351	5
H4557	H5971	5
H3605	H5676	5
H6440	H1964	5
H6086	H8081	5
H8147	H3805	5
H1543	H3805	5
H8147	H1004	5
H5892	H7393	5
H6098	H2205	5
H1004	H1116	5
H5030	H1167	5
H3605	H4261	5
H4261	H5869	5
H6310	H5030	5
H3605	H4014	5
H5647	H1167	5
H4503	H6153	5
H3605	H5930	5
H1697	H8193	5
H5288	H4428	5
H1964	H4428	5
H3605	H5612	5
H3605	H0214	5
H3605	H3778	5
H3548	H7218	5
H2022	H1004	5
H6529	H4611	5
H0369	H0120	5
H7605	H5971	5
H3671	H0776	5
H3411	H6828	5
H3427	H8398	5
H4146	H0776	5
H3605	H6106	5
H1916	H7272	5
H4446	H8064	5
H6963	H8057	5
H7668	H1323	5
H6256	H6486	5
H1697	H6310	5
H1870	H7563	5
H7230	H5771	5
H0376	H7965	5
H6629	H4830	5
H5923	H4428	5
H7622	H5971	5
H2428	H4428	5
H6440	H2428	5
H4294	H5797	5
H0702	H8064	5
H0702	H7253	5
H3605	H0424	5
H3117	H5678	5
H8179	H6442	5
H3605	H2377	5
H7218	H1870	5
H3605	H3368	5
H3802	H8179	5
H8179	H6828	5
H1004	H7563	5
H0216	H6440	5
H3605	H6887	5
H6440	H7563	5
H4428	H3519	5
H3519	H8034	5
H8193	H8267	5
H3956	H8267	5
H1697	H2450	5
H0376	H8394	5
H6310	H3686	5
H3678	H4438	5
H0214	H0430	5
H4405	H4428	5
H3605	H2445	5
H7307	H0424	5
H2919	H8065	5
H8269	H3878	5
H8269	H2677	5
H2677	H6418	5
H8179	H4325	5
H5057	H1004	5
H5892	H4694	5
H7549	H8064	4
H3117	H7637	4
H6086	H1588	4
H6963	H0430	4
H3605	H4672	4
H0376	H8034	4
H3605	H6833	4
H6833	H3671	4
H3027	H0251	4
H0226	H1285	4
H8672	H6240	4
H1121	H1004	4
H1995	H1471	4
H1323	H8141	4
H1870	H0776	4
H3374	H0430	4
H8147	H5288	4
H3605	H0935	4
H0802	H0113	4
H5650	H0001	4
H1736	H1121	4
H3018	H3709	4
H3709	H3409	4
H3605	H2945	4
H6370	H0001	4
H0802	H0251	4
H3027	H7453	4
H3027	H6547	4
H6310	H1697	4
H2898	H0776	4
H5315	H1121	4
H3027	H0567	4
H0259	H7626	4
H5650	H6547	4
H2205	H0776	4
H5892	H4543	4
H3605	H0226	4
H7218	H3878	4
H2315	H4904	4
H5869	H0776	4
H6310	H0400	4
H8147	H4201	4
H2677	H3915	4
H3605	H5483	4
H1697	H5971	4
H1818	H2077	4
H7225	H0127	4
H5612	H1285	4
H0068	H4394	4
H7070	H4501	4
H8337	H7070	4
H5676	H6440	4
H2568	H3407	4
H0134	H3701	4
H8147	H6763	4
H8147	H3802	4
H8147	H2833	4
H6472	H2091	4
H7757	H4598	4
H4370	H0905	4
H7218	H0352	4
H3508	H3515	4
H2471	H3899	4
H6440	H6532	4
H4276	H8255	4
H0899	H8278	4
H2282	H7620	4
H3605	H5081	4
H6532	H4539	4
H4345	H5178	4
H3967	H3603	4
H3117	H2320	4
H3409	H4908	4
H3605	H3828	4
H3605	H7133	4
H3605	H6499	4
H1320	H2077	4
H5930	H1242	4
H4725	H6944	4
H8318	H5775	4
H3627	H6086	4
H3605	H5869	4
H8147	H3532	4
H3849	H8081	4
H1818	H0817	4
H8571	H2891	4
H0241	H2891	4
H3605	H4904	4
H5315	H3605	4
H6172	H0517	4
H6172	H0802	4
H6172	H0251	4
H6086	H3978	4
H8147	H5560	4
H6310	H8141	4
H1004	H5892	4
H4054	H5892	4
H1121	H1730	4
H1320	H1121	4
H3605	H1241	4
H3967	H0505	4
H8432	H4264	4
H8083	H0505	4
H5387	H1004	4
H6485	H4940	4
H5869	H0376	4
H4325	H4751	4
H6310	H5656	4
H6529	H0776	4
H0376	H4060	4
H7992	H1969	4
H7225	H6182	4
H1061	H3605	4
H1366	H0567	4
H5002	H1397	4
H4940	H2227	4
H4325	H4808	4
H3605	H4161	4
H4161	H8193	4
H2502	H6635	4
H6635	H4421	4
H1448	H6629	4
H1366	H5045	4
H5221	H5315	4
H3627	H1270	4
H4194	H1419	4
H5892	H2022	4
H3605	H2256	4
H3605	H4334	4
H0702	H0520	4
H7698	H0505	4
H6251	H6629	4
H3605	H8130	4
H6440	H0639	4
H7626	H3878	4
H3996	H8121	4
H1060	H1241	4
H4643	H1715	4
H4643	H8492	4
H4643	H3324	4
H7097	H8141	4
H7130	H0251	4
H4941	H4194	4
H7998	H0341	4
H5612	H3748	4
H8034	H4191	4
H6529	H0929	4
H7579	H4325	4
H3605	H0423	4
H8141	H1755	4
H2256	H5159	4
H1116	H0776	4
H1818	H5650	4
H5892	H8559	4
H3605	H1429	4
H6440	H1285	4
H7782	H3104	4
H5971	H4421	4
H3605	H3899	4
H5892	H1121	4
H6235	H8141	4
H3027	H8154	4
H4196	H1167	4
H3605	H6924	4
H2719	H0376	4
H1004	H4407	4
H3605	H4026	4
H0376	H7379	4
H5585	H5553	4
H3027	H3878	4
H5971	H0430	4
H3678	H3519	4
H0641	H0905	4
H6440	H4899	4
H6963	H1419	4
H6963	H6818	4
H3027	H8179	4
H5333	H6430	4
H6776	H1241	4
H3671	H4598	4
H1004	H3902	4
H6086	H2595	4
H4500	H0707	4
H0929	H7704	4
H6235	H3117	4
H6835	H4325	4
H1121	H5930	4
H1004	H0730	4
H2534	H4428	4
H7167	H0899	4
H6440	H1697	4
H3605	H6098	4
H3824	H0376	4
H4170	H4194	4
H3027	H4713	4
H3605	H5104	4
H7341	H1004	4
H6967	H3805	4
H8147	H1543	4
H8432	H3564	4
H2896	H3820	4
H3605	H4543	4
H8337	H4609	4
H3027	H7323	4
H1870	H0001	4
H3605	H1290	4
H5288	H8269	4
H5288	H4082	4
H7307	H8267	4
H6310	H3605	4
H1167	H2070	4
H1818	H1121	4
H3605	H5647	4
H5608	H4428	4
H8179	H6438	4
H7227	H5631	4
H1697	H7227	4
H3605	H2975	4
H1803	H0776	4
H1588	H4428	4
H2233	H4410	4
H6440	H3778	4
H6440	H6343	4
H5869	H0120	4
H3605	H5375	4
H3605	H0650	4
H1870	H5971	4
H0098	H4325	4
H1471	H6957	4
H6440	H6635	4
H3427	H0339	4
H0734	H4941	4
H3851	H0784	4
H6440	H2568	4
H3117	H5359	4
H1697	H6635	4
H7098	H0776	4
H3605	H3956	4
H6963	H7440	4
H7218	H2351	4
H2428	H1471	4
H3605	H7200	4
H7230	H3581	4
H7626	H5159	4
H6440	H2740	4
H3411	H0776	4
H6963	H8342	4
H6963	H2860	4
H6963	H3618	4
H4583	H8565	4
H5892	H5045	4
H8179	H5971	4
H3027	H2719	4
H8077	H5769	4
H3605	H6154	4
H0776	H7628	4
H5612	H4736	4
H4040	H5612	4
H1869	H7198	4
H3627	H1473	4
H3027	H2114	4
H7563	H0776	4
H4670	H1004	4
H3605	H5949	4
H0784	H5678	4
H5892	H1818	4
H6706	H5553	4
H6184	H1471	4
H1588	H0430	4
H3117	H6051	4
H7611	H1471	4
H6440	H0361	4
H6440	H1508	4
H4740	H2691	4
H3117	H4150	4
H3117	H4421	4
H3976	H4820	4
H0650	H4325	4
H3117	H2822	4
H3605	H3477	4
H8179	H1709	4
H1004	H6635	4
H7307	H8064	4
H6440	H4397	4
H6098	H7563	4
H3605	H8416	4
H6213	H2896	4
H0734	H2416	4
H6738	H3671	4
H1927	H6944	4
H3605	H2623	4
H0835	H1397	4
H0369	H4557	4
H1697	H0571	4
H2691	H0430	4
H4148	H0001	4
H2315	H0990	4
H0802	H4080	4
H3117	H1893	4
H8034	H4428	4
H2885	H4428	4
H4960	H3196	4
H6235	H1121	4
H6598	H4428	4
H3605	H7985	4
H7031	H7161	4
H3605	H2177	4
H3605	H2169	4
H2177	H2169	4
H7307	H6922	4
H4437	H0606	4
H6922	H5945	4
H1121	H3548	4
H8269	H3548	4
H8179	H1516	4
