# Directional BHSA construct chains (smikhut): regens (governing) -> rectum (dependent/genitive). Kind/part evidence, NOT IS-A. See build_hierarchy_relations.py.
regens_strong	rectum_strong	count
H5971	H5678	1
H2563	H2351	1
H4467	H0457	1
H6529	H1433	1
H6529	H3824	1
H6529	H4428	1
H1433	H4428	1
H3824	H4428	1
H8597	H7311	1
H8597	H5869	1
H3519	H3293	1
H3519	H3759	1
H7605	H6086	1
H7605	H3293	1
H0413	H1368	1
H6440	H8081	1
H7311	H6967	1
H7307	H0998	1
H7307	H6098	1
H7307	H1369	1
H7307	H1847	1
H7307	H3374	1
H4927	H0241	1
H7626	H6310	1
H7307	H8193	1
H0232	H4975	1
H2715	H6620	1
H5251	H5971	1
H4599	H3444	1
H6607	H5081	1
H1823	H5971	1
H1823	H7227	1
H6963	H4467	1
H6963	H1471	1
H6963	H0622	1
H7588	H4467	1
H7588	H1471	1
H7588	H0622	1
H4467	H0622	1
H6440	H3851	1
H1347	H2086	1
H1346	H6184	1
H3605	H5595	1
H6643	H4467	1
H8597	H1347	1
H1964	H6027	1
H4294	H7563	1
H4347	H1115	1
H4347	H5627	1
H1115	H5627	1
H6260	H0776	1
H1121	H7837	1
H3556	H0413	1
H2022	H4150	1
H1116	H5645	1
H3830	H2026	1
H3830	H2719	1
H0068	H0953	1
H4180	H7088	1
H8330	H5175	1
H1060	H1800	1
H4397	H1471	1
H2201	H7668	1
H7611	H0127	1
H4910	H0776	1
H8432	H6672	1
H4106	H6664	1
H1167	H1471	1
H4596	H4654	1
H3519	H1121	1
H4924	H1320	1
H7218	H0534	1
H5892	H4581	1
H5800	H2793	1
H5800	H0534	1
H2156	H2114	1
H3117	H5194	1
H3117	H2470	1
H3117	H3511	1
H1995	H5971	1
H7588	H3816	1
H7588	H3524	1
H7588	H7227	1
H4671	H2022	1
H6440	H5492	1
H2506	H8154	1
H0776	H6767	1
H0776	H3671	1
H6767	H3671	1
H3627	H1573	1
H7931	H0776	1
H5645	H2919	1
H6440	H7105	1
H5861	H2022	1
H4725	H8034	1
H4725	H6635	1
H3027	H7186	1
H3605	H4218	1
H3605	H7938	1
H6213	H7938	1
H0099	H5315	1
H2450	H3289	1
H2450	H6547	1
H3289	H6547	1
H1121	H2450	1
H4428	H6924	1
H6438	H7626	1
H6440	H8573	1
H8573	H3027	1
H8573	H6635	1
H3027	H6635	1
H6440	H6098	1
H6098	H6635	1
H5892	H2041	1
H4854	H4057	1
H4854	H3220	1
H4057	H3220	1
H3605	H0585	1
H6735	H3205	1
H5399	H2837	1
H7393	H2543	1
H7393	H1581	1
H7227	H7182	1
H7393	H0376	1
H1121	H1637	1
H6440	H5203	1
H6440	H7198	1
H6440	H1869	1
H6440	H3514	1
H3514	H4421	1
H7605	H4557	1
H7605	H7198	1
H7605	H1368	1
H7605	H1121	1
H4557	H7198	1
H7198	H1121	1
H4854	H1516	1
H4191	H4421	1
H3605	H7101	1
H7701	H1323	1
H7701	H5971	1
H3117	H4103	1
H3117	H4001	1
H3117	H3998	1
H7393	H0120	1
H7393	H6571	1
H4005	H6010	1
H1233	H5892	1
H4325	H8481	1
H4325	H3465	1
H4818	H3519	1
H7036	H1004	1
H7036	H0113	1
H4668	H1004	1
H3519	H0001	1
H3627	H6996	1
H3627	H0101	1
H0776	H3794	1
H5504	H1471	1
H4581	H3220	1
H1347	H3605	1
H1347	H6643	1
H3605	H6643	1
H7892	H2181	1
H4791	H5971	1
H4791	H0776	1
H0376	H4213	1
H3605	H8056	1
H8056	H3820	1
H4885	H8596	1
H7588	H5947	1
H4885	H3658	1
H7151	H8414	1
H8432	H6354	1
H6635	H4791	1
H4428	H0127	1
H0759	H2114	1
H7151	H1471	1
H7151	H6184	1
H7307	H6184	1
H2230	H7023	1
H7588	H2114	1
H6738	H5645	1
H2158	H6184	1
H4960	H8081	1
H4960	H8106	1
H7227	H3027	1
H4014	H4869	1
H4014	H2346	1
H4869	H2346	1
H5892	H5797	1
H6697	H5769	1
H3427	H4791	1
H7272	H6041	1
H6471	H1800	1
H4570	H6662	1
H7068	H5971	1
H0784	H6862	1
H3605	H2143	1
H7931	H6083	1
H5771	H3427	1
H4347	H5221	1
H2027	H2026	1
H3117	H6921	1
H0068	H4196	1
H0068	H1615	1
H5971	H0998	1
H1986	H3196	1
H2230	H1259	1
H8178	H6986	1
H2230	H3524	1
H2230	H7857	1
H6733	H5034	1
H2962	H7019	1
H6843	H8597	1
H3605	H7979	1
H3934	H8193	1
H0068	H0976	1
H6438	H4143	1
H4268	H3577	1
H0212	H5699	1
H1537	H5699	1
H1995	H2114	1
H1995	H6184	1
H2377	H3915	1
H7307	H8639	1
H2380	H3605	1
H1697	H2856	1
H3045	H5612	1
H4687	H0376	1
H2451	H2450	1
H0034	H0120	1
H2398	H0120	1
H8582	H7307	1
H4854	H0929	1
H4854	H5045	1
H0929	H5045	1
H0776	H6869	1
H3802	H5895	1
H1708	H1581	1
H5971	H4805	1
H1606	H0259	1
H1606	H2568	1
H6826	H6456	1
H6826	H3701	1
H6456	H3701	1
H0642	H4541	1
H0642	H2091	1
H4541	H2091	1
H4306	H2233	1
H8393	H0127	1
H1098	H2548	1
H3117	H2027	1
H0216	H3842	1
H0216	H7651	1
H0216	H3117	1
H4273	H4347	1
H5299	H7723	1
H3895	H5971	1
H5184	H2220	1
H2197	H0639	1
H3605	H4569	1
H3605	H4145	1
H4569	H4294	1
H4569	H4145	1
H4294	H4145	1
H4421	H8573	1
H5158	H1614	1
H1004	H7489	1
H5833	H0205	1
H2719	H0120	1
H4224	H7307	1
H5643	H2230	1
H6738	H5553	1
H0241	H8085	1
H3956	H5926	1
H5315	H7456	1
H0561	H8267	1
H7704	H2531	1
H0127	H5971	1
H1004	H4885	1
H1995	H5892	1
H4885	H6501	1
H4829	H5739	1
H4639	H6666	1
H5656	H6666	1
H5116	H7965	1
H4908	H4009	1
H4496	H7600	1
H7272	H7794	1
H7272	H2543	1
H0625	H2625	1
H0530	H6256	1
H2633	H3444	1
H4397	H7965	1
H5674	H0734	1
H0784	H0398	1
H4168	H5769	1
H4679	H5553	1
H7151	H4150	1
H4725	H5104	1
H0590	H7752	1
H3651	H8650	1
H5704	H7998	1
H5375	H5771	1
H5971	H2764	1
H1818	H3733	1
H3629	H0352	1
H8141	H7966	1
H6965	H8414	1
H0068	H0922	1
H1926	H0430	1
H1576	H0430	1
H0241	H2795	1
H3956	H0483	1
H1980	H1870	1
H6530	H2416	1
H4005	H1265	1
H4791	H7093	1
H2682	H7709	1
H6738	H4609	1
H1824	H3117	1
H3499	H8141	1
H3427	H2309	1
H5483	H5693	1
H2416	H7307	1
H7845	H1097	1
H1870	H8394	1
H7834	H3976	1
H1767	H5930	1
H2329	H0776	1
H0430	H5769	1
H1986	H6471	1
H3225	H6664	1
H4173	H2743	1
H3427	H2822	1
H3381	H3220	1
H3427	H5553	1
H5807	H4421	1
H0591	H7440	1
H7716	H5930	1
H0996	H2682	1
H3335	H6459	1
H3605	H2270	1
H2220	H3581	1
H8403	H0376	1
H8597	H0120	1
H0945	H6086	1
H0226	H0905	1
H6098	H4397	1
H4975	H4428	1
H1817	H5154	1
H0214	H2822	1
H4301	H4565	1
H2789	H0127	1
H2796	H6735	1
H8668	H5769	1
H5769	H5704	1
H4725	H0776	1
H4725	H2822	1
H6412	H1471	1
H6086	H6459	1
H1404	H4467	1
H4100	H2268	1
H7230	H6098	1
H3027	H3852	1
H1517	H1270	1
H3564	H6040	1
H1530	H3220	1
H8581	H1471	1
H5650	H4910	1
H3117	H3444	1
H1121	H7923	1
H6083	H7272	1
H7628	H1368	1
H5612	H0517	1
H3748	H0517	1
H3956	H3925	1
H1167	H4941	1
H6963	H5650	1
H0218	H0784	1
H7291	H6664	1
H4718	H0953	1
H0216	H5971	1
H3045	H6664	1
H2781	H0376	1
H4325	H8415	1
H4325	H7227	1
H6440	H6693	1
H6907	H8653	1
H8377	H4364	1
H1606	H0430	1
H6907	H2534	1
H0899	H8597	1
H2310	H0376	1
H3045	H2483	1
H4564	H6440	1
H5221	H0430	1
H4148	H7965	1
H5771	H3605	1
H6440	H1494	1
H6588	H5971	1
H5999	H5315	1
H2399	H7227	1
H1121	H8074	1
H4725	H0168	1
H2781	H0491	1
H6087	H7307	1
H8241	H7110	1
H2617	H5769	1
H0068	H0688	1
H0068	H2656	1
H0784	H6352	1
H5159	H5650	1
H3605	H6770	1
H5707	H3816	1
H6680	H3816	1
H0226	H5769	1
H5794	H5315	1
H1121	H6049	1
H2233	H5003	1
H3206	H6588	1
H2233	H8267	1
H2509	H5158	1
H7307	H8217	1
H5771	H1215	1
H5108	H8193	1
H0106	H7562	1
H3117	H7522	1
H0092	H4133	1
H3605	H4133	1
H5315	H6031	1
H0996	H0430	1
H6979	H5908	1
H4639	H0205	1
H6467	H2555	1
H1870	H7965	1
H0369	H5869	1
H0310	H0430	1
H3553	H3444	1
H0899	H5359	1
H5921	H1578	1
H7725	H6588	1
H5051	H2226	1
H1995	H3220	1
H8229	H1581	1
H1265	H8410	1
H1265	H8391	1
H1121	H6031	1
H1347	H5769	1
H2461	H1471	1
H7701	H4428	1
H5342	H4302	1
H8141	H7522	1
H3605	H0057	1
H4594	H8416	1
H0352	H6664	1
H8074	H7223	1
H5892	H2721	1
H4598	H6666	1
H6797	H4410	1
H3709	H0430	1
H4885	H2860	1
H2691	H6944	1
H2541	H0899	1
H3605	H4403	1
H5921	H3605	1
H4397	H6440	1
H2220	H8597	1
H2083	H6944	1
H2083	H8597	1
H6213	H6664	1
H3027	H5771	1
H8316	H0784	1
H4839	H6292	1
H3423	H2022	1
H5116	H6629	1
H7258	H1241	1
H2898	H3820	1
H3511	H3820	1
H7668	H7307	1
H5763	H3117	1
H3117	H6086	1
H3117	H5971	1
H2233	H1288	1
H1818	H2386	1
H2123	H3519	1
H3519	H1471	1
H1320	H8263	1
H1320	H5909	1
H4900	H7198	1
H1767	H2320	1
H1767	H7676	1
H4731	H8247	1
H4940	H4467	1
H4467	H6828	1
H5982	H1270	1
H0776	H7746	1
H0776	H3759	1
H8610	H8451	1
H2233	H0571	1
H5493	H1612	1
H5493	H5237	1
H3925	H4057	1
H1322	H1590	1
H0776	H3991	1
H1818	H0034	1
H4696	H0802	1
H4696	H2181	1
H8478	H3605	1
H8478	H6086	1
H8478	H7488	1
H3605	H0182	1
H5159	H6643	1
H6643	H1471	1
H8469	H1121	1
H3018	H0001	1
H7843	H1471	1
H3820	H8269	1
H8104	H7704	1
H7023	H3820	1
H2061	H6160	1
H0369	H3820	1
H7620	H2708	1
H7620	H7105	1
H2708	H7105	1
H1697	H7451	1
H1777	H3490	1
H6738	H6153	1
H5475	H0970	1
H4390	H3117	1
H5410	H5769	1
H6529	H4284	1
H5620	H5637	1
H4631	H6530	1
H7462	H5971	1
H1697	H5930	1
H1697	H2077	1
H1755	H5678	1
H5038	H5971	1
H6106	H8269	1
H6106	H3427	1
H5842	H8267	1
H5842	H5608	1
H8267	H5608	1
H6963	H7775	1
H7775	H1323	1
H7775	H5971	1
H1893	H5236	1
H0724	H1323	1
H0724	H5971	1
H4726	H1832	1
H2491	H1323	1
H2491	H5971	1
H4411	H0732	1
H8432	H4820	1
H6963	H4735	1
H6963	H5092	1
H5038	H0120	1
H0310	H7114	1
H3605	H4135	1
H1870	H1471	1
H0226	H8064	1
H2708	H5971	1
H8560	H4749	1
H2450	H1471	1
H4148	H1893	1
H3027	H6884	1
H4639	H2450	1
H3605	H4340	1
H3605	H4830	1
H6963	H8052	1
H5771	H7223	1
H4557	H2351	1
H3303	H6529	1
H6529	H8389	1
H1558	H7462	1
H7462	H1004	1
H3117	H2028	1
H6212	H3605	1
H0776	H7965	1
H3033	H5315	1
H2513	H2532	1
H0232	H6593	1
H7093	H7227	1
H4975	H0376	1
H2022	H5399	1
H6440	H1465	1
H6629	H8597	1
H7307	H4057	1
H4521	H4055	1
H2154	H2184	1
H1697	H1226	1
H7965	H0571	1
H2377	H8267	1
H1330	H5971	1
H1893	H1471	1
H0517	H0970	1
H3205	H7651	1
H5475	H7832	1
H3709	H6184	1
H1004	H4798	1
H4932	H5771	1
H5038	H8251	1
H5038	H8441	1
H6856	H8069	1
H0776	H4420	1
H8141	H1226	1
H8179	H1121	1
H0935	H8426	1
H6697	H7704	1
H7635	H5769	1
H8322	H5769	1
H6963	H3402	1
H2026	H4194	1
H5221	H2719	1
H6256	H0639	1
H1228	H2789	1
H1320	H7453	1
H3605	H2633	1
H2633	H5892	1
H3639	H5769	1
H6256	H6672	1
H2029	H5769	1
H6697	H4334	1
H4005	H0730	1
H1004	H4060	1
H5944	H7306	1
H1777	H0034	1
H6900	H2543	1
H7611	H6629	1
H6440	H0423	1
H2377	H3820	1
H3605	H1980	1
H3820	H5030	1
H5030	H3820	1
H1589	H1697	1
H2472	H8267	1
H1697	H2416	1
H3640	H5769	1
H8147	H1731	1
H8147	H8384	1
H1731	H8384	1
H8384	H1063	1
H6963	H7347	1
H0216	H5369	1
H3605	H3789	1
H3563	H3196	1
H3215	H0117	1
H3215	H6629	1
H5115	H7965	1
H2740	H3238	1
H7225	H4468	1
H6607	H2319	1
H1116	H3293	1
H6256	H0776	1
H3499	H3627	1
H4133	H6086	1
H4133	H1270	1
H3499	H2205	1
H3499	H1473	1
H2205	H1473	1
H7965	H5892	1
H4284	H7965	1
H3605	H7696	1
H6963	H2731	1
H3605	H1397	1
H4347	H0341	1
H4148	H0394	1
H3605	H6862	1
H3605	H0962	1
H7622	H0168	1
H6963	H7832	1
H5971	H8300	1
H5971	H2719	1
H8300	H2719	1
H0160	H5769	1
H5315	H3548	1
H1767	H1696	1
H2233	H0120	1
H2233	H0929	1
H2708	H3394	1
H2708	H3556	1
H6965	H4060	1
H3605	H7709	1
H6438	H8179	1
H6438	H5483	1
H4941	H1353	1
H4941	H3425	1
H5869	H5707	1
H5612	H1540	1
H2436	H1121	1
H1419	H6098	1
H7227	H5950	1
H1870	H1121	1
H1870	H0120	1
H6440	H1698	1
H0430	H1320	1
H7462	H1121	1
H6297	H0120	1
H6283	H7965	1
H6283	H0571	1
H8034	H8342	1
H6963	H0559	1
H7622	H0776	1
H3027	H4487	1
H6780	H6666	1
H3678	H1004	1
H8147	H4940	1
H2708	H0776	1
H4475	H3027	1
H3605	H3498	1
H1335	H5695	1
H0259	H3957	1
H3957	H1121	1
H3957	H8269	1
H3957	H5608	1
H0241	H8269	1
H8593	H5608	1
H3605	H4040	1
H1167	H6488	1
H2351	H0644	1
H3027	H4421	1
H0376	H5631	1
H8478	H0214	1
H8179	H8432	1
H7611	H8269	1
H7611	H4428	1
H1004	H5971	1
H8432	H3605	1
H8432	H1546	1
H1548	H2206	1
H3605	H6297	1
H5707	H0539	1
H6607	H6547	1
H4676	H8121	1
H1004	H8121	1
H1697	H8441	1
H7462	H0001	1
H7462	H4428	1
H6440	H8441	1
H8610	H4043	1
H8610	H1869	1
H3117	H5360	1
H3027	H6828	1
H6963	H8161	1
H6963	H6541	1
H8161	H6541	1
H8161	H0047	1
H6541	H0047	1
H1995	H1534	1
H7510	H3027	1
H7611	H0339	1
H7611	H6010	1
H6862	H6818	1
H6862	H7668	1
H6818	H7668	1
H4005	H0970	1
H4731	H8597	1
H1767	H1697	1
H5676	H6310	1
H5676	H6354	1
H6310	H6354	1
H7311	H3820	1
H3605	H1406	1
H6936	H1121	1
H6936	H7588	1
H1121	H7588	1
H8510	H8077	1
H7622	H1121	1
H7931	H2288	1
H7931	H5553	1
H8610	H4791	1
H8610	H1389	1
H4791	H1389	1
H4114	H7934	1
H6963	H5307	1
H5892	H8416	1
H7151	H4885	1
H1995	H4735	1
H7225	H4438	1
H7225	H1369	1
H0702	H7098	1
H7098	H8064	1
H6440	H1245	1
H6440	H5315	1
H4723	H0001	1
H6951	H1419	1
H8154	H5159	1
H0319	H1471	1
H8610	H4038	1
H6360	H3605	1
H6360	H0776	1
H6963	H5127	1
H6963	H6412	1
H0776	H6456	1
H3427	H3820	1
H3427	H6965	1
H3820	H6965	1
H6256	H5360	1
H3563	H2091	1
H7307	H4428	1
H7227	H0214	1
H2022	H8316	1
H3605	H5461	1
H3627	H7385	1
H8416	H3605	1
H8416	H0776	1
H1995	H1530	1
H3605	H2491	1
H2491	H3605	1
H2491	H0776	1
H4791	H5797	1
H7588	H6963	1
H0413	H1578	1
H2346	H7342	1
H8269	H4496	1
H1004	H6486	1
H6967	H0259	1
H3605	H7416	1
H5608	H8269	1
H5608	H6635	1
H0702	H8337	1
H8141	H4438	1
H8432	H1473	1
H1546	H4428	1
H1823	H0702	1
H3709	H5695	1
H7272	H5695	1
H6440	H7794	1
H4758	H3940	1
H4758	H0965	1
H0702	H6440	1
H5869	H7140	1
H5869	H3372	1
H6963	H4264	1
H4758	H0068	1
H4758	H5601	1
H4758	H7198	1
H3117	H1653	1
H4758	H5051	1
H1823	H3519	1
H7186	H6440	1
H2389	H3820	1
H2389	H4696	1
H7186	H3820	1
H5980	H6440	1
H5980	H4696	1
H3671	H2416	1
H2534	H7307	1
H4227	H1270	1
H7023	H1270	1
H8141	H5771	1
H8345	H1969	1
H5692	H8184	1
H1530	H0853	1
H0853	H0120	1
H1320	H6292	1
H8593	H1532	1
H3976	H4948	1
H2671	H7458	1
H6297	H1121	1
H8441	H7451	1
H8441	H1004	1
H7451	H1004	1
H4294	H7562	1
H3123	H1516	1
H6643	H5716	1
H6754	H8441	1
H7451	H1471	1
H1347	H5794	1
H4758	H2096	1
H6734	H7218	1
H6607	H6442	1
H4186	H5566	1
H4186	H7068	1
H8179	H4196	1
H8403	H7431	1
H6282	H6051	1
H6282	H7004	1
H2315	H4906	1
H6486	H5892	1
H3627	H4892	1
H1870	H5945	1
H3627	H4660	1
H4696	H0376	1
H7218	H3742	1
H4758	H3678	1
H5051	H3519	1
H6963	H3742	1
H6963	H0413	1
H2651	H0905	1
H8403	H0120	1
H5869	H0068	1
H0068	H8659	1
H6440	H8145	1
H6607	H6935	1
H1823	H3027	1
H6098	H7451	1
H4609	H7307	1
H0376	H1353	1
H3820	H8251	1
H8432	H4805	1
H4161	H1473	1
H0376	H4557	1
H2555	H3605	1
H1697	H2377	1
H3605	H7723	1
H3605	H4738	1
H2377	H7723	1
H4738	H2509	1
H7081	H3577	1
H4236	H7723	1
H4738	H3577	1
H5475	H5971	1
H3792	H1004	1
H2377	H7965	1
H3605	H0679	1
H7218	H6967	1
H3605	H6967	1
H8168	H8184	1
H5771	H1875	1
H5771	H5030	1
H6440	H2416	1
H0702	H8201	1
H0702	H7451	1
H3605	H2156	1
H6086	H2156	1
H1604	H5315	1
H6780	H7704	1
H6256	H1730	1
H6754	H2145	1
H3605	H8457	1
H1432	H1320	1
H1115	H7653	1
H4639	H0802	1
H3605	H2181	1
H3605	H6172	1
H1818	H2534	1
H1818	H7068	1
H5869	H0802	1
H3605	H4911	1
H7962	H8252	1
H3027	H6041	1
H3027	H0034	1
H3117	H1347	1
H6256	H2781	1
H6256	H1323	1
H2781	H1323	1
H6440	H3639	1
H0750	H0083	1
H7218	H3242	1
H7704	H2233	1
H8217	H6967	1
H7227	H5133	1
H6170	H4302	1
H1612	H0155	1
H3605	H2965	1
H2965	H6780	1
H6170	H6780	1
H4725	H4428	1
H3605	H4015	1
H7218	H3127	1
H4194	H4191	1
H8432	H3715	1
H8432	H0738	1
H0776	H6772	1
H4294	H0905	1
H8441	H0001	1
H2706	H0001	1
H3707	H7133	1
H4057	H5971	1
H4057	H0776	1
H4562	H1285	1
H7225	H4864	1
H3293	H7704	1
H3293	H5045	1
H3605	H3892	1
H3605	H3001	1
H7670	H4975	1
H3027	H2026	1
H2719	H1419	1
H0019	H2719	1
H7218	H5892	1
H1870	H5892	1
H0517	H1870	1
H8147	H1870	1
H6677	H2491	1
H6677	H7562	1
H2491	H7562	1
H2796	H4889	1
H2930	H8034	1
H7227	H4103	1
H0376	H7400	1
H2930	H5079	1
H6910	H3701	1
H6910	H5178	1
H6910	H1270	1
H6910	H5777	1
H6910	H0913	1
H2046	H3701	1
H3117	H2195	1
H7195	H5030	1
H1323	H0259	1
H4005	H1121	1
H3027	H0157	1
H2183	H0269	1
H6754	H3778	1
H4758	H7991	1
H4904	H1730	1
H1320	H2543	1
H2231	H5483	1
H2021	H7393	1
H2021	H1534	1
H6172	H2183	1
H6172	H2154	1
H6172	H8457	1
H1870	H0269	1
H3563	H8048	1
H3563	H8077	1
H0802	H2154	1
H4941	H8210	1
H8034	H3117	1
H3605	H5409	1
H4005	H6106	1
H4005	H6629	1
H7227	H2458	1
H4263	H5315	1
H4885	H8597	1
H4854	H5315	1
H2045	H0241	1
H5116	H1581	1
H4769	H6629	1
H3605	H7589	1
H6643	H0776	1
H7611	H2348	1
H7611	H3220	1
H1817	H5971	1
H8229	H5483	1
H6963	H1534	1
H3996	H1234	1
H4676	H5797	1
H1004	H2532	1
H6963	H3658	1
H5387	H3220	1
H3605	H3871	1
H1323	H0804	1
H0591	H3220	1
H5506	H3027	1
H7161	H8127	1
H0899	H2667	1
H5503	H3027	1
H1545	H8504	1
H1545	H7553	1
H2388	H0919	1
H6148	H4628	1
H6963	H2259	1
H2201	H2259	1
H3605	H4880	1
H8610	H4880	1
H3605	H2259	1
H2259	H3220	1
H7230	H4628	1
H4186	H0430	1
H3605	H5640	1
H3308	H2451	1
H6440	H2026	1
H4194	H6189	1
H2856	H8508	1
H3742	H4473	1
H3742	H5526	1
H4473	H5526	1
H7230	H7404	1
H5766	H7404	1
H7272	H0929	1
H6256	H1471	1
H1121	H0776	1
H1121	H1285	1
H0776	H1285	1
H3605	H5826	1
H5009	H2491	1
H3303	H6057	1
H5439	H4302	1
H3027	H0352	1
H0352	H1471	1
H0650	H0776	1
H6086	H4325	1
H8432	H0120	1
H3715	H1471	1
H6951	H7227	1
H2416	H3605	1
H0776	H6822	1
H3605	H3974	1
H3974	H0216	1
H3820	H7227	1
H6541	H0929	1
H1323	H0117	1
H8432	H2719	1
H0352	H1368	1
H2851	H1368	1
H5257	H6828	1
H3117	H6588	1
H2708	H2416	1
H0369	H5674	1
H3996	H5971	1
H7892	H5691	1
H3303	H6963	1
H8432	H6629	1
H4186	H0776	1
H3499	H4829	1
H4950	H4325	1
H4823	H7272	1
H4833	H7272	1
H3605	H2470	1
H5439	H1389	1
H1653	H1293	1
H0622	H7458	1
H6256	H0343	1
H8147	H0776	1
H3605	H5007	1
H5159	H1004	1
H1116	H5769	1
H8193	H3956	1
H1681	H5971	1
H8057	H3605	1
H7589	H5315	1
H0398	H0120	1
H7921	H1471	1
H2781	H7458	1
H6629	H6944	1
H6629	H0120	1
H6440	H1237	1
H0996	H1471	1
H8147	H4467	1
H8610	H2719	1
H0776	H6519	1
H0369	H2346	1
H3605	H3715	1
H5861	H6833	1
H4731	H3027	1
H1516	H5674	1
H0376	H8548	1
H1320	H1368	1
H1818	H5387	1
H1818	H0776	1
H7218	H8141	1
H4011	H5892	1
H4758	H5178	1
H6616	H6593	1
H7341	H1147	1
H0681	H0361	1
H0681	H8179	1
H8372	H8179	1
H6440	H8372	1
H1406	H8372	1
H0352	H2691	1
H0361	H6442	1
H5980	H0753	1
H5980	H8179	1
H6440	H8481	1
H4060	H7223	1
H8179	H1864	1
H1320	H7133	1
H3957	H7891	1
H3802	H6828	1
H3802	H6921	1
H8179	H6921	1
H1870	H6828	1
H8104	H4196	1
H0352	H0361	1
H0753	H0361	1
H7341	H0168	1
H3802	H6607	1
H0352	H6607	1
H7341	H6763	1
H4141	H1004	1
H4145	H6763	1
H4393	H7070	1
H7341	H7023	1
H1004	H6763	1
H7341	H6242	1
H7341	H4725	1
H6285	H1870	1
H7341	H7651	1
H7023	H1147	1
H7341	H6440	1
H7341	H1508	1
H0753	H1147	1
H0361	H2691	1
H7824	H6086	1
H6440	H3715	1
H7023	H1964	1
H4201	H7251	1
H5645	H6086	1
H3802	H0361	1
H6763	H1004	1
H0520	H3967	1
H6607	H6828	1
H4109	H6235	1
H4109	H0520	1
H1870	H0520	1
H1870	H0259	1
H5980	H3957	1
H0753	H3957	1
H8478	H3957	1
H7341	H1447	1
H1447	H2691	1
H6440	H1147	1
H4758	H3957	1
H6607	H3957	1
H3957	H6828	1
H3957	H1864	1
H4060	H1004	1
H4060	H6442	1
H7307	H1864	1
H1870	H6921	1
H4725	H3678	1
H4725	H3709	1
H6699	H1004	1
H4060	H4196	1
H2239	H0259	1
H1355	H4196	1
H2436	H0776	1
H6437	H6921	1
H2708	H4196	1
H4662	H1004	1
H8179	H4720	1
H1870	H0361	1
H2708	H1004	1
H3996	H1004	1
H3605	H4720	1
H4161	H4720	1
H6287	H6593	1
H4370	H6593	1
H4191	H0120	1
H3605	H1061	1
H8641	H3605	1
H3605	H2966	1
H7341	H6235	1
H7341	H0505	1
H8334	H4720	1
H6440	H0272	1
H5980	H0259	1
H1323	H6664	1
H4643	H2563	1
H6224	H2563	1
H2563	H2406	1
H2706	H8081	1
H4643	H1323	1
H4150	H1004	1
H4201	H2691	1
H4201	H6442	1
H7620	H3117	1
H7651	H2282	1
H7651	H6499	1
H7651	H0352	1
H8337	H4639	1
H4670	H8179	1
H8337	H3532	1
H8141	H1865	1
H5159	H5971	1
H8478	H2918	1
H1004	H1310	1
H2077	H5971	1
H8478	H4670	1
H8478	H1004	1
H8179	H2351	1
H4325	H4975	1
H4325	H7813	1
H1710	H1419	1
H1341	H1366	1
H0996	H0776	1
H6285	H8487	1
H7097	H6828	1
H8641	H0776	1
H1366	H3878	1
H5980	H1366	1
H5980	H3548	1
H1366	H3548	1
H3605	H0753	1
H7225	H0776	1
H5647	H5892	1
H0272	H3878	1
H3499	H7626	1
H8444	H5892	1
H0802	H2183	1
H3206	H2183	1
H4468	H1004	1
H1121	H2416	1
H0996	H7699	1
H1121	H2183	1
H5414	H3899	1
H5414	H4325	1
H5414	H6785	1
H5414	H6593	1
H5414	H8081	1
H5414	H8250	1
H5869	H0157	1
H3605	H2282	1
H3117	H1167	1
H6607	H8615	1
H0157	H7453	1
H0157	H0809	1
H0157	H6025	1
H0809	H6025	1
H3963	H8184	1
H7378	H3548	1
H8478	H0430	1
H3117	H8433	1
H5253	H1366	1
H7151	H0205	1
H2268	H3548	1
H2195	H3956	1
H4854	H4428	1
H4854	H8269	1
H7230	H8451	1
H3605	H1637	1
H1637	H1715	1
H3899	H0205	1
H3117	H7966	1
H0376	H7307	1
H4261	H0990	1
H1116	H0205	1
H1121	H5933	1
H8147	H5771	1
H2898	H6677	1
H6310	H2617	1
H6529	H3585	1
H7230	H1368	1
H2256	H0120	1
H5688	H0160	1
H7311	H5923	1
H2076	H0120	1
H5458	H3820	1
H0214	H3605	1
H0214	H3627	1
H0214	H2532	1
H3499	H1501	1
H3499	H0697	1
H3499	H3218	1
H8354	H3196	1
H8127	H0745	1
H2296	H8242	1
H7105	H7704	1
H8334	H4196	1
H5739	H1241	1
H4758	H5483	1
H6963	H4818	1
H6963	H3851	1
H6963	H0784	1
H6213	H1697	1
H3243	H7699	1
H0776	H8077	1
H8490	H6227	1
H1121	H3125	1
H2555	H1121	1
H2743	H1270	1
H7611	H6430	1
H1285	H0251	1
H6588	H1121	1
H3117	H5492	1
H7218	H1800	1
H1870	H6035	1
H1363	H0730	1
H0533	H3820	1
H5439	H0776	1
H6310	H0738	1
H8147	H3767	1
H0915	H0241	1
H6285	H4296	1
H1833	H6210	1
H1004	H7019	1
H5356	H8127	1
H2640	H3899	1
H5750	H2320	1
H0889	H4264	1
H4864	H1247	1
H1004	H1496	1
H3045	H5092	1
H3605	H3754	1
H6440	H0738	1
H8002	H4806	1
H3556	H0430	1
H5344	H7225	1
H5344	H1471	1
H7674	H2555	1
H8432	H4770	1
H4219	H3196	1
H7225	H8081	1
H4798	H5628	1
H6529	H6666	1
