# BHSA clause-level dependency (candidate #6, never built before 2026-08-15): dependent_ref depends on mother_ref via `rela`. Discourse structure, not a word-pair signal -- see build_hierarchy_relations.py.
dependent_ref	mother_ref	rela
Genesis 28:15	Genesis 28:15	RgRc
Genesis 28:15	Genesis 28:15	Adju
Genesis 28:15	Genesis 28:15	Objc
Genesis 28:17	Genesis 28:17	Coor
Genesis 28:18	Genesis 28:18	Attr
Genesis 28:20	Genesis 28:20	Adju
Genesis 28:20	Genesis 28:20	Attr
Genesis 28:20	Genesis 28:20	Spec
Genesis 28:20	Genesis 28:20	Spec
Genesis 28:22	Genesis 28:22	Attr
Genesis 28:22	Genesis 28:22	RgRc
Genesis 28:22	Genesis 28:22	Resu
Genesis 29:4	Genesis 29:4	ReVo
Genesis 29:7	Genesis 29:7	RgRc
Genesis 29:8	Genesis 29:8	Adju
Genesis 29:8	Genesis 29:8	Coor
Genesis 29:9	Genesis 29:9	Attr
Genesis 29:10	Genesis 29:10	Adju
Genesis 29:12	Genesis 29:12	Objc
Genesis 29:12	Genesis 29:12	Coor
Genesis 29:13	Genesis 29:13	Adju
Genesis 29:13	Genesis 29:13	Adju
Genesis 29:15	Genesis 29:15	Objc
Genesis 29:19	Genesis 29:19	Subj
Genesis 29:19	Genesis 29:19	Adju
Genesis 29:26	Genesis 29:26	Adju
Genesis 29:27	Genesis 29:27	Attr
Genesis 29:31	Genesis 29:31	Objc
Genesis 29:33	Genesis 29:33	Objc
Genesis 29:35	Genesis 29:35	Adju
Genesis 30:1	Genesis 30:1	Objc
Genesis 30:2	Genesis 30:2	Attr
Genesis 30:9	Genesis 30:9	Objc
Genesis 30:9	Genesis 30:9	Adju
Genesis 30:15	Genesis 30:15	Subj
Genesis 30:15	Genesis 30:15	Coor
Genesis 30:16	Genesis 30:16	Adju
Genesis 30:18	Genesis 30:18	Adju
Genesis 30:24	Genesis 30:24	Adju
Genesis 30:25	Genesis 30:25	Adju
Genesis 30:26	Genesis 30:26	Attr
Genesis 30:26	Genesis 30:26	Attr
Genesis 30:29	Genesis 30:29	Objc
Genesis 30:29	Genesis 30:29	Coor
Genesis 30:30	Genesis 30:30	Subj
Genesis 30:33	Genesis 30:33	RgRc
Genesis 30:33	Genesis 30:33	Resu
Genesis 30:35	Genesis 30:35	RgRc
Genesis 30:36	Genesis 30:36	Attr
Genesis 30:37	Genesis 30:37	Attr
Genesis 30:38	Genesis 30:38	Attr
Genesis 30:38	Genesis 30:38	Attr
Genesis 30:38	Genesis 30:38	Adju
Genesis 30:38	Genesis 30:38	Adju
Genesis 30:38	Genesis 30:38	Adju
Genesis 30:41	Genesis 30:41	RgRc
Genesis 30:41	Genesis 30:41	Adju
Genesis 30:42	Genesis 30:42	Adju
Genesis 31:1	Genesis 31:1	Adju
Genesis 31:1	Genesis 31:1	RgRc
Genesis 31:1	Genesis 31:1	Cmpl
Genesis 31:5	Genesis 31:5	Objc
Genesis 31:6	Genesis 31:6	Objc
Genesis 31:7	Genesis 31:7	Adju
Genesis 31:10	Genesis 31:10	RgRc
Genesis 31:10	Genesis 31:10	Attr
Genesis 31:12	Genesis 31:12	Attr
Genesis 31:12	Genesis 31:12	RgRc
Genesis 31:13	Genesis 31:13	Attr
Genesis 31:13	Genesis 31:13	Coor
Genesis 31:16	Genesis 31:16	Attr
Genesis 31:16	Genesis 31:16	Resu
Genesis 31:16	Genesis 31:16	Coor
Genesis 31:16	Genesis 31:16	RgRc
Genesis 31:18	Genesis 31:18	Attr
Genesis 31:18	Genesis 31:18	Attr
Genesis 31:18	Genesis 31:18	Adju
Genesis 31:19	Genesis 31:19	Adju
Genesis 31:19	Genesis 31:19	Attr
Genesis 31:20	Genesis 31:20	Objc
Genesis 31:21	Genesis 31:21	RgRc
Genesis 31:22	Genesis 31:22	Subj
Genesis 31:24	Genesis 31:24	Adju
Genesis 31:27	Genesis 31:27	Adju
Genesis 31:28	Genesis 31:28	Adju
Genesis 31:28	Genesis 31:28	Objc
Genesis 31:29	Genesis 31:29	Adju
Genesis 31:29	Genesis 31:29	Adju
Genesis 31:29	Genesis 31:29	Adju
Genesis 31:32	Genesis 31:32	Subj
Genesis 31:32	Genesis 31:32	Objc
Genesis 31:32	Genesis 31:32	Objc
Genesis 31:35	Genesis 31:35	Cmpl
Genesis 31:43	Genesis 31:43	RgRc
Genesis 31:43	Genesis 31:43	Resu
Genesis 31:43	Genesis 31:43	Resu
Genesis 31:43	Genesis 31:43	Attr
Genesis 31:49	Genesis 31:49	Attr
Genesis 31:49	Genesis 31:49	Adju
Genesis 31:51	Genesis 31:51	Attr
Genesis 31:54	Genesis 31:54	Adju
Genesis 32:3	Genesis 32:3	Adju
Genesis 32:5	Genesis 32:5	Adju
Genesis 32:6	Genesis 32:6	Adju
Genesis 32:6	Genesis 32:6	Adju
Genesis 32:7	Genesis 32:7	Adju
Genesis 32:7	Genesis 32:7	Adju
Genesis 32:8	Genesis 32:8	Attr
Genesis 32:10	Genesis 32:10	Attr
Genesis 32:11	Genesis 32:11	Attr
Genesis 32:13	Genesis 32:13	Attr
Genesis 32:14	Genesis 32:14	Cmpl
Genesis 32:18	Genesis 32:18	Adju
Genesis 32:18	Genesis 32:18	Adju
Genesis 32:19	Genesis 32:19	Attr
Genesis 32:20	Genesis 32:20	RgRc
Genesis 32:20	Genesis 32:20	Adju
Genesis 32:20	Genesis 32:20	Adju
Genesis 32:21	Genesis 32:21	Attr
Genesis 32:24	Genesis 32:24	Objc
Genesis 32:25	Genesis 32:25	Adju
Genesis 32:26	Genesis 32:26	Objc
Genesis 32:26	Genesis 32:26	Adju
Genesis 32:32	Genesis 32:32	Adju
Genesis 32:33	Genesis 32:33	Attr
Genesis 33:3	Genesis 33:3	Adju
Genesis 33:4	Genesis 33:4	Adju
Genesis 33:5	Genesis 33:5	Attr
Genesis 33:8	Genesis 33:8	Attr
Genesis 33:9	Genesis 33:9	Subj
Genesis 33:10	Genesis 33:10	Adju
Genesis 33:11	Genesis 33:11	Attr
Genesis 33:13	Genesis 33:13	Objc
Genesis 33:13	Genesis 33:13	Coor
Genesis 33:14	Genesis 33:14	Attr
Genesis 33:14	Genesis 33:14	Adju
Genesis 33:15	Genesis 33:15	Attr
Genesis 33:18	Genesis 33:18	Attr
Genesis 33:18	Genesis 33:18	Adju
Genesis 33:19	Genesis 33:19	Attr
Genesis 34:1	Genesis 34:1	Attr
Genesis 34:1	Genesis 34:1	Adju
Genesis 34:4	Genesis 34:4	Adju
Genesis 34:5	Genesis 34:5	Objc
Genesis 34:5	Genesis 34:5	Adju
Genesis 34:6	Genesis 34:6	Adju
Genesis 34:7	Genesis 34:7	Adju
Genesis 34:7	Genesis 34:7	Adju
Genesis 34:8	Genesis 34:8	Adju
Genesis 34:8	Genesis 34:8	Resu
Genesis 34:11	Genesis 34:11	Objc
Genesis 34:12	Genesis 34:12	Adju
Genesis 34:13	Genesis 34:13	Adju
Genesis 34:14	Genesis 34:14	Cmpl
Genesis 34:14	Genesis 34:14	Adju
Genesis 34:14	Genesis 34:14	Attr
Genesis 34:15	Genesis 34:15	Adju
Genesis 34:17	Genesis 34:17	Adju
Genesis 34:19	Genesis 34:19	Adju
Genesis 34:20	Genesis 34:20	Adju
Genesis 34:21	Genesis 34:21	Resu
Genesis 34:21	Genesis 34:21	Resu
Genesis 34:22	Genesis 34:22	Adju
Genesis 34:22	Genesis 34:22	Adju
Genesis 34:22	Genesis 34:22	Adju
Genesis 34:22	Genesis 34:22	Adju
Genesis 34:23	Genesis 34:23	Resu
Genesis 34:25	Genesis 34:25	Adju
Genesis 34:25	Genesis 34:25	Adju
Genesis 34:27	Genesis 34:27	Attr
Genesis 34:28	Genesis 34:28	Coor
Genesis 34:28	Genesis 34:28	Coor
Genesis 34:29	Genesis 34:29	RgRc
Genesis 34:30	Genesis 34:30	Adju
Genesis 35:1	Genesis 35:1	Attr
Genesis 35:1	Genesis 35:1	Adju
Genesis 35:2	Genesis 35:2	RgRc
Genesis 35:2	Genesis 35:2	Attr
Genesis 35:3	Genesis 35:3	Attr
Genesis 35:3	Genesis 35:3	Attr
Genesis 35:4	Genesis 35:4	Attr
Genesis 35:4	Genesis 35:4	Attr
Genesis 35:4	Genesis 35:4	Attr
Genesis 35:5	Genesis 35:5	Attr
Genesis 35:6	Genesis 35:6	Attr
Genesis 35:6	Genesis 35:6	Attr
Genesis 35:7	Genesis 35:7	Adju
Genesis 35:9	Genesis 35:9	Adju
Genesis 35:12	Genesis 35:12	Attr
Genesis 35:12	Genesis 35:12	Resu
Genesis 35:13	Genesis 35:13	Attr
Genesis 35:14	Genesis 35:14	Attr
Genesis 35:15	Genesis 35:15	Attr
Genesis 35:16	Genesis 35:16	Adju
Genesis 35:16	Genesis 35:16	Adju
Genesis 35:17	Genesis 35:17	Adju
Genesis 35:17	Genesis 35:17	Adju
Genesis 35:18	Genesis 35:18	Adju
Genesis 35:18	Genesis 35:18	Adju
Genesis 35:22	Genesis 35:22	Adju
Genesis 35:26	Genesis 35:26	Attr
Genesis 35:27	Genesis 35:27	Attr
Genesis 36:5	Genesis 36:5	Attr
Genesis 36:6	Genesis 36:6	Attr
Genesis 36:7	Genesis 36:7	Adju
Genesis 36:7	Genesis 36:7	Cmpl
Genesis 36:8	Genesis 36:8	Resu
Genesis 36:16	Genesis 36:15	Coor
Genesis 36:24	Genesis 36:24	Attr
Genesis 36:24	Genesis 36:24	Adju
Genesis 36:30	Genesis 36:29	Coor
Genesis 36:31	Genesis 36:31	Attr
Genesis 36:31	Genesis 36:31	Adju
Genesis 36:35	Genesis 36:35	Attr
Genesis 36:40	Genesis 36:40	Coor
Genesis 36:41	Genesis 36:40	Coor
Genesis 36:42	Genesis 36:41	Coor
Genesis 36:43	Genesis 36:42	Coor
Genesis 37:4	Genesis 37:4	Objc
Genesis 37:4	Genesis 37:4	Objc
Genesis 37:5	Genesis 37:5	Objc
Genesis 37:6	Genesis 37:6	Attr
Genesis 37:8	Genesis 37:8	Objc
Genesis 37:10	Genesis 37:10	Attr
Genesis 37:10	Genesis 37:10	Adju
Genesis 37:12	Genesis 37:12	Adju
Genesis 37:15	Genesis 37:15	Adju
Genesis 37:16	Genesis 37:16	Objc
Genesis 37:17	Genesis 37:17	Objc
Genesis 37:18	Genesis 37:18	Adju
Genesis 37:19	Genesis 37:19	Adju
Genesis 37:20	Genesis 37:20	Objc
Genesis 37:22	Genesis 37:22	Attr
Genesis 37:22	Genesis 37:22	Adju
Genesis 37:22	Genesis 37:22	Adju
Genesis 37:23	Genesis 37:23	Adju
Genesis 37:23	Genesis 37:23	Attr
Genesis 37:25	Genesis 37:25	Adju
Genesis 37:25	Genesis 37:25	Attr
Genesis 37:25	Genesis 37:25	Adju
Genesis 37:28	Genesis 37:28	Attr
Genesis 37:30	Genesis 37:30	Resu
Genesis 37:30	Genesis 37:30	Resu
Genesis 37:32	Genesis 37:32	Objc
Genesis 37:35	Genesis 37:35	Adju
Genesis 37:35	Genesis 37:35	Adju
Genesis 38:5	Genesis 38:5	Adju
Genesis 38:9	Genesis 38:9	Objc
Genesis 38:9	Genesis 38:9	Adju
Genesis 38:10	Genesis 38:10	Subj
Genesis 38:13	Genesis 38:13	Adju
Genesis 38:13	Genesis 38:13	Adju
Genesis 38:14	Genesis 38:14	Attr
Genesis 38:14	Genesis 38:14	Objc
Genesis 38:14	Genesis 38:14	Coor
Genesis 38:16	Genesis 38:16	Objc
Genesis 38:17	Genesis 38:17	Adju
Genesis 38:18	Genesis 38:18	Attr
Genesis 38:18	Genesis 38:18	Attr
Genesis 38:20	Genesis 38:20	Adju
Genesis 38:21	Genesis 38:21	Adju
Genesis 38:24	Genesis 38:24	Adju
Genesis 38:25	Genesis 38:25	Adju
Genesis 38:25	Genesis 38:25	Attr
Genesis 38:25	Genesis 38:25	Objc
Genesis 38:26	Genesis 38:26	Adju
Genesis 38:27	Genesis 38:27	Adju
Genesis 38:28	Genesis 38:28	Adju
Genesis 38:28	Genesis 38:28	Adju
Genesis 38:29	Genesis 38:29	Adju
Genesis 38:30	Genesis 38:30	Attr
Genesis 39:1	Genesis 39:1	Attr
Genesis 39:3	Genesis 39:3	Objc
Genesis 39:3	Genesis 39:3	Coor
Genesis 39:3	Genesis 39:3	RgRc
Genesis 39:4	Genesis 39:4	RgRc
Genesis 39:5	Genesis 39:5	Adju
Genesis 39:5	Genesis 39:5	RgRc
Genesis 39:5	Genesis 39:5	RgRc
Genesis 39:6	Genesis 39:6	RgRc
Genesis 39:6	Genesis 39:6	Attr
Genesis 39:8	Genesis 39:8	Objc
Genesis 39:8	Genesis 39:8	RgRc
Genesis 39:9	Genesis 39:9	Adju
Genesis 39:10	Genesis 39:10	Adju
Genesis 39:10	Genesis 39:10	Adju
Genesis 39:10	Genesis 39:10	Adju
Genesis 39:11	Genesis 39:11	Adju
Genesis 39:12	Genesis 39:12	Adju
Genesis 39:13	Genesis 39:13	Adju
Genesis 39:13	Genesis 39:13	Objc
Genesis 39:13	Genesis 39:13	Coor
Genesis 39:14	Genesis 39:14	Adju
Genesis 39:14	Genesis 39:14	Adju
Genesis 39:14	Genesis 39:14	Adju
Genesis 39:15	Genesis 39:15	Adju
Genesis 39:15	Genesis 39:15	Objc
Genesis 39:15	Genesis 39:15	Coor
Genesis 39:16	Genesis 39:16	Adju
Genesis 39:17	Genesis 39:17	Adju
Genesis 39:17	Genesis 39:17	Attr
Genesis 39:17	Genesis 39:17	Adju
Genesis 39:18	Genesis 39:18	Adju
Genesis 39:18	Genesis 39:18	Coor
Genesis 39:19	Genesis 39:19	Adju
Genesis 39:19	Genesis 39:19	Attr
Genesis 39:19	Genesis 39:19	Adju
Genesis 39:20	Genesis 39:20	RgRc
Genesis 39:22	Genesis 39:22	Attr
Genesis 39:22	Genesis 39:22	RgRc
Genesis 39:23	Genesis 39:23	Adju
Genesis 39:23	Genesis 39:23	Objc
Genesis 40:3	Genesis 40:3	RgRc
Genesis 40:5	Genesis 40:5	Attr
Genesis 40:5	Genesis 40:5	Attr
Genesis 40:7	Genesis 40:7	Attr
Genesis 40:7	Genesis 40:7	Adju
Genesis 40:9	Genesis 40:9	Resu
Genesis 40:10	Genesis 40:9	Coor
Genesis 40:10	Genesis 40:10	Resu
Genesis 40:12	Genesis 40:12	Resu
Genesis 40:13	Genesis 40:13	Attr
Genesis 40:14	Genesis 40:14	Adju
Genesis 40:16	Genesis 40:16	Objc
Genesis 40:16	Genesis 40:16	Resu
Genesis 40:16	Genesis 40:16	Resu
Genesis 40:18	Genesis 40:18	Resu
Genesis 40:20	Genesis 40:20	RgRc
Genesis 40:22	Genesis 40:21	Adju
Genesis 41:8	Genesis 41:8	Subj
Genesis 41:9	Genesis 41:9	Adju
Genesis 41:11	Genesis 41:11	Adju
Genesis 41:13	Genesis 41:13	Adju
Genesis 41:15	Genesis 41:15	Adju
Genesis 41:15	Genesis 41:15	Adju
Genesis 41:16	Genesis 41:16	Adju
Genesis 41:17	Genesis 41:17	Resu
Genesis 41:21	Genesis 41:21	Subj
Genesis 41:21	Genesis 41:21	Adju
Genesis 41:24	Genesis 41:24	Subj
Genesis 41:25	Genesis 41:25	Resu
Genesis 41:25	Genesis 41:25	Objc
Genesis 41:26	Genesis 41:26	Resu
Genesis 41:26	Genesis 41:26	Resu
Genesis 41:27	Genesis 41:27	Attr
Genesis 41:27	Genesis 41:27	Resu
Genesis 41:28	Genesis 41:28	Attr
Genesis 41:28	Genesis 41:28	Objc
Genesis 41:29	Genesis 41:29	Attr
Genesis 41:32	Genesis 41:32	Adju
Genesis 41:36	Genesis 41:36	Attr
Genesis 41:38	Genesis 41:38	Attr
Genesis 41:39	Genesis 41:39	Adju
Genesis 41:43	Genesis 41:43	Attr
Genesis 41:46	Genesis 41:46	Adju
Genesis 41:48	Genesis 41:48	Attr
Genesis 41:48	Genesis 41:48	Attr
Genesis 41:49	Genesis 41:49	Cmpl
Genesis 41:49	Genesis 41:49	Adju
Genesis 41:49	Genesis 41:49	Adju
Genesis 41:50	Genesis 41:50	Adju
Genesis 41:50	Genesis 41:50	Attr
Genesis 41:53	Genesis 41:53	Attr
Genesis 41:54	Genesis 41:54	Adju
Genesis 41:54	Genesis 41:54	Adju
Genesis 41:55	Genesis 41:55	Objc
Genesis 41:56	Genesis 41:56	RgRc
Genesis 41:57	Genesis 41:57	Adju
Genesis 42:1	Genesis 42:1	Objc
Genesis 42:2	Genesis 42:2	Objc
Genesis 42:3	Genesis 42:3	Adju
Genesis 42:5	Genesis 42:5	Adju
Genesis 42:5	Genesis 42:5	RgRc
Genesis 42:6	Genesis 42:6	Resu
Genesis 42:6	Genesis 42:6	Coor
Genesis 42:6	Genesis 42:6	PreC
Genesis 42:6	Genesis 42:6	Adju
Genesis 42:7	Genesis 42:7	Adju
Genesis 42:9	Genesis 42:9	Attr
Genesis 42:9	Genesis 42:9	Adju
Genesis 42:10	Genesis 42:10	Adju
Genesis 42:11	Genesis 42:11	Resu
Genesis 42:11	Genesis 42:11	Coor
Genesis 42:12	Genesis 42:12	Adju
Genesis 42:13	Genesis 42:13	Coor
Genesis 42:13	Genesis 42:13	Resu
Genesis 42:14	Genesis 42:14	PreC
Genesis 42:14	Genesis 42:14	Adju
Genesis 42:15	Genesis 42:15	Adju
Genesis 42:21	Genesis 42:21	Adju
Genesis 42:21	Genesis 42:21	Attr
Genesis 42:21	Genesis 42:21	Adju
Genesis 42:21	Genesis 42:21	Coor
Genesis 42:22	Genesis 42:22	Adju
Genesis 42:22	Genesis 42:22	Adju
Genesis 42:22	Genesis 42:22	Resu
Genesis 42:23	Genesis 42:23	Objc
Genesis 42:25	Genesis 42:25	Coor
Genesis 42:25	Genesis 42:25	Adju
Genesis 42:25	Genesis 42:25	Coor
Genesis 42:27	Genesis 42:27	Adju
Genesis 42:28	Genesis 42:28	Adju
Genesis 42:28	Genesis 42:28	Adju
Genesis 42:29	Genesis 42:29	RgRc
Genesis 42:29	Genesis 42:29	Adju
Genesis 42:30	Genesis 42:30	Cmpl
Genesis 42:32	Genesis 42:32	Coor
Genesis 42:32	Genesis 42:32	Coor
Genesis 42:32	Genesis 42:32	Resu
Genesis 42:33	Genesis 42:33	Objc
Genesis 42:34	Genesis 42:34	Objc
Genesis 42:34	Genesis 42:34	Coor
Genesis 42:36	Genesis 42:36	Resu
Genesis 42:36	Genesis 42:36	Resu
Genesis 42:37	Genesis 42:37	Adju
Genesis 42:38	Genesis 42:38	Attr
Genesis 43:2	Genesis 43:2	Adju
Genesis 43:2	Genesis 43:2	Adju
Genesis 43:2	Genesis 43:2	Attr
Genesis 43:3	Genesis 43:3	Adju
Genesis 43:3	Genesis 43:3	Adju
Genesis 43:6	Genesis 43:6	Adju
Genesis 43:6	Genesis 43:6	Objc
Genesis 43:7	Genesis 43:7	Adju
Genesis 43:7	Genesis 43:7	Objc
Genesis 43:12	Genesis 43:12	Attr
Genesis 43:14	Genesis 43:14	Adju
Genesis 43:14	Genesis 43:14	Resu
Genesis 43:16	Genesis 43:16	Cmpl
Genesis 43:17	Genesis 43:17	Adju
Genesis 43:18	Genesis 43:18	Attr
Genesis 43:18	Genesis 43:18	Adju
Genesis 43:18	Genesis 43:18	Coor
Genesis 43:18	Genesis 43:18	Coor
Genesis 43:19	Genesis 43:19	Attr
Genesis 43:20	Genesis 43:20	ReVo
Genesis 43:20	Genesis 43:20	Adju
Genesis 43:21	Genesis 43:21	Adju
Genesis 43:21	Genesis 43:21	Coor
Genesis 43:22	Genesis 43:22	Adju
Genesis 43:22	Genesis 43:22	Objc
Genesis 43:25	Genesis 43:25	Adju
Genesis 43:25	Genesis 43:25	Objc
Genesis 43:26	Genesis 43:26	Attr
Genesis 43:27	Genesis 43:27	Attr
Genesis 43:29	Genesis 43:29	Attr
Genesis 43:30	Genesis 43:30	Adju
Genesis 43:32	Genesis 43:32	Attr
Genesis 43:32	Genesis 43:32	Cmpl
Genesis 43:33	Genesis 43:33	Adju
Genesis 44:1	Genesis 44:1	Objc
Genesis 44:1	Genesis 44:1	Adju
Genesis 44:1	Genesis 44:1	Adju
Genesis 44:1	Genesis 44:1	Objc
Genesis 44:2	Genesis 44:2	Attr
Genesis 44:4	Genesis 44:4	Cmpl
Genesis 44:5	Genesis 44:5	Attr
Genesis 44:5	Genesis 44:5	Objc
Genesis 44:7	Genesis 44:7	Cmpl
Genesis 44:8	Genesis 44:8	Attr
Genesis 44:9	Genesis 44:9	Resu
Genesis 44:9	Genesis 44:9	Coor
Genesis 44:10	Genesis 44:10	Resu
Genesis 44:10	Genesis 44:10	Subj
Genesis 44:11	Genesis 44:11	Adju
Genesis 44:11	Genesis 44:11	Adju
Genesis 44:13	Genesis 44:13	Adju
Genesis 44:14	Genesis 44:14	Resu
Genesis 44:15	Genesis 44:15	Attr
Genesis 44:15	Genesis 44:15	Objc
Genesis 44:15	Genesis 44:15	Attr
Genesis 44:16	Genesis 44:16	Coor
Genesis 44:17	Genesis 44:17	Cmpl
Genesis 44:17	Genesis 44:17	Attr
Genesis 44:17	Genesis 44:17	Resu
Genesis 44:17	Genesis 44:17	Coor
Genesis 44:19	Genesis 44:19	Adju
Genesis 44:22	Genesis 44:22	Cmpl
Genesis 44:23	Genesis 44:23	Adju
Genesis 44:24	Genesis 44:24	Subj
Genesis 44:26	Genesis 44:26	Cmpl
Genesis 44:26	Genesis 44:26	Cmpl
Genesis 44:26	Genesis 44:26	Resu
Genesis 44:27	Genesis 44:27	Objc
Genesis 44:30	Genesis 44:30	Adju
Genesis 44:30	Genesis 44:30	Resu
Genesis 44:31	Genesis 44:31	Adju
Genesis 44:31	Genesis 44:31	Objc
Genesis 44:32	Genesis 44:32	Adju
Genesis 44:34	Genesis 44:34	Resu
Genesis 44:34	Genesis 44:34	Attr
Genesis 45:1	Genesis 45:1	Adju
Genesis 45:1	Genesis 45:1	RgRc
Genesis 45:1	Genesis 45:1	Adju
Genesis 45:3	Genesis 45:3	Cmpl
Genesis 45:4	Genesis 45:4	Attr
Genesis 45:6	Genesis 45:6	Attr
Genesis 45:7	Genesis 45:7	Adju
Genesis 45:7	Genesis 45:7	Coor
Genesis 45:10	Genesis 45:10	RgRc
Genesis 45:11	Genesis 45:11	RgRc
Genesis 45:12	Genesis 45:12	Objc
Genesis 45:12	Genesis 45:12	Subj
Genesis 45:13	Genesis 45:13	RgRc
Genesis 45:16	Genesis 45:16	Adju
Genesis 45:20	Genesis 45:20	Resu
Genesis 45:23	Genesis 45:23	Attr
Genesis 45:23	Genesis 45:23	Attr
Genesis 45:26	Genesis 45:26	Adju
Genesis 45:27	Genesis 45:27	Attr
Genesis 45:27	Genesis 45:27	Attr
Genesis 45:27	Genesis 45:27	Adju
Genesis 46:1	Genesis 46:1	RgRc
Genesis 46:3	Genesis 46:3	Adju
Genesis 46:5	Genesis 46:5	Attr
Genesis 46:5	Genesis 46:5	Adju
Genesis 46:6	Genesis 46:6	Attr
Genesis 46:8	Genesis 46:8	Attr
Genesis 46:15	Genesis 46:15	Attr
Genesis 46:18	Genesis 46:18	Attr
Genesis 46:20	Genesis 46:20	Subj
Genesis 46:20	Genesis 46:20	Spec
Genesis 46:22	Genesis 46:22	Attr
Genesis 46:25	Genesis 46:25	Attr
Genesis 46:26	Genesis 46:26	Attr
Genesis 46:26	Genesis 46:26	Attr
Genesis 46:26	Genesis 46:26	Resu
Genesis 46:27	Genesis 46:27	Attr
Genesis 46:27	Genesis 46:27	Attr
Genesis 46:28	Genesis 46:28	Adju
Genesis 46:29	Genesis 46:29	Adju
Genesis 46:30	Genesis 46:30	Adju
Genesis 46:31	Genesis 46:31	Attr
Genesis 46:32	Genesis 46:32	RgRc
Genesis 46:34	Genesis 46:34	RgRc
Genesis 47:1	Genesis 47:1	RgRc
Genesis 47:4	Genesis 47:4	Adju
Genesis 47:4	Genesis 47:4	Attr
Genesis 47:5	Genesis 47:5	Adju
Genesis 47:6	Genesis 47:6	Resu
Genesis 47:6	Genesis 47:6	Coor
Genesis 47:6	Genesis 47:6	Adju
Genesis 47:11	Genesis 47:11	Adju
Genesis 47:14	Genesis 47:14	Attr
Genesis 47:14	Genesis 47:14	Attr
Genesis 47:15	Genesis 47:15	Adju
Genesis 47:21	Genesis 47:21	Resu
Genesis 47:22	Genesis 47:22	Attr
Genesis 47:24	Genesis 47:24	Coor
Genesis 47:24	Genesis 47:24	Coor
Genesis 47:29	Genesis 47:29	Adju
Genesis 48:5	Genesis 48:5	Attr
Genesis 48:5	Genesis 48:5	Adju
Genesis 48:5	Genesis 48:5	Resu
Genesis 48:6	Genesis 48:6	Attr
Genesis 48:7	Genesis 48:7	Adju
Genesis 48:7	Genesis 48:7	Resu
Genesis 48:7	Genesis 48:7	Spec
Genesis 48:9	Genesis 48:9	Attr
Genesis 48:10	Genesis 48:10	Cmpl
Genesis 48:11	Genesis 48:11	Objc
Genesis 48:15	Genesis 48:15	Attr
Genesis 48:15	Genesis 48:15	Coor
Genesis 48:15	Genesis 48:15	Attr
Genesis 48:16	Genesis 48:16	Attr
Genesis 48:17	Genesis 48:17	Objc
Genesis 48:17	Genesis 48:17	Adju
Genesis 48:20	Genesis 48:20	Adju
Genesis 48:20	Genesis 48:20	Adju
Genesis 48:22	Genesis 48:22	Attr
Genesis 49:1	Genesis 49:1	Objc
Genesis 49:3	Genesis 49:3	ReVo
Genesis 49:3	Genesis 49:3	Coor
Genesis 49:3	Genesis 49:3	Coor
Genesis 49:4	Genesis 49:3	Attr
Genesis 49:7	Genesis 49:7	Cmpl
Genesis 49:7	Genesis 49:7	Cmpl
Genesis 49:8	Genesis 49:8	ReVo
Genesis 49:8	Genesis 49:8	Resu
Genesis 49:10	Genesis 49:10	Adju
Genesis 49:10	Genesis 49:10	Coor
Genesis 49:11	Genesis 49:10	Attr
Genesis 49:13	Genesis 49:13	Resu
Genesis 49:14	Genesis 49:14	Attr
Genesis 49:15	Genesis 49:15	Objc
Genesis 49:15	Genesis 49:15	Objc
Genesis 49:15	Genesis 49:15	Adju
Genesis 49:17	Genesis 49:17	Coor
Genesis 49:17	Genesis 49:17	Attr
Genesis 49:17	Genesis 49:17	Coor
Genesis 49:19	Genesis 49:19	Resu
Genesis 49:19	Genesis 49:19	Coor
Genesis 49:20	Genesis 49:20	Resu
Genesis 49:20	Genesis 49:20	Coor
Genesis 49:21	Genesis 49:21	Attr
Genesis 49:22	Genesis 49:22	Coor
Genesis 49:22	Genesis 49:22	Resu
Genesis 49:23	Genesis 49:23	Coor
Genesis 49:25	Genesis 49:25	Attr
Genesis 49:28	Genesis 49:28	PreC
Genesis 49:28	Genesis 49:28	Coor
Genesis 49:28	Genesis 49:28	Adju
Genesis 49:28	Genesis 49:28	Attr
Genesis 49:29	Genesis 49:29	Attr
Genesis 49:30	Genesis 49:30	Attr
Genesis 49:30	Genesis 49:30	Attr
Genesis 49:30	Genesis 49:30	Attr
Genesis 49:31	Genesis 49:30	Resu
Genesis 49:32	Genesis 49:32	Attr
Genesis 49:33	Genesis 49:33	Adju
Genesis 50:2	Genesis 50:2	Adju
Genesis 50:4	Genesis 50:4	Adju
Genesis 50:4	Genesis 50:4	Adju
Genesis 50:5	Genesis 50:5	Adju
Genesis 50:5	Genesis 50:5	Attr
Genesis 50:5	Genesis 50:5	Resu
Genesis 50:6	Genesis 50:6	Adju
Genesis 50:7	Genesis 50:7	Adju
Genesis 50:10	Genesis 50:10	Attr
Genesis 50:11	Genesis 50:11	Attr
Genesis 50:12	Genesis 50:12	Adju
Genesis 50:13	Genesis 50:13	Attr
Genesis 50:14	Genesis 50:14	RgRc
Genesis 50:14	Genesis 50:14	Adju
Genesis 50:14	Genesis 50:14	Adju
Genesis 50:15	Genesis 50:15	Objc
Genesis 50:15	Genesis 50:15	Attr
Genesis 50:16	Genesis 50:16	Adju
