# Louvain communities over the semantic_neighbors graph (BEREL+sense-split, xling-free clustering input). Canonical config: high+LLM-prior tiers, resolution=5.0 (median cluster size 23, ~45% same-domain agreement vs SDBH yardstick). NOT LLM-labeled yet — cluster_id is arbitrary, not a domain name. CC0 lineage. See build_domain_clusters.py.
lexeme	strong	cluster_id	cluster_size
hbo:8210#2	H8210	461	29
hbo:8210#_nosense	H8210	461	29
hbo:8211	H8211	461	29
hbo:8212	H8212	461	29
hbo:8414#1	H8414	461	29
hbo:8417	H8417	461	29
hbo:3533#1	H3533	462	19
hbo:3534	H3534	462	19
hbo:3665#1	H3665	462	19
hbo:3665#2	H3665	462	19
hbo:3665#_nosense	H3665	462	19
hbo:3666	H3666	462	19
hbo:3721#1	H3721	462	19
hbo:4355#1	H4355	462	19
hbo:7807	H7807	462	19
hbo:7817#1	H7817	462	19
hbo:8213#_nosense	H8213	462	19
hbo:8214	H8214	462	19
hbo:8215	H8215	462	19
hbo:8216	H8216	462	19
hbo:8217#1	H8217	462	19
hbo:8217#2	H8217	462	19
hbo:8218	H8218	462	19
hbo:8219#1	H8219	462	19
hbo:8220	H8220	462	19
hbo:8291	H8291	463	3
hbo:8320	H8320	463	3
hbo:8321a	H8321	463	3
hbo:8288	H8288	464	2
hbo:8308	H8308	464	2
hbo:4961	H4961	465	2
hbo:8355	H8355	465	2
hbo:1890	H1890	466	23
hbo:3051#1	H3051	466	23
hbo:3051#2	H3051	466	23
hbo:3053	H3053	466	23
hbo:4976#1	H4976	466	23
hbo:4979#1	H4979	466	23
hbo:4991#1	H4991	466	23
hbo:5411#1	H5411	466	23
hbo:5414#1	H5414	466	23
hbo:5414#2	H5414	466	23
hbo:5414#_nosense	H5414	466	23
hbo:6059	H6059	466	23
hbo:7760#1	H7760	466	23
hbo:7760#2	H7760	466	23
hbo:7760#_nosense	H7760	466	23
hbo:7809	H7809	466	23
hbo:7810#1	H7810	466	23
hbo:7896#1	H7896	466	23
hbo:7896#_nosense	H7896	466	23
hbo:7897	H7897	466	23
hbo:7898#1	H7898	466	23
hbo:8356	H8356	466	23
hbo:8667	H8667	466	23
hbo:8362	H8362	467	2
hbo:8363	H8363	467	2
hbo:8373	H8373	468	2
hbo:8375	H8375	468	2
hbo:8380	H8380	469	2
hbo:8382	H8382	469	2
hbo:0656#1	H0656	470	11
hbo:4974#1	H4974	470	11
hbo:8535#1	H8535	470	11
hbo:8537#1	H8537	470	11
hbo:8537#2	H8537	470	11
hbo:8538#1	H8538	470	11
hbo:8549#1	H8549	470	11
hbo:8549#2	H8549	470	11
hbo:8552#1	H8552	470	11
hbo:8552#2	H8552	470	11
hbo:8552#_nosense	H8552	470	11
hbo:4291#1	H4291	471	8
hbo:5060#1	H5060	471	8
hbo:5060#_nosense	H5060	471	8
hbo:8619	H8619	471	8
hbo:8628#1	H8628	471	8
hbo:8628#2	H8628	471	8
hbo:8628#_nosense	H8628	471	8
hbo:8629	H8629	471	8
hbo:1369#1	H1369	472	25
hbo:1369#_nosense	H1369	472	25
hbo:1370	H1370	472	25
hbo:1376	H1376	472	25
hbo:1377#1	H1377	472	25
hbo:1400	H1400	472	25
hbo:1401	H1401	472	25
hbo:1404#1	H1404	472	25
hbo:2388#4	H2388	472	25
hbo:2390	H2390	472	25
hbo:2391	H2391	472	25
hbo:2392#1	H2392	472	25
hbo:2393#_nosense	H2393	472	25
hbo:2394#1	H2394	472	25
hbo:2631	H2631	472	25
hbo:2632	H2632	472	25
hbo:3581#1	H3581	472	25
hbo:5797#1	H5797	472	25
hbo:5797#_nosense	H5797	472	25
hbo:5807	H5807	472	25
hbo:5808	H5808	472	25
hbo:5822	H5822	472	25
hbo:8623	H8623	472	25
hbo:8630	H8630	472	25
hbo:8633	H8633	472	25
