strong	gloss	translit
H1019	Beth-gilgal	bet hag.gil.gal
H1020	Beth-jeshimoth	bet hay.shi.mot
H1021	Beth-haccherem	bet hak.ke.rem
H1022	Bethlehemite	bet hal.lach.mi
H1023	Beth-merchak	bet ham.mer.chaq
H1024	Beth-marcaboth	bet ham.mar.ka.vot
H1025	Beth-emek	bet ha.e.meq
H1026	Beth-arabah	bet ha.a.ra.vah
H1027	Beth-haram	bet ha.ram
H1028	Beth-haran	bet ha.ran
H1029	Beth-shittah	bet hash.shit.tah
H1030	Bethshemite	bet hash.shim.shi
H1031	Beth-hoglah	bet chog.lah
H1032	Beth-horon	bet cho.ron
H1033	Beth-car	bet kar
H1034	Beth-lebaoth	bet le.va.ot
H1035	Bethlehem	bet le.chem
H1036	Beth-le-aphrah	bet le.aph.rah
H1037	Beth-millo	bet mil.lo
H1038	beth-maacah	bet ma.a.khah
H1039	Beth-nimrah	bet nim.rah
H1040	Beth-eden	bet e.den
H1041	Beth-azmaveth	bet az.ma.vet
H1042	Beth-anoth	bet a.not
H1043	Beth-anath	bet a.nat
H1044	Beth-eked	bet e.qed
H1045	Beth-ashtaroth	bet ash.ta.rot
H1046	Beth-pelet	bet pe.let
H1047	Beth-peor	bet pe.or
H1048	Beth-pazzez	bet pats.tsets
H1049	Beth-zur	bet tsur
H1050	Beth-rehob	bet re.chov
H1051	Beth-rapha	bet ra.pah
H1052	Beth-shean	bet she.an
H1053	Beth-shemesh	bet she.mesh
H1054	Beth-tappuah	bet tap.pu.ach
H1055	palace	bi.tan
H1056	Baca	ba.kah
H1057	balsam	ba.kah
H1058	weep	ba.khah
H1059	bitterly	be.kheh
H1060	firstborn	be.khor
H1061	firstfruit	bik.kur
H1062	birthright	be.kho.rah
H1063	early fig	bik.ku.rah
H1064	Becorath	be.kho.rat
H1065	weeping	be.khi
H1066	Bochim	bo.khim
H1067	firstborn	be.khi.rah
H1068	weeping	be.khit
H1069	be	ba.khar
H1070	young camel	be.kher
H1071	Becher	be.kher
H1072	young camel	bikh.rah
H1073	firstfruit	bak.ku.rah
H1074	Bocheru	bo.khe.ru
H1075	Bichri	bikh.ri
H1076	Becherite	bakh.ri
H1077	not	bal
H1078	Bel	bel
H1079	mind	bal
H1080	wear out	be.la
H1081	Baladan	bal.a.dan
H1082	be cheerful	ba.lag
H1083	Bilgah	bil.gah
H1084	Bilgai	bil.gay
H1085	Bildad	bil.dad
H1086	become old	ba.lah
H1087	old	ba.leh
H1088	Balah	ba.lah
H1089	trouble	ba.lah
H1090	Bilhah	bil.hah
H1091	terror	bal.la.hah
H1092	Bilhan	bil.han
H1093	tribute	be.lo
H1094	old	be.lo
H1095	Belteshazzar	be.le.te.shats.tsar
H1096	Belteshazzar	be.le.te.shats.tsar
H1097	without	be.li
H1098	fodder	be.lil
H1099	nothing	be.li.mah
H1100	Belial	be.liy.ya.al
H1101	mix	ba.lal
H1102	hold in	ba.lam
H1103	gather	ba.las
H1104	swallow up	ba.la
H1105	swallowing	be.la
H1106	Bela	be.la
H1107	beside	bil.a.de
H1108	Belaite	bal.i
H1109	Balaam	bil.am
H1110	waste	ba.laq
H1111	Balak	ba.laq
H1112	Belshazzar	be.le.shats.tsar
H1113	Belshazzar	be.le.shats.tsar
H1114	Bilshan	bil.shan
H1115	lest	bil.ti
H1116	high place	ba.mah
H1117	Bamah	ba.mah
H1118	Bimhal	bim.hal
H1119	in	be.mo
H1120	Bamoth	ba.mot
H1121	son	ben
H1122	Ben	ben
H1123	son	ben
H1124	build	be.nah
H1125	Ben-Abinadab	ben-a.vi.na.dav
H1126	Ben-oni	ben-o.ni
H1127	Ben-Geber	ben-ge.ver
H1128	Ben-deker	ben-de.qer
H1129	build	ba.nah
H1130	Ben-hadad	ben-ha.dad
H1131	Binnui	bin.nuy
H1132	Ben-zoheth	ben-zo.chet
H1133	Ben-hur	ben-chur
H1134	Ben-hail	ben-cha.yil
H1135	Ben-hanan	ben-cha.nan
H1136	Ben-hesed	ben-che.sed
H1137	Bani	ba.ni
H1138	Bunni	bun.ni
H1139	Bene-berak	be.ne-b.raq
H1140	building	bin.yah
H1141	Benaiah	be.na.yah
H1142	Bene-jaakan	be.ne ya.a.qan
H1143	champion	be.na.yim
H1144	Benjamin	bin.ya.min
H1145	Benjaminite	ben-y.mi.ni
H1146	building	bin.yan
H1147	building	bin.yan
H1148	Beninu	be.ni.nu
H1149	be angry	be.nas
H1150	Binea	bin.a
H1151	Ben-ammi	ben-am.mi
H1152	Besodeiah	be.so.de.yah
H1153	Besai	be.say
H1154	unripe grape	be.ser
H1155	unripe grape	bo.ser
H1156	ask	be.a
H1157	about	be.ad
H1158	enquire	ba.ah
H1159	petition	ba.u
H1160	Beor	be.or
H1161	terror	bi.u.tim
H1162	Boaz	bo.az
H1163	kick	ba.at
H1164	ruins	be.i
H1165	cattle	be.ir
H1166	Married	ba.al
H1167	master	ba.al
H1168	Baal	ba.al
H1169	commander	be.el
H1170	Baal-berith	ba.al be.rit
H1171	Baal-gad	ba.al gad
H1172	mistress	ba.a.lah
H1173	Baalah	ba.a.lah
H1174	Baal-hamon	ba.al ha.mon
H1175	Bealoth	be.a.lot
H1176	Baal-zebub	ba.al ze.vuv
H1177	Baal-hanan	ba.al cha.nan
H1178	Baal-hazor	ba.al cha.tsor
H1179	Baal-hermon	ba.al cher.mon
H1180	Baal	ba.a.li
H1181	Baal-bamothite	ba.a.le ba.mot
H1182	Beeliada	be.el.ya.da
H1183	Bealiah	be.al.yah
H1184	Baale-judah	ba.a.le ye.hu.dah
H1185	Baalis	ba.a.lis
H1186	Baal-meon	ba.al me.on
H1187	Baal of Peor	ba.al pe.or
H1188	Baal-perazim	ba.al pe.ra.tsim
H1189	Baal-zephon	ba.al tse.phon
H1190	Baal-shalishah	ba.al sha.li.shah
H1191	Baalath	ba.a.lat
H1192	Baalath-beer	ba.a.lat be.er
H1193	Baal-tamar	ba.al ta.mar
H1194	Beon	be.on
H1195	Baana	ba.a.na
H1196	Baanah	ba.a.nah
H1197	burn	ba.ar
H1198	stupid	ba.ar
H1199	Baara	ba.a.ra
H1200	fire	be.e.rah
H1201	Baasha	ba.sah
H1202	Baaseiah	ba.a.se.yah
H1203	Beeshterah	be.esh.te.rah
H1204	terrify	ba.at
H1205	terror	be.a.tah
H1206	mire	bots
H1207	swamp	bits.tsah
H1208	old-growth	ba.tsor
H1209	Bezai	be.tsay
H1210	vintage	ba.tsir
H1211	onion	be.tsel
H1212	Bezalel	be.tsal.el
H1213	Bazluth	bats.lut
H1214	cut off	ba.tsa
H1215	unjust-gain	be.tsa
H1216	swell	ba.tseq
H1217	dough	ba.tseq
H1218	Bozkath	bots.qat
H1219	gather	ba.tsar
H1220	gold	be.tser
H1221	Bezer	be.tser
H1222	gold	be.tsar
H1223	enclosure	bots.rah
H1224	Bozrah	bots.rah
H1225	stronghold	bits.tsa.ron
H1226	drought	bats.tso.ret
H1227	Bakbuk	baq.buq
H1228	flask	baq.buq
H1229	Bakbukiah	baq.buq.yah
H1230	Bakbakkar	baq.baq.qar
H1231	Bukki	buq.qi
H1232	Bukkiah	buq.qiy.yah
H1233	breach	be.qi.a
H1234	break up	ba.qa
H1235	bekah	be.qa
H1236	plain	biq.a
H1237	Valley (of Jericho)	biq.ah
H1238	be luxuriant	ba.qaq
H1239	enquire	ba.qar
H1240	enquire	be.qar
H1241	cattle	ba.qar
H1242	morning	bo.qer
H1243	seeking	baq.qa.rah
H1244	scourging	biq.qo.ret
H1245	seek	ba.qash
H1246	request	baq.qa.shah
H1247	son	bar
H1248	son	bar
H1249	pure	bar
H1250	grain	bar
H1251	field	bar
H1252	cleanness	bor
H1253	lye	bor
H1254	create	ba.ra
H1255	Merodach-baladan	be.ro.dakh bal.a.dan
H1256	Beraiah	be.ra.yah
H1257	fowl	bar.bur
H1258	hail	ba.rad
H1259	hail	ba.rad
H1260	Bered	be.red
H1261	spotted	ba.rod
H1262	eat	ba.rah
H1263	Baruch	ba.rukh
H1264	rich apparel	be.rom
H1265	cypress	be.rosh
H1266	cypress	be.rot
H1267	food	ba.rut
H1268	Berothah	be.ro.tah
H1269	Birzaith	bir.zot
H1270	iron	bar.zel
H1271	Barzillai	bar.zil.lay
H1272	flee	ba.rach
H1273	Bahurite	bar.chu.mi
H1274	fat	ber.yah
H1275	Beri	be.ri
H1276	Bichrites	be.ri
H1277	fat	ba.ri
H1278	creation	be.ri.ah
H1279	food	bir.yah
H1280	bar	be.ri.ach
H1281	fleeing	ba.ri.ach
H1282	Bariah	ba.ri.ach
H1283	Beriah	be.ri.ah
H1284	Beriite	be.ri.i
H1285	covenant	be.rit
H1286	berith	be.rit
H1287	lye	bo.rit
H1288	bless	ba.rakh
H1289	bless	be.rakh
H1290	knee	be.rekh
H1291	knee	be.rekh
H1292	Barachel	ba.rakh.el
H1293	blessing	be.ra.khah
H1294	Beracah	be.ra.khah
H1295	Pool	be.re.khah
H1296	Berechiah	be.rekh.yah
H1297	nevertheless	be.ram
H1298	Bera	be.ra
H1299	flash	ba.raq
H1300	use lightning	ba.raq
H1301	Barak	ba.raq
H1302	Barkos	bar.qos
H1303	briar	bar.qan
H1304	gem	ba.re.qet
H1305	purify	ba.rar
H1306	Birsha	bir.sah
H1307	Beeroth	be.ro.ti
H1308	Besor	be.s.vor
H1309	good news	be.s.vo.rah
H1310	boil	ba.shal
H1311	cooked	ba.shel
H1312	Bishlam	bish.lam
H1313	spice	ba.sam
H1314	spice	be.sem
H1315	Basemath	bos.mat
H1316	Bashan	ba.shan
H1317	shame	bosh.nah
H1318	trample	ba.shas
H1319	bear tidings	ba.sar
H1320	flesh	ba.sar
H1321	flesh	be.shar
H1322	shame	bo.shet
H1323	daughter	bat
H1324	bath	bat
H1325	bath	bat
H1326	waste	ba.tah
H1327	precipice	bat.tah
H1328	Bethuel	be.tu.el
H1329	Bethul	be.tul
H1330	virgin	be.tu.lah
H1331	virginity	be.tu.lim
H1332	Bithiah	bit.yah
H1333	cut up	ba.taq
H1334	cut up	ba.tar
H1335	part	be.ter
H1336	cleft	be.ter
H1337	Bath-rabbim	bat rab.bim
H1338	Bithron	bit.ron
H1339	Bathsheba	bat-she.va
H1340	Bath-shua	bat-shu.a
H1341	proud	ge
H1342	rise up	ga.ah
H1343	proud	ge.eh
H1344	pride	ge.ah
H1345	Geuel	ge.u.el
H1346	pride	ga.a.vah
H1347	pride	ga.on
H1348	majesty	ge.ut
H1349	proud	ga.a.yon
H1350	redeem	ga.al
H1351	defile	ga.al
H1352	defilement	go.el
H1353	redemption	ge.ul.lah
H1354	back	gav
H1355	back	gav
H1356	cistern	gev
H1357	locust	gev
H1358	den	gov
H1359	Gob	gov
H1360	cistern	ge.ve
H1361	exult	ga.vah
H1362	high	ga.vah
H1363	height	go.vah
H1364	high	ga.vo.ah
H1365	haughtiness	gav.hut
H1366	border	ge.vul
H1367	border	ge.vu.lah
H1368	mighty man	gib.bor
H1369	might	ge.vu.rah
H1370	might	ge.vu.rah
H1371	bald	gib.be.ach
H1372	baldness	gab.ba.chat
H1373	`men`	gab.bay
H1374	Gebim	ge.vim
H1375	cup	ge.vi.a
H1376	lord	ge.vir
H1377	queen	ge.vi.rah
H1378	crystal	ga.vish
H1379	border	ga.val
H1380	Gebal	ge.val
H1381	Gebal	ge.val
H1382	Gebalite	giv.li
H1383	twists	gav.lut
H1384	humpbacked	gib.ben
H1385	cheese	ge.vi.nah
H1386	peak	gav.non
H1387	Geba	ge.va
H1388	Gibea	giv.a
H1389	Gibeath-(elohim)	giv.ah
H1390	Gibeah	giv.ah
H1391	Gibeon	giv.on
H1392	bud	giv.ol
H1393	Gibeonite	giv.o.ni
H1394	Gibeah	giv.at
H1395	Gibeathite	giv.a.ti
H1396	prevail	ga.var
H1397	great man	ga.ver
H1398	Geber	ge.ver
H1399	great man	ge.var
H1400	man	ge.var
H1401	mighty	gib.bar
H1402	Gibbar	gib.bar
H1403	Gabriel	gav.ri.el
H1404	lady	ge.ve.ret
H1405	Gibbethon	gib.b.ton
H1406	roof	gag
H1407	coriander	gad
H1408	Fortune	gad
H1409	fortune	gad
H1410	Gad	gad
H1411	treasurer	ge.da.var
H1412	Gudgodah	gud.go.dah
H1413	cut	ga.dad
H1414	chop	ge.dad
H1415	bank	ga.dah
H1416	band	ge.dud
H1417	furrow	ge.dud
H1418	furrow	ge.du.dah
H1419	great	ga.dol
H1420	greatness	ge.du.lah
H1421	reviling	gid.duph
H1422	taunt	ge.du.phah
H1423	kid	ge.di
H1424	Gadi	ga.di
H1425	Gad	ga.di
H1426	Gaddi	gad.di
H1427	Gaddiel	gad.di.el
H1428	bank	gid.yah
H1429	kid	ge.diy.yah
H1430	stack	ga.dish
H1431	magnify	ga.dal
H1432	growing	ga.del
H1433	greatness	go.del
H1434	tassel	ge.dil
H1435	Giddel	gid.del
H1436	Gedaliah	ge.dal.yah
H1437	Giddalti	gid.dal.ti
H1438	cut down	ga.da
H1439	Gideon	gid.on
H1440	Gidom	gid.om
H1441	Gideoni	gid.o.ni
H1442	blaspheme	ga.daph
H1443	wall up	ga.dar
H1444	wall	ge.der
H1445	Geder	ge.der
H1446	Gedor	ge.dor
H1447	wall	ga.der
H1448	wall	ge.de.rah
H1449	Gederah	ge.de.rah
H1450	Gederoth	ge.de.rot
H1451	Gederite	ge.de.ri
H1452	Gederathite	ge.de.ra.ti
H1453	Gederothaim	ge.de.ro.ta.yim
H1454	this	geh
H1455	cure	ga.hah
H1456	cure	ge.hah
H1457	bend (down)	ga.har
H1458	back	gav
H1459	midst	gav
H1460	back	gev
H1461	plough	guv
H1462	locust	gov
H1463	Gog	gog
H1464	raid	gud
H1465	back	ge.vah
H1466	pride	ge.vah
H1467	pride	ge.vah
H1468	cut off	guz
H1469	young bird	go.zal
H1470	Gozan	go.zan
H1471	nation	goy
H1472	body	ge.viy.yah
H1473	captivity	go.lah
H1474	Golan	go.lan
H1475	pit	gum.mats
H1476	Guni	gu.ni
H1477	Gunite	gu.ni
H1478	die	ga.va
H1479	shut	guph
H1480	body	gu.phah
H1481	sojourn	gur
H1482	whelp	gur
H1483	Gur	gur
H1484	whelp	gor
H1485	Gurbaal	gur-ba.al
H1486	allotted	go.ral
H1487	clod	gush
H1488	fleece	gez
H1489	treasurer	giz.bar
H1490	treasurer	giz.bar
H1491	cut	ga.zah
H1492	fleece	gaz.zah
H1493	Gizonite	gi.zo.ni
H1494	shear	ga.zaz
H1495	Gazez	ga.zez
H1496	cutting	ga.zit
H1497	plunder	ga.zal
H1498	robbery	ga.zel
H1499	violence	ge.zel
H1500	violence	ge.ze.lah
H1501	locust	ga.zam
H1502	Gazzam	gaz.zam
H1503	stock	ge.za
H1504	cut	ga.zar
H1505	determine	ge.zar
H1506	piece	ge.zer
H1507	Gezer	ge.zer
H1508	cutting	giz.rah
H1509	isolation	ge.ze.rah
H1510	decree	ge.ze.rah
H1511	Girzite	giz.ri
H1512	belly	ga.chon
H1513	coal	ge.chel
H1514	Gaham	ga.cham
H1515	Gahar	ga.char
H1516	Valley	gay
H1517	sinew	gid
H1518	burst	gi.ach
H1519	strive	gi.ach
H1520	Giah	gi.ach
H1521	Gihon	gi.chon
H1522	Gehazi	ge.cha.zi
H1523	rejoice	gil
H1524	rejoicing	gil
H1525	rejoicing	gi.lah
H1526	Gilonite	gi.lo.ni
H1527	Ginath	gi.nat
H1528	plaster	gir
H1529	Geshan	ge.shan
H1530	heap	gal
H1531	bowl	gol
H1532	barber	gal.lav
H1533	Gilboa	gil.bo.a
H1534	wheel	gal.gal
H1535	wheel	gal.gal
H1536	wheel	gil.gal
H1537	Gilgal	gil.gal
H1538	head	gul.go.let
H1539	skin	ge.led
H1540	Heglam	ga.lah
H1541	reveal	ge.lah
H1542	Giloh	gi.loh
H1543	bowl	gul.lah
H1544	idol	gil.lul
H1545	garment	ge.lom
H1546	captivity	ga.lut
H1547	captivity	ga.lut
H1548	shave	ga.lach
H1549	tablet	gil.la.von
H1550	turned	ga.lil
H1551	Galilee	ga.lil
H1552	border	ge.li.lah
H1553	Geliloth	ge.li.lot
H1554	Gallim	gal.lim
H1555	Goliath	gol.yat
H1556	roll	ga.lal
H1557	dung	ga.lal
H1558	because of	ga.lal
H1559	Galal	ga.lal
H1560	great	ge.lal
H1561	dung	ge.lel
H1562	Gilalai	gi.la.lay
H1563	fold	ga.lam
H1564	embryo	go.lem
H1565	solitary	gal.mud
H1566	quarrel	ga.la
H1567	Galeed	gal.ed
H1568	Gilead	gil.ad
H1569	Gileadite	gil.a.di
H1570	step down	ga.lash
H1571	also	gam
H1572	swallow	ga.ma
H1573	reed	go.me
H1574	short cubit	go.med
H1575	Gamaddim	gam.mad
H1576	recompense	ge.mul
H1577	Gamul	ga.mul
H1578	recompense	ge.mu.lah
H1579	Gimzo	gim.zo
H1580	wean	ga.mal
H1581	camel	ga.mal
H1582	Gemalli	ge.mal.li
H1583	Gamaliel	gam.li.el
H1584	cease	ga.mar
H1585	complete	ge.mar
H1586	Gomer	go.mer
H1587	Gemariah	ge.mar.yah
H1588	Garden (of Uzza)	gan
H1589	steal	ga.nav
H1590	thief	gan.nav
H1591	theft	ge.ne.vah
H1592	Genubath	ge.nu.vat
H1593	garden	gan.nah
H1594	garden	gin.nah
H1595	treasury	ge.nez
H1596	treasure	ge.naz
H1597	treasury	gin.zakh
H1598	defend	ga.nan
H1599	Ginnethon	gin.n.ton
H1600	low	ga.ah
H1601	Goah	go.ah
H1602	abhor	ga.al
H1603	Gaal	ga.al
H1604	loathing	go.al
H1605	rebuke	ga.ar
H1606	rebuke	ge.a.rah
H1607	shake	ga.ash
H1608	Gaash	ga.ash
H1609	Gatam	ga.tam
H1610	single	gaph
H1611	wing	gaph
H1612	vine	ge.phen
H1613	gopher	go.pher
H1614	brimstone	goph.rit
H1615	chalk	gir
H1616	sojourner	ger
H1617	Gera	ge.ra
H1618	scab	ga.rav
H1619	Gareb	ga.rev
H1620	berry	gar.gar
H1621	neck	gar.ge.rot
H1622	Girgashite	gir.ga.shi
H1623	scrape	ga.rad
H1624	stir up	ga.rah
H1625	cud	ge.rah
H1626	gerah	ge.rah
H1627	throat	ga.ron
H1628	Geruth	ge.rut
H1629	cut off	ga.raz
H1630	Gerizim	ge.ri.zim
H1631	axe	gar.zen
H1632	harsh	ga.rol
H1633	reserve	ga.ram
H1634	bone	ge.rem
H1635	bone	ge.rem
H1636	Garmite	gar.mi
H1637	threshing floor	go.ren
H1638	break	ga.ras
H1639	dimish	ga.ra
H1640	sweep away	ga.raph
H1641	drag	ga.rar
H1642	Gerar	ge.rar
H1643	crushed grain	ge.re.s
H1644	drive out	ga.rash
H1645	produce	ge.resh
H1646	eviction	ge.ru.shah
H1647	Gershom	ge.re.shom
H1648	Gershon	ge.re.shon
H1649	Gershonite	ge.re.shun.ni
H1650	Geshur	ge.shur
H1651	Geshurite	ge.shu.ri
H1652	rain	ga.sham
H1653	rain	ge.shem
H1654	Geshem	ge.shem
H1655	body	ge.shem
H1656	rain	go.shem
H1657	Goshen	go.shen
H1658	Gishpa	gish.pa
H1659	grope	ga.shash
H1660	wine press	gat
H1661	Gath	gat
H1662	Gath-hepher	gat-ha.che.pher
H1663	Gittite	git.ti
H1664	Gittaim	git.ta.yim
H1665	Gittith	git.tit
H1666	Gether	ge.ter
H1667	Gath-rimmon	gat-rim.mon
H1668	this	da
H1669	languish	da.av
H1670	dismay	de.a.vah
H1671	sorrow	de.a.von
H1672	be anxious	da.ag
H1673	Doeg	do.eg
H1674	anxiety	de.a.gah
H1675	fly	da.ah
H1676	kite	da.ah
H1677	bear	dov
H1678	bear	dov
H1679	strength	do.ve
H1680	glide	da.vav
H1681	slander	dib.bah
H1682	bee	de.vo.rah
H1683	Deborah	de.bo.rah
H1684	sacrifice	de.vach
H1685	sacrifice	de.vach
H1686	quano	div.yon
H1687	sanctuary	de.vir
H1688	Debir	de.vir
H1689	Riblah	div.lah
H1690	fig cake	de.ve.lah
H1691	Diblaim	div.la.yim
H1692	cleave	da.vaq
H1693	cleave	de.vaq
H1694	joint	de.veq
H1695	cleaving	da.veq
H1696	speak	da.var
H1697	word	da.var
H1698	pestilence	de.ver
H1699	pasture	do.ver
H1700	cause	div.rah
H1701	cause	div.rah
H1702	raft	do.ve.rah
H1703	word	dab.ba.rah
H1704	Dibri	div.ri
H1705	Daberath	da.ve.rat
H1706	honey	de.vash
H1707	hump	dab.be.shet
H1708	Dabbesheth	dab.be.shet
H1709	Fish (Gate)	dag
H1710	fish	da.gah
H1711	multiply	da.gah
H1712	Dagon	da.gon
H1713	look	da.gal
H1714	standard	de.gel
H1715	grain	da.gan
H1716	gather	da.gar
H1717	breast	dad
H1718	go slowly	da.dah
H1719	Dedan	de.dan
H1720	Dedanite	de.da.nim
H1721	Dodanim	do.da.nim
H1722	gold	de.hav
H1723	Dehavite	da.ha.va
H1724	astonish	da.ham
H1725	rush	da.har
H1726	rushing	da.ha.rah
H1727	pine	duv
H1728	fisher	dav.vag
H1729	fishhook	du.gah
H1730	beloved	dod
H1731	pot	dud
H1732	David	da.vid
H1733	aunt	do.dah
H1734	Dodo	do.do
H1735	Dodavahu	do.da.va.hu
H1736	mandrake	du.day
H1737	Dodai	do.day
H1738	be sick	da.vah
H1739	sick	da.veh
H1740	wash	du.ach
H1741	illness	de.vay
H1742	faint	dav.va
H1743	beat	dukh
H1744	hoopoe	du.khi.phat
H1745	silence	du.mah
H1746	Dumah	du.mah
H1747	silence	du.miy.yah
H1748	silence	du.mam
H1749	wax	do.nag
H1750	dance	duts
H1751	shatter	duq
H1752	dwell	dur
H1753	dwell	dur
H1754	circle	dur
H1755	generation	dor
H1756	Dor	dor
H1757	Dura	du.ra
H1758	tread	dush
H1759	tread	dush
H1760	thrust	da.chah
H1761	diversion	da.cha.vah
H1762	falling	de.chi
H1763	fear	de.chal
H1764	millet	do.chan
H1765	hasten	da.chaph
H1766	crowd	da.chaq
H1767	sufficiency	day
H1768	that	di
H1769	Dibon	di.von
H1770	fish	dig
H1771	fisher	day.yag
H1772	hawk	day.yah
H1773	ink	de.yo
H1774	Dizahab	di za.hav
H1775	Dibon	di.mon
H1776	Dimonah	di.mo.nah
H1777	judge	din
H1778	judge	din
H1779	judgment	din
H1780	judgment	din
H1781	judge	day.yan
H1782	judge	day.yan
H1783	Dinah	di.nah
H1784	judge	di.nay
H1785	siegework	da.yeq
H1786	threshing	da.yish
H1787	Dishon	di.shon
H1788	ibex	di.shon
H1789	Dishan	di.shan
H1790	crushed	dakh
H1791	this	dekh
H1792	crush	da.kah
H1793	contrite	dak.ka
H1794	crush	da.khah
H1795	crushing	dak.kah
H1796	pounding	do.khi
H1797	this	dik.ken
H1798	ram	de.khar
H1799	record	dikh.ron
H1800	poor	dal
H1801	leap	da.lag
H1802	draw (up	da.lah
H1803	hair	dal.lah
H1804	trouble	da.lach
H1805	bucket	de.li
H1806	Delaiah	de.la.yah
H1807	Delilah	de.li.lah
H1808	branch	da.liy.yah
H1809	languish	da.lal
H1810	Dilean	dil.an
H1811	drip	da.laph
H1812	dripping	de.leph
H1813	Dalphon	dal.phon
H1814	burn	da.laq
H1815	burn	de.laq
H1816	inflammation	dal.le.qet
H1817	door	dal
H1818	blood	dam
H1819	resemble	da.mah
H1820	cease	da.mah
H1821	be like	de.mah
H1822	destroyed	dum.mah
H1823	likeness	de.mut
H1824	quiet	de.mi
H1825	likeness	dim.yon
H1826	silence	da.mam
H1827	silence	de.ma.mah
H1828	dung	do.men
H1829	Dimnah	dim.nah
H1830	weep	da.ma
H1831	juice	de.ma
H1832	tears	dim.ah
H1833	silk	de.me.sheq
H1834	Damascus	dam.me.seq
H1835	Dan	dan
H1836	this	de.nah
H1837	Dannah	dan.nah
H1838	Dinhabah	din.ha.vah
H1839	Danite	da.ni
H1840	Daniel	da.niy.yel
H1841	Daniel	da.niy.yel
H1842	Jaan	dan ya.an
H1843	knowledge	de.a
H1844	knowledge	de.ah
H1845	Deuel	de.u.el
H1846	put out	da.akh
H1847	knowledge	da.at
H1848	slander	do.phi
H1849	beat	da.phaq
H1850	Dophkah	doph.qah
H1851	thin	daq
H1852	curtain	doq
H1853	Diklah	diq.lah
H1854	crush	da.qaq
H1855	break up	de.qaq
H1856	pierce	da.qar
H1857	Dekar	de.qer
H1858	mother-of-pearl	dar
H1859	generation	dar
H1860	abhorrence	de.ra.on
H1861	goad	dor.von
H1862	Darda	dar.da
H1863	thistle	dar.dar
H1864	south	da.rom
H1865	liberty	de.ror
H1866	swallow	de.ror
H1867	Darius	dar.ya.vesh
H1868	Darius	dar.ya.vesh
H1869	tread	da.rakh
H1870	way	de.rekh
H1871	drachma	dar.ke.mon
H1872	arm	de.ra
H1873	Dara	da.ra
H1874	Darkon	dar.qon
H1875	seek	da.rash
H1876	sprout	da.sah
H1877	grass	de.she
H1878	prosper	da.shen
H1879	fat	da.shen
H1880	ashes	de.shen
H1881	law	dat
H1882	law	dat
H1883	grass	de.te
H1884	judge	de.ta.var
H1885	Dathan	da.tan
H1886	Dothan	do.tan
H1887	behold	he
H1888	behold	ha
H1889	Aha!	he.ach
H1890	gift	hav.hav
H1891	become vain	ha.val
H1892	vanity	he.vel
H1893	Abel	he.vel
H1894	ebony	ho.ven
H1895	divide	ha.var
H1896	Hegai	he.ge
H1897	mutter	ha.gah
H1898	remove	ha.gah
H1899	moaning	he.geh
H1900	meditation	ha.gut
H1901	meditation	ha.gig
H1902	Higgaion	hig.ga.von
H1903	suitable	ha.gin
H1904	Hagar	ha.gar
H1905	Hagri	hag.ri
H1906	shout	hed
H1907	counselor	had.da.var
H1908	Hadad	ha.dad
H1909	Hadadezer	ha.dad.e.zer
H1910	Hadad-rimmon	ha.dad.rim.mon
H1911	stretch out	ha.dah
H1912	India	ho.du
H1913	Hadoram	ha.do.ram
H1914	Hiddai	hid.day
H1915	tread down	ha.dakh
H1916	footstool	ha.dom
H1917	piece	had.dam
H1918	myrtle	ha.das
H1919	Hadassah	ha.das.sah
H1920	thrust	ha.daph
H1921	honor	ha.dar
H1922	honor	ha.dar
H1923	honor	ha.dar
H1924	Hadar	ha.dar
H1925	glory	he.der
H1926	glory	ha.dar
H1927	adornment	ha.da.rah
H1928	Hadarezer	ha.dar.e.zer
H1929	alas!	hah
H1930	Ah!	ho
H1931	he	hu
H1932	he	hu
H1933	fall	ha.va
H1934	be	ha.va
H1935	splendor	hod
H1936	Hod	hod
H1937	Hodevah	ho.de.vah
H1938	Hodaviah	ho.dav.yah
H1939	Hodaiah	ho.day.va.hu
H1940	Hodiah	ho.diy.yah
H1941	Hodiah	ho.diy.yah
H1942	desire	hav.vah
H1943	misfortune	ho.vah
H1944	Hoham	ho.ham
H1945	woe!	hoy
H1946	go	hukh
H1947	madness	ho.le.lah
H1948	madness	ho.le.lut
H1949	make noise	hum
H1950	Hemam	ho.mam
H1951	be ready	hun
H1952	substance	hon
H1953	Hoshama	ho.sha.ma
H1954	Hoshea	ho.she.a
H1955	Hoshaiah	ho.sha.yah
H1956	Hothir	ho.tir
H1957	dream	ha.zah
H1958	woe	hi
H1959	shout	he.dad
H1960	praise	huy.y.dah
H1961	be	ha.yah
H1962	calamity	hay.yah
H1963	how?	hekh
H1964	temple	he.khal
H1965	temple	he.khal
H1966	Day Star	he.lel
H1967	Hemam	he.mam
H1968	Heman	he.man
H1969	hin	hin
H1970	wrong	ha.khar
H1971	look	hak.ka.rah
H1972	cast far off	ha.la
H1973	further	ha.le.ah
H1974	praise	hil.lul
H1975	this	hal.laz
H1976	this	hal.la.zeh
H1977	this	hal.le.zu
H1978	step	ha.likh
H1979	walk	ha.li.khah
H1980	go	ha.lakh
H1981	go	ha.lakh
H1982	traveller	he.lekh
H1983	toll	ha.lakh
H1984	shine	ha.lal
