# OT-in-NT quotations via LXX Strong's overlap (IDF-weighted); shoresh lxx.build_quotations
# ot_ref is Masoretic/English numbering; vrs=lxx? marks a boundary Psalm left in LXX numbering (needs V1 verse-map)
nt_ref	ot_ref	confidence	vrs	n_shared	score	shared_strongs
EPH 4:10	DEU 28:43	high	mt	3	0.48	G0305,1510,2597
EPH 4:15	GEN 20:16	med	mt	3	0.312	G0226,1510,3956
EPH 4:15	1SA 26:16	med	mt	3	0.306	G1510,2776,5547
EPH 4:21	PSA 25:5	med	mt	3	0.424	G0225,1321,1510
EPH 4:24	JER 38:22	med	mt	3	0.35	G0444,2537,2936
EPH 4:28	PSA 16:2	high	mt	3	0.464	G0018,2192,5532
EPH 4:29	2SA 15:3	med	mt	3	0.365	G0018,0191,3056
EPH 4:30	1ES 9:52	med	mt	3	0.409	G0040,2250,3076
EPH 4:30	DAN 4:34	med	mt	3	0.32	G0040,0629,2316
EPH 4:30	1ES 9:53	med	mt	3	0.302	G0040,2250,3076
EPH 5:2	NUM 29:11	med	mt	3	0.447	G2175,2378,3744
EPH 5:2	NUM 29:6	med	mt	3	0.389	G2175,2378,3744
EPH 5:2	NUM 28:8	med	mt	3	0.37	G2175,2378,3744
EPH 5:6	PSA 56:8	med	mt	3	0.361	G2316,3367,3709
EPH 5:8	AMO 5:18	high	mt	4	0.53	G1510,2962,4655,5457
EPH 5:8	ISA 59:9	high	mt	3	0.474	G4043,4655,5457
EPH 5:8	EZK 32:8	high	mt	3	0.455	G2962,4655,5457
EPH 5:9	WIS 5:6	med	mt	3	0.426	G0225,1343,5457
EPH 5:13	PSA 50:8	med	mt	3	0.346	G1510,1651,3956
EPH 5:14	GEN 23:3	med	mt	3	0.374	G0450,3004,3498
EPH 5:14	ODA 5:19	med	mt	3	0.319	G0450,1453,3498
EPH 5:14	ISA 26:19	med	mt	3	0.319	G0450,1453,3498
EPH 5:16	DAN 2:8	high	mt	3	0.605	G1510,1805,2540
EPH 5:16	SIR 39:34	high	mt	3	0.474	G1510,2540,4190
EPH 5:16	AMO 5:13	med	mt	3	0.301	G1510,2540,4190
EPH 5:17	JER 9:23	high	mt	3	0.485	G2307,2962,4920
EPH 5:19	PSA 67:1	high	mt	3	0.647	G5215,5568,5603
EPH 5:19	PSA 144:9	high	mt	3	0.61	G0103,5567,5603
EPH 5:19	PSA 76:1	high	mt	3	0.567	G5215,5568,5603
EPH 5:20	JDT 8:25	high	mt	5	0.618	G2168,2316,2962,3956,3962
EPH 5:20	JOS 6:27	med	mt	4	0.443	G2424,2962,3686,3956
EPH 5:23	1SA 26:16	med	mt	3	0.344	G1510,2776,5547
EPH 5:26	DEU 32:51	med	mt	3	0.328	G0037,4487,5204
EPH 5:31	GEN 2:24	high	mt	9	1.0	G0444,1135,1510,1520,2641,3384,3962,4347,4561
EPH 5:31	EZK 23:2	high	mt	5	0.507	G0444,1135,1510,1520,3384
EPH 5:31	4MA 16:5	med	mt	3	0.432	G1135,1510,3384
EPH 5:32	1KI 8:55	med	mt	3	0.41	G1577,3004,3173
EPH 5:33	1KI 4:11	high	mt	3	0.484	G0435,1135,1520
EPH 5:33	JOS 4:2	med	mt	3	0.407	G0435,1520,1538
EPH 5:33	DEU 21:15	med	mt	3	0.4	G0025,1135,1520
EPH 6:1	WIS 4:6	med	mt	3	0.433	G1118,1510,5043
EPH 6:2	EXO 20:12	med	mt	3	0.37	G3384,3962,5091
EPH 6:2	DEU 5:16	med	mt	3	0.35	G3384,3962,5091
EPH 6:3	EXO 20:12	high	mt	3	0.696	G1093,1096,3118
EPH 6:3	DEU 5:16	high	mt	3	0.658	G1093,1096,3118
EPH 6:5	PSA 2:11	med	mt	3	0.377	G2962,5156,5401
EPH 6:5	1CH 29:17	med	mt	3	0.348	G0572,2588,2962
EPH 6:5	WIS 1:1	med	mt	3	0.327	G0572,2588,2962
EPH 6:6	ODA 14:43	med	mt	3	0.396	G2307,2316,4160
EPH 6:6	2CH 6:42	med	mt	3	0.371	G1401,2316,5547
EPH 6:8	1CH 17:26	med	mt	3	0.365	G0018,1401,2962
EPH 6:8	2SA 19:28	med	mt	4	0.33	G0018,1401,2962,4160
EPH 6:9	GEN 39:3	med	mt	3	0.328	G1492,2962,4160
EPH 6:12	LEV 17:11	med	mt	3	0.317	G0129,1510,4561
EPH 6:14	DAN 10:5	med	mt	3	0.443	G1746,3751,4024
EPH 6:14	WIS 5:18	med	mt	3	0.441	G1343,1746,2382
EPH 6:14	ISA 11:5	med	mt	3	0.403	G0225,1343,3751
EPH 6:18	2CH 6:19	high	mt	3	0.489	G1162,4335,4336
EPH 6:18	JER 11:14	high	mt	4	0.486	G1162,2540,4335,4336
EPH 6:18	1KI 8:54	med	mt	3	0.405	G1162,4335,4336
EPH 6:23	1SA 26:23	med	mt	3	0.353	G2962,4102,5547
EPH 6:23	JER 35:9	med	mt	3	0.338	G1515,2962,4102
PHP 1:3	JDT 8:25	high	mt	3	0.588	G2168,2316,3956
PHP 1:3	DEU 7:18	med	mt	3	0.405	G2316,3417,3956
PHP 1:14	ISA 36:7	med	mt	3	0.358	G2316,2962,3982
PHP 1:14	DEU 32:37	med	mt	3	0.357	G2316,2962,3982
PHP 1:14	ODA 2:37	med	mt	3	0.357	G2316,2962,3982
PHP 1:23	EXO 26:3	med	mt	3	0.404	G1510,2192,4912
PHP 1:28	PSS 16:5	med	mt	3	0.358	G0684,2316,4991
PHP 1:28	PSA 3:3	med	mt	3	0.335	G1510,2316,4991
PHP 1:28	PSA 89:27	med	mt	3	0.327	G1510,2316,4991
PHP 1:30	2MA 14:18	high	mt	3	0.557	G0073,0191,2192
PHP 2:6	LJE 1:44	med	mt	3	0.324	G1510,2316,5225
PHP 2:9	PSA 97:9	med	mt	3	0.442	G2316,3956,5251
PHP 2:9	DAN 3:52	med	mt	4	0.395	G2316,3686,3956,5251
PHP 2:9	ODA 8:52	med	mt	3	0.377	G2316,3686,5251
PHP 2:10	1CH 29:20	high	mt	3	0.488	G1119,2578,3956
PHP 2:10	ISA 45:23	med	mt	3	0.437	G1119,2578,3956
PHP 2:10	JOS 6:27	med	mt	3	0.369	G2424,3686,3956
PHP 2:11	ODA 14:28	high	mt	3	0.456	G1391,2316,3962
PHP 2:11	PSA 67:4	med	mt	3	0.449	G1843,2316,3956
PHP 2:11	PSA 67:6	med	mt	3	0.449	G1843,2316,3956
PHP 2:13	ISA 41:4	med	mt	3	0.433	G1510,1754,2316
PHP 2:13	PSA 5:5	med	mt	3	0.373	G1510,2309,2316
PHP 2:15	DEU 32:5	high	mt	4	0.495	G1074,1294,4646,5043
PHP 2:15	ODA 2:5	high	mt	4	0.495	G1074,1294,4646,5043
PHP 2:16	DEU 32:47	med	mt	3	0.316	G2222,2756,3056
PHP 2:27	EXO 22:19	high	mt	3	0.532	G2288,2316,3441
PHP 2:29	ISA 55:12	med	mt	3	0.359	G3956,4327,5479
PHP 2:30	JOB 33:22	med	mt	3	0.329	G1448,2288,5590
PHP 3:1	1MA 12:6	med	mt	3	0.38	G0080,3063,5463
PHP 3:1	1MA 14:20	med	mt	3	0.348	G0080,3063,5463
PHP 3:3	GEN 17:13	med	mt	3	0.411	G1510,4061,4561
PHP 3:5	JDG 21:15	med	mt	3	0.352	G0958,2474,5443
PHP 3:9	4MA 16:22	high	mt	3	0.568	G2192,2316,4102
PHP 3:9	1SA 26:23	high	mt	3	0.454	G1343,4102,5547
PHP 3:12	LEV 4:5	high	mt	3	0.481	G2983,5048,5547
PHP 3:13	GEN 27:45	med	mt	3	0.391	G0080,1520,1950
PHP 3:21	WIS 18:22	med	mt	3	0.37	G1753,4983,5293
PHP 4:5	PSA 86:5	high	mt	3	0.488	G1933,2962,3956
PHP 4:6	PSA 61:2	med	mt	3	0.337	G1162,2316,4335
PHP 4:9	JOB 5:27	high	mt	3	0.514	G0191,1510,4238
PHP 4:9	ISA 32:4	med	mt	3	0.351	G0191,1515,3129
PHP 4:11	SUS 1:38	high	mt	3	0.483	G1510,3004,3129
PHP 4:12	TOB 4:16	med	mt	3	0.341	G3956,3983,4052
PHP 4:18	NUM 29:11	med	mt	4	0.408	G2175,2378,3744,3956
PHP 4:18	NUM 29:6	med	mt	4	0.355	G2175,2378,3744,3956
PHP 4:18	NUM 28:8	med	mt	3	0.327	G2175,2378,3744
PHP 4:19	GEN 31:16	med	mt	4	0.334	G1391,2316,3956,4149
PHP 4:20	ODA 14:28	high	mt	3	0.827	G1391,2316,3962
PHP 4:20	ODA 8:52	high	mt	4	0.535	G0165,1391,2316,3962
PHP 4:20	DAN 3:52	high	mt	4	0.531	G0165,1391,2316,3962
PHP 4:23	PSS 18:7	med	mt	3	0.398	G2962,4151,5547
COL 1:2	2SA 23:1	med	mt	3	0.385	G2316,4103,5547
COL 1:2	LEV 21:12	med	mt	3	0.358	G0040,2316,5547
COL 1:2	GEN 34:11	med	mt	3	0.352	G0080,3962,5485
COL 1:3	JDT 8:25	high	mt	4	0.569	G2168,2316,2962,3962
COL 1:6	SIR 36:4	med	mt	3	0.33	G1510,1921,2316
COL 1:9	2CH 9:12	med	mt	3	0.331	G0154,2307,3956
COL 1:9	1KI 7:2	med	mt	4	0.325	G1922,3956,4137,4907
COL 1:9	1KI 5:22	med	mt	3	0.307	G0191,2307,3956
COL 1:10	PRO 2:5	med	mt	3	0.368	G1922,2316,2962
COL 1:10	HOS 4:1	med	mt	3	0.318	G1922,2316,2962
COL 1:15	GEN 1:2	med	mt	3	0.377	G0517,1510,2316
COL 1:15	3MA 6:2	med	mt	3	0.36	G2316,2937,3956
COL 1:16	GEN 1:1	med	mt	3	0.343	G0746,1093,3772
COL 1:16	1ES 6:12	med	mt	3	0.311	G1093,2936,3772
COL 1:16	GEN 14:19	med	mt	3	0.304	G1093,2936,3772
COL 1:18	1CH 26:10	med	mt	3	0.338	G0746,1510,4416
COL 1:19	PSA 24:1	high	mt	3	0.491	G2730,3956,4138
COL 1:19	JER 8:16	high	mt	3	0.463	G2730,3956,4138
COL 1:25	1MA 2:55	med	mt	3	0.309	G1096,3056,4137
COL 1:27	PSA 62:8	med	mt	3	0.303	G1391,1680,2316
COL 1:28	WIS 9:6	med	mt	3	0.314	G0444,4678,5046
COL 2:1	JDT 8:15	med	mt	3	0.308	G2192,2309,4383
COL 2:3	ECC 1:17	med	mt	3	0.409	G1108,1510,4678
COL 2:5	JOB 16:3	med	mt	3	0.303	G1510,4151,5010
COL 2:9	PSA 24:1	high	mt	3	0.6	G2730,3956,4138
COL 2:9	JER 8:16	high	mt	3	0.566	G2730,3956,4138
COL 2:9	EZK 12:19	high	mt	3	0.487	G2730,3956,4138
COL 2:11	GEN 17:13	high	mt	3	0.671	G4059,4061,4561
COL 2:13	GEN 17:24	med	mt	3	0.42	G0203,1510,4561
COL 2:13	GEN 17:25	med	mt	3	0.419	G0203,1510,4561
COL 2:13	GEN 17:11	med	mt	3	0.392	G0203,1510,4561
COL 2:16	1ES 5:51	med	mt	3	0.418	G1859,3561,4521
COL 2:16	1CH 23:31	med	mt	3	0.417	G1859,3561,4521
COL 2:16	EZK 45:17	med	mt	3	0.409	G1859,3561,4521
COL 2:22	ISA 29:13	high	mt	3	0.521	G0444,1319,1778
COL 3:8	JOB 37:2	med	mt	3	0.352	G2372,3709,4750
COL 3:16	PSA 67:1	high	mt	3	0.473	G5215,5568,5603
COL 3:16	PSA 76:1	med	mt	3	0.414	G5215,5568,5603
COL 3:16	PSA 7:1	med	mt	3	0.402	G0103,3056,5568
COL 3:17	JDT 8:25	high	mt	5	0.633	G2168,2316,2962,3956,3962
COL 3:17	JOS 6:27	high	mt	4	0.454	G2424,2962,3686,3956
COL 3:17	LEV 23:28	med	mt	5	0.388	G2041,2316,2962,3956,4160
COL 3:20	WIS 4:6	med	mt	3	0.349	G1118,1510,5043
COL 3:22	1CH 29:17	med	mt	4	0.372	G0572,2588,2962,3956
COL 3:22	WIS 1:1	med	mt	3	0.338	G0572,2588,2962
COL 4:3	DAN 9:20	med	mt	4	0.357	G1210,2316,2980,4336
COL 4:3	ISA 45:1	med	mt	4	0.357	G0455,2316,2374,5547
COL 4:9	SIR 15:13	med	mt	3	0.404	G0027,1510,3956
COL 4:18	GEN 33:10	med	mt	3	0.328	G1699,5485,5495
1TH 1:2	JDT 8:25	high	mt	3	0.522	G2168,2316,3956
1TH 1:2	DEU 7:18	med	mt	4	0.389	G2316,3417,3956,4160
1TH 1:3	PSA 71:5	med	mt	3	0.392	G1680,2962,5281
1TH 1:3	PSA 33:4	med	mt	3	0.353	G2041,2962,4102
1TH 1:3	JDT 13:19	med	mt	3	0.349	G1680,2316,3421
1TH 1:6	2CH 15:1	med	mt	3	0.381	G1096,2962,4151
1TH 1:6	PRO 4:10	med	mt	4	0.344	G1096,1209,3056,4183
1TH 1:6	ZEC 1:6	med	mt	4	0.331	G1209,2962,3056,4151
1TH 1:7	SIR 19:15	med	mt	3	0.371	G1096,3956,4100
1TH 1:8	4MA 16:22	med	mt	3	0.419	G2192,2316,4102
1TH 1:8	PSA 16:2	med	mt	3	0.349	G2192,2962,5532
1TH 1:8	PSA 33:4	med	mt	4	0.348	G2962,3056,3956,4102
1TH 2:4	PSA 139:23	med	mt	3	0.357	G1381,2316,2588
1TH 2:10	ISA 43:10	high	mt	4	0.673	G1096,2316,3144,4100
1TH 2:11	DEU 24:16	high	mt	3	0.555	G1538,3962,5043
1TH 2:11	4MA 14:12	med	mt	3	0.436	G1520,1538,5043
1TH 2:11	2CH 25:4	med	mt	3	0.37	G1538,3962,5043
1TH 2:13	PRO 30:1	med	mt	4	0.311	G1209,2316,3056,4100
1TH 2:14	2MA 14:14	med	mt	4	0.391	G1510,2398,2449,2453
1TH 2:14	1ES 5:8	med	mt	3	0.303	G2398,2424,2449
1TH 3:4	LJE 1:46	med	mt	3	0.341	G1096,1510,3195
1TH 3:9	ISA 66:10	med	mt	3	0.391	G3956,5463,5479
1TH 3:9	JON 4:6	med	mt	3	0.33	G2316,5463,5479
1TH 3:10	DEU 9:25	med	mt	3	0.398	G1189,2250,3571
1TH 3:10	PSA 74:16	med	mt	3	0.394	G2250,2675,3571
1TH 3:11	PSS 6:2	high	mt	4	0.608	G2316,2720,2962,3598
1TH 3:11	EZK 18:25	high	mt	3	0.597	G2720,2962,3598
1TH 3:11	PSA 37:23	high	mt	3	0.583	G2720,2962,3598
1TH 4:1	NUM 23:27	med	mt	3	0.303	G0700,2316,3880
1TH 4:3	ODA 14:43	med	mt	3	0.357	G1510,2307,2316
1TH 4:8	JDG 9:23	high	mt	3	0.56	G0114,2316,4151
1TH 4:9	PSA 16:2	high	mt	3	0.48	G1510,2192,5532
1TH 4:10	SIR 33:30	high	mt	3	0.493	G3956,4052,4160
1TH 4:10	TOB 4:16	med	mt	3	0.328	G3956,4052,4160
1TH 4:14	GEN 42:20	high	mt	3	0.52	G0071,0599,4100
1TH 4:16	PSA 47:6	med	mt	4	0.391	G2316,2962,4536,5456
1TH 4:16	2CH 15:14	med	mt	3	0.318	G2962,4536,5456
1TH 4:16	PSA 113:25	med	lxx?	3	0.306	G2597,2962,3498
1TH 5:2	JER 30:3	high	mt	3	0.556	G2064,2812,3571
1TH 5:2	2CH 31:8	med	mt	3	0.368	G1492,2064,2962
1TH 5:4	JOB 24:14	high	mt	3	0.588	G1510,2812,4655
1TH 5:4	GEN 31:23	med	mt	3	0.338	G0080,2250,2638
1TH 5:5	JOB 17:12	high	mt	4	0.83	G2250,3571,4655,5457
1TH 5:5	GEN 1:5	high	mt	4	0.699	G2250,3571,4655,5457
1TH 5:5	AMO 5:18	high	mt	4	0.658	G1510,2250,4655,5457
1TH 5:8	1SA 17:5	high	mt	3	0.53	G1746,2382,4030
1TH 5:8	EZK 38:4	high	mt	3	0.482	G1746,2382,4030
1TH 5:8	JER 26:4	high	mt	3	0.462	G1746,2382,4030
1TH 5:9	PSA 20:7	med	mt	3	0.342	G2962,4991,5547
1TH 5:12	GEN 43:7	med	mt	3	0.327	G0080,1492,2065
1TH 5:12	GEN 44:19	med	mt	3	0.324	G0080,2065,2962
1TH 5:14	JOB 4:3	high	mt	3	0.47	G0772,3560,3870
1TH 5:15	1MA 16:17	high	mt	3	0.668	G0018,0591,2556
1TH 5:15	PRO 17:13	high	mt	3	0.569	G0018,0591,2556
1TH 5:15	PSA 34:15	high	mt	3	0.548	G0018,1377,2556
1TH 5:18	JDT 8:25	high	mt	3	0.508	G2168,2316,3956
1TH 5:23	LEV 21:12	med	mt	4	0.301	G0037,2316,2962,5547
1TH 5:27	1MA 10:7	high	mt	3	0.568	G0314,1992,3956
1TH 5:27	1ES 4:61	med	mt	3	0.405	G0080,1992,3956
2TH 1:3	JDT 8:25	med	mt	3	0.358	G2168,2316,3956
2TH 1:8	ISA 66:15	med	mt	4	0.393	G1557,2962,4442,5395
2TH 1:8	PSA 29:7	med	mt	3	0.392	G2962,4442,5395
2TH 1:8	EZK 30:14	med	mt	3	0.362	G1325,1557,4442
2TH 1:10	PSA 89:8	med	mt	3	0.437	G0040,1740,3956
2TH 1:11	PSA 33:4	med	mt	3	0.356	G2041,3956,4102
2TH 1:12	ISA 45:25	med	mt	3	0.435	G1740,2316,2962
2TH 1:12	JOS 6:27	med	mt	3	0.405	G2424,2962,3686
2TH 2:9	DEU 28:46	med	mt	3	0.355	G1510,4592,5059
2TH 2:10	ECC 9:6	med	mt	3	0.338	G0026,0622,3956
2TH 2:10	1ES 4:37	med	mt	4	0.308	G0093,0225,0622,3956
2TH 2:13	JDT 8:25	med	mt	3	0.326	G2168,2316,2962
2TH 2:14	HAG 2:9	med	mt	3	0.322	G1391,2962,4047
2TH 2:16	JER 38:3	med	mt	3	0.403	G0025,0166,2962
2TH 2:16	PSA 94:19	med	mt	3	0.386	G0025,2962,3874
2TH 2:16	PSA 84:12	med	mt	6	0.351	G0018,0025,1325,2316,2962,5485
2TH 2:17	PSA 45:2	med	mt	4	0.367	G0018,2041,2588,3056
2TH 3:2	PSA 140:2	med	mt	3	0.385	G0444,4190,4506
2TH 3:3	ISA 22:25	med	mt	3	0.439	G2962,4103,4741
2TH 3:5	2CH 12:14	med	mt	3	0.355	G2588,2720,2962
2TH 3:8	MIC 2:1	med	mt	3	0.342	G2038,2250,2873
2TH 3:8	PSA 55:11	med	mt	3	0.338	G2250,2873,3571
2TH 3:8	2SA 9:10	med	mt	3	0.328	G0740,2038,5315
2TH 3:12	EZK 24:22	med	mt	3	0.383	G0740,2068,3870
2TH 3:12	2SA 9:10	med	mt	4	0.319	G0740,2038,2068,2962
2TH 3:12	PSA 53:5	med	mt	3	0.313	G0740,2038,2068
2TH 3:16	ODA 5:12	high	mt	4	0.568	G1325,1515,2962,3956
2TH 3:16	ISA 26:12	high	mt	4	0.568	G1325,1515,2962,3956
2TH 3:16	2SA 17:3	high	mt	3	0.485	G1515,3956,5158
2TH 3:17	1MA 11:29	med	mt	3	0.439	G1125,1992,3956
1TI 1:1	PSA 65:6	med	mt	3	0.405	G1680,2316,4990
1TI 1:15	1SA 2:35	med	mt	3	0.337	G3956,4103,5547
1TI 1:15	2SA 23:1	med	mt	3	0.322	G3056,4103,5547
1TI 1:16	LEV 6:15	med	mt	3	0.365	G0166,0537,5547
1TI 2:1	2CH 6:35	med	mt	3	0.369	G1162,4160,4335
1TI 2:1	1KI 8:45	med	mt	3	0.353	G1162,4160,4335
1TI 2:1	1KI 8:38	med	mt	4	0.333	G0444,1162,3956,4335
1TI 2:4	NEH 9:33	med	mt	3	0.39	G0225,2064,3956
1TI 2:4	PSA 12:2	med	mt	3	0.389	G0225,0444,4982
1TI 2:8	1SA 2:25	med	mt	3	0.349	G0435,1014,4336
1TI 2:9	SIR 50:9	med	mt	3	0.353	G2885,4185,5553
1TI 2:12	1CH 22:9	med	mt	3	0.336	G0435,1510,2271
1TI 3:1	PSA 145:13	med	mt	3	0.378	G2041,3056,4103
1TI 3:4	2MA 9:20	med	mt	3	0.302	G2192,2398,5043
1TI 3:12	1KI 4:11	med	mt	4	0.329	G0435,1135,1510,1520
1TI 4:4	3MA 5:11	med	mt	3	0.342	G2570,2938,3956
1TI 4:9	PSA 145:13	med	mt	3	0.406	G3056,3956,4103
1TI 4:9	JER 49:5	med	mt	3	0.4	G3056,3956,4103
1TI 4:10	PSA 31:15	med	mt	3	0.354	G1510,1679,2316
1TI 4:10	ISA 45:15	med	mt	3	0.354	G1510,2316,4990
1TI 4:10	PSA 56:12	med	mt	3	0.34	G0444,1679,2316
1TI 5:1	GEN 19:31	high	mt	3	0.492	G3501,3962,4245
1TI 5:1	GEN 44:20	high	mt	4	0.452	G0080,3501,3962,4245
1TI 5:1	1CH 7:22	med	mt	3	0.414	G0080,3870,3962
1TI 5:2	EZK 16:61	med	mt	3	0.402	G0079,3501,4245
1TI 5:2	EZK 16:46	med	mt	3	0.385	G0079,3501,4245
1TI 5:2	2CH 15:13	med	mt	3	0.362	G3501,3956,4245
1TI 5:4	DEU 31:12	med	mt	3	0.309	G1549,2316,3129
1TI 5:5	PSA 61:2	med	mt	3	0.396	G1162,2316,4335
1TI 5:5	PSA 55:2	med	mt	3	0.35	G1162,2316,4335
1TI 5:9	2SA 14:5	med	mt	3	0.403	G0435,1135,5503
1TI 5:9	PSA 109:9	med	mt	3	0.367	G1096,1135,5503
1TI 5:9	1KI 4:11	med	mt	3	0.307	G0435,1135,1520
1TI 5:18	DEU 25:4	high	mt	3	0.675	G0248,1016,5392
1TI 5:21	ZEC 3:6	high	mt	3	0.6	G0032,1263,2424
1TI 5:21	1SA 21:3	med	mt	3	0.358	G1263,2316,3367
1TI 5:21	DEU 32:46	med	mt	3	0.353	G1263,4160,5442
1TI 5:24	JOB 9:32	med	mt	3	0.325	G0444,1510,2920
1TI 5:25	TOB 12:11	med	mt	3	0.336	G2041,2570,2928
1TI 5:25	TOB 12:7	med	mt	3	0.321	G2041,2570,2928
1TI 6:1	4MA 11:6	med	mt	3	0.37	G0514,1510,5092
1TI 6:5	4MA 5:18	med	mt	4	0.327	G0225,1510,2150,3543
1TI 6:7	ISA 40:26	med	mt	3	0.382	G1627,2889,3762
1TI 6:15	PRO 8:15	med	mt	3	0.383	G0935,0936,1413
1TI 6:16	WIS 8:13	med	mt	3	0.416	G0110,0166,2192
1TI 6:18	SIR 39:16	med	mt	3	0.441	G1510,2041,2570
2TI 1:2	2CH 6:42	med	mt	4	0.326	G1656,2316,2962,5547
2TI 1:7	2MA 3:24	med	mt	4	0.406	G1167,1411,2316,4151
2TI 1:13	TOB 10:6	med	mt	3	0.428	G2192,3056,5198
2TI 1:13	TOB 5:21	med	mt	3	0.411	G2192,3056,5198
2TI 1:15	2CH 18:32	med	mt	3	0.449	G0654,1492,1510
2TI 1:18	SIR 18:28	high	mt	3	0.454	G1097,1325,2147
2TI 1:18	EZK 39:22	med	mt	3	0.425	G1097,2250,2962
2TI 2:2	JER 49:5	med	mt	3	0.383	G1510,3144,4103
2TI 2:2	ISA 8:2	med	mt	3	0.348	G0444,3144,4103
2TI 2:7	PRO 35:5	med	mt	3	0.421	G2962,3539,3956
2TI 2:7	1CH 28:19	med	mt	4	0.42	G1325,2962,3956,4907
2TI 2:7	PRO 2:6	med	mt	3	0.383	G1325,2962,4907
2TI 2:8	2SA 22:51	med	mt	3	0.306	G1138,4690,5547
2TI 2:8	PSA 18:51	med	mt	3	0.306	G1138,4690,5547
2TI 2:14	PSA 50:7	med	mt	3	0.4	G0191,1263,2316
2TI 2:15	ECC 8:2	med	mt	3	0.317	G2316,3056,4704
2TI 2:19	JER 23:36	med	mt	3	0.357	G1510,2962,3687
2TI 2:19	ODA 5:13	med	mt	4	0.349	G2316,2962,3686,3687
2TI 2:19	ISA 26:13	med	mt	4	0.349	G2316,2962,3686,3687
2TI 2:20	LJE 1:29	med	mt	3	0.394	G0693,3585,5552
2TI 2:20	LEV 15:12	med	mt	4	0.385	G1510,3585,3749,4632
2TI 2:20	1KI 15:15	med	mt	3	0.351	G0693,4632,5552
2TI 2:21	JDG 7:4	med	mt	3	0.317	G1510,1571,3956
2TI 2:24	2MA 12:36	med	mt	3	0.366	G1510,2962,3164
2TI 2:24	JOS 9:18	med	mt	3	0.362	G2962,3164,3956
2TI 2:25	HOS 4:1	med	mt	3	0.422	G0225,1922,2316
2TI 3:17	WIS 8:4	high	mt	3	0.666	G1510,2041,2316
2TI 3:17	LEV 23:28	high	mt	4	0.569	G1510,2041,2316,3956
2TI 3:17	JER 16:20	high	mt	3	0.501	G0444,1510,2316
2TI 4:11	DEU 32:12	med	mt	3	0.34	G0071,1510,3441
2TI 4:11	ODA 2:12	med	mt	3	0.34	G0071,1510,3441
2TI 4:13	2KI 5:6	med	mt	3	0.391	G0975,2064,5342
2TI 4:16	ISA 40:17	med	mt	3	0.432	G3049,3762,3956
2TI 4:18	PSA 104:31	med	mt	4	0.398	G0165,1391,2041,2962
2TI 4:18	PSA 6:5	med	mt	3	0.334	G2962,4506,4982
2TI 4:18	PSA 109:20	med	mt	3	0.328	G2041,2962,4190
TIT 1:1	HOS 4:1	med	mt	3	0.411	G0225,1922,2316
TIT 1:1	2CH 6:42	med	mt	3	0.306	G1401,2316,5547
TIT 1:2	PSS 17:2	high	mt	3	0.497	G1680,2222,5550
TIT 1:2	PRO 13:12	med	mt	3	0.343	G1680,1861,2222
TIT 1:3	2CH 30:5	med	mt	3	0.301	G2316,2782,3056
TIT 1:6	ISA 13:16	med	mt	3	0.336	G1135,2192,5043
TIT 2:11	ISA 38:11	high	mt	3	0.489	G0444,2316,4992
TIT 2:11	SIR 41:27	high	mt	3	0.471	G0444,3956,5485
TIT 2:11	ODA 11:11	med	mt	3	0.439	G0444,2316,4992
TIT 2:13	PSA 146:5	med	mt	3	0.358	G1680,2316,3107
TIT 2:13	PSA 65:6	med	mt	3	0.333	G1680,2316,4990
TIT 2:14	PSA 130:8	med	mt	3	0.431	G0458,3084,3956
TIT 2:14	DEU 14:2	med	mt	3	0.38	G2992,3956,4041
TIT 2:14	DEU 26:18	med	mt	3	0.352	G2992,3956,4041
TIT 3:1	DAN 7:27	high	mt	5	0.516	G0746,1849,3956,3980,5293
TIT 3:1	PSA 8:7	med	mt	3	0.326	G2041,3956,5293
TIT 3:2	SIR 36:23	med	mt	3	0.366	G0444,1510,4240
TIT 3:3	4MA 1:22	med	mt	3	0.359	G1510,1939,2237
TIT 3:5	ISA 43:3	med	mt	3	0.341	G0040,4160,4982
PHM 1:5	PSA 33:4	med	mt	3	0.407	G2962,3956,4102
PHM 1:5	2CH 31:18	med	mt	3	0.361	G0040,3956,4102
PHM 1:5	JOB 31:35	med	mt	3	0.354	G0191,2192,2962
PHM 1:7	1MA 12:9	high	mt	3	0.453	G0040,2192,3874
PHM 1:14	2SA 15:26	med	mt	4	0.367	G0018,1510,2309,4160
PHM 1:25	PSS 18:7	med	mt	3	0.398	G2962,4151,5547
HEB 1:1	DAN 9:6	high	mt	3	0.509	G2980,3962,4396
HEB 1:2	JDG 18:31	med	mt	4	0.361	G2250,3956,4160,5087
HEB 1:2	SIR 7:36	med	mt	3	0.344	G0165,2078,3956
HEB 1:2	JOS 8:28	med	mt	3	0.322	G0165,2250,5087
HEB 1:3	1CH 17:19	med	mt	3	0.302	G3172,3956,4160
HEB 1:5	1CH 4:17	high	mt	3	0.748	G1080,3962,5207
HEB 1:7	PSA 104:4	high	mt	5	0.847	G0032,3011,4151,4160,4442
HEB 1:7	EXO 3:2	med	mt	3	0.398	G0032,4442,5395
HEB 1:7	DAN 3:49	med	mt	3	0.376	G0032,4442,5395
HEB 1:8	PSA 45:7	high	mt	6	0.986	G0165,0932,2118,2316,2362,4464
HEB 1:8	ODA 8:55	high	mt	3	0.461	G0165,0932,2362
HEB 1:8	1MA 2:57	high	mt	3	0.458	G0165,0932,2362
