strong	tw_article	category	is_kt	lemma	n
G0952	bible/other/profane	other	0	βέβηλος	3
G0952	bible/kt/world	kt	1	βέβηλος	2
G0953	bible/other/profane	other	0	βεβηλόω	2
G0954	bible/names/beelzebul	names	0	Βεελζεβούλ	7
G0958	bible/names/benjamin	names	0	Βενιαμείν	4
G0960	bible/names/berea	names	0	Βέροια	2
G0961	bible/names/berea	names	0	Βεροιαῖος	1
G0963	bible/names/bethany	names	0	Βηθανία	12
G0965	bible/names/bethlehem	names	0	Βηθλέεμ	8
G0968	bible/other/throne	other	0	βῆμα	4
G0974	bible/other/scroll	other	0	βιβλαρίδιον	2
G0975	bible/other/scroll	other	0	βιβλίον	21
G0975	bible/other/bookoflife	other	0	βιβλίον	3
G0976	bible/other/bookoflife	other	0	βίβλος	3
G0987	bible/kt/blasphemy	kt	1	βλασφημέω	25
G0987	bible/other/slander	other	0	βλασφημέω	9
G0988	bible/kt/blasphemy	kt	1	βλασφημία	13
G0988	bible/other/slander	other	0	βλασφημία	3
G0989	bible/kt/blasphemy	kt	1	βλάσφημος	4
G0991	bible/other/watch	other	0	βλέπω	1
G0994	bible/other/cry	other	0	βοάω	9
G0994	bible/kt/call-speakloudly	kt	1	βοάω	2
G0999	bible/other/pit	other	0	βόθυνος	3
G1003	bible/names/boaz	names	0	Βόες	3
G1010	bible/other/council	other	0	βουλευτής	2
G1011	bible/other/counselor	other	0	βουλεύω	3
G1012	bible/other/counselor	other	0	βουλή	5
G1013	bible/kt/willofgod	kt	1	βούλημα	1
G1016	bible/other/cow	other	0	βοῦς	8
G1018	bible/other/ruler	other	0	βραβεύω	1
G1041	bible/kt/altar	kt	1	βωμός	1
G1043	bible/names/gabriel	names	0	Γαβριήλ	2
G1045	bible/names/gad	names	0	Γάδ	1
G1048	bible/names/gaza	names	0	Γάζα	1
G1052	bible/names/galatia	names	0	Γαλάτης	1
G1053	bible/names/galatia	names	0	Γαλατία	4
G1054	bible/names/galatia	names	0	Γαλατικός	2
G1056	bible/names/galilee	names	0	Γαλιλαία	61
G1056	bible/names/seaofgalilee	names	0	Γαλιλαία	5
G1057	bible/names/galilee	names	0	Γαλιλαῖος	11
G1062	bible/other/feast	other	0	γάμος	8
G1063	bible/kt/inchrist	kt	1	γάρ	1
G1064	bible/other/womb	other	0	γαστήρ	8
G1066	bible/names/gideon	names	0	Γεδεών	1
G1067	bible/kt/hell	kt	1	Γέεννα	11
G1068	bible/names/gethsemane	names	0	Γεθσημανεί	2
G1069	bible/other/neighbor	other	0	γείτων	4
G1074	bible/other/generation-lifetime	other	0	γενεά	43
G1080	bible/kt/bornagain	kt	1	γεννάω	16
G1080	bible/other/bear	other	0	γεννάω	3
G1080	bible/other/conceive	other	0	γεννάω	1
G1081	bible/other/fruit	other	0	γένημα	4
G1082	bible/names/seaofgalilee	names	0	Γεννησαρέτ	1
G1085	bible/other/descendant	other	0	γένος	1
G1085	bible/other/family	other	0	γένος	1
G1093	bible/other/earth	other	0	γῆ	173
G1097	bible/other/know	other	0	γινώσκω	200
G1097	bible/other/understand	other	0	γινώσκω	20
G1100	bible/other/tongue	other	0	γλῶσσα	49
G1106	bible/kt/judge	kt	1	γνώμη	1
G1106	bible/other/mind	other	0	γνώμη	1
G1107	bible/other/know	other	0	γνωρίζω	25
G1108	bible/other/know	other	0	γνῶσις	27
G1108	bible/other/understand	other	0	γνῶσις	2
G1110	bible/other/know	other	0	γνωστός	10
G1115	bible/names/golgotha	names	0	Γολγοθᾶ	3
G1116	bible/names/gomorrah	names	0	Γόμορρα	4
G1120	bible/other/bow	other	0	γονυπετέω	1
G1121	bible/kt/wordofgod	kt	1	γράμμα	2
G1122	bible/kt/scribe	kt	1	γραμματεύς	62
G1124	bible/kt/wordofgod	kt	1	γραφή	50
G1127	bible/other/watch	other	0	γρηγορέω	21
G1135	bible/other/bride	other	0	γυνή	1
G1137	bible/kt/cornerstone	kt	1	γωνία	5
G1138	bible/names/david	names	0	Δαυείδ	59
G1138	bible/names/cityofdavid	names	0	Δαυείδ	2
G1138	bible/names/houseofdavid	names	0	Δαυείδ	1
G1139	bible/kt/demonpossessed	kt	1	δαιμονίζομαι	13
G1140	bible/kt/demon	kt	1	δαιμόνιον	60
G1140	bible/kt/demonpossessed	kt	1	δαιμόνιον	3
G1141	bible/kt/demon	kt	1	δαιμονιώδης	1
G1142	bible/kt/demon	kt	1	δαίμων	1
G1154	bible/names/damascus	names	0	Δαμασκός	15
G1158	bible/names/daniel	names	0	Δανιήλ	1
G1162	bible/kt/pray	kt	1	δέησις	16
G1167	bible/kt/fear	kt	1	δειλία	1
G1168	bible/kt/fear	kt	1	δειλιάω	1
G1169	bible/kt/fear	kt	1	δειλός	1
G1173	bible/other/feast	other	0	δεῖπνον	11
G1173	bible/kt/lordssupper	kt	1	δεῖπνον	1
G1182	bible/other/tenth	other	0	δέκατος	4
G1183	bible/other/tenth	other	0	δεκατόω	2
G1184	bible/kt/favor	kt	1	δεκτός	1
G1189	bible/other/awe	other	0	δέος	1
G1195	bible/kt/bond	kt	1	δεσμεύω	3
G1198	bible/kt/bond	kt	1	δέσμιος	1
G1199	bible/kt/bond	kt	1	δεσμός	17
G1203	bible/kt/lord	kt	1	δεσπότης	10
G1209	bible/other/receive	other	0	δέχομαι	52
G1210	bible/kt/bond	kt	1	δέω	37
G1210	bible/other/beg	other	0	δέω	6
G1210	bible/kt/pray	kt	1	δέω	5
G1210	bible/other/plead	other	0	δέω	1
G1213	bible/other/declare	other	0	δηλόω	1
G1228	bible/kt/satan	kt	1	διάβολος	34
G1228	bible/other/slander	other	0	διάβολος	2
G1229	bible/other/declare	other	0	διαγγέλλω	2
G1238	bible/other/crown	other	0	διάδημα	3
G1241	bible/other/gird	other	0	διαζώννυμι	3
G1242	bible/kt/covenant	kt	1	διαθήκη	33
G1242	bible/kt/arkofthecovenant	kt	1	διαθήκη	1
G1247	bible/kt/minister	kt	1	διακονέω	30
G1247	bible/other/servant	other	0	διακονέω	7
G1248	bible/kt/minister	kt	1	διακονία	27
G1248	bible/other/servant	other	0	διακονία	6
G1249	bible/kt/minister	kt	1	διάκονος	17
G1249	bible/other/servant	other	0	διάκονος	8
G1249	bible/kt/deacon	kt	1	διάκονος	3
G1252	bible/other/discernment	other	0	διακρίνω	2
G1252	bible/kt/judge	kt	1	διακρίνω	1
G1253	bible/other/discernment	other	0	διάκρισις	2
G1253	bible/kt/judge	kt	1	διάκρισις	1
G1259	bible/kt/reconcile	kt	1	διαλλάσσω	1
G1263	bible/kt/testimony	kt	1	διαμαρτύρομαι	9
G1271	bible/other/mind	other	0	διάνοια	10
G1271	bible/other/understand	other	0	διάνοια	2
G1281	bible/other/profit	other	0	διαπραγματεύομαι	1
G1285	bible/other/report	other	0	διασαφέω	1
G1287	bible/other/waste	other	0	διασκορπίζω	2
G1290	bible/other/disperse	other	0	διασπορά	3
G1294	bible/other/perverse	other	0	διαστρέφω	6
G1295	bible/kt/save	kt	1	διασῴζω	4
G1296	bible/other/ordain	other	0	διαταγή	1
G1298	bible/other/trouble	other	0	διαταράσσω	1
G1299	bible/other/ordain	other	0	διατάσσω	4
G1311	bible/other/corrupt	other	0	διαφθείρω	2
G1311	bible/other/destroyer	other	0	διαφθείρω	2
G1315	bible/other/mock	other	0	διαχλευάζω	1
G1319	bible/other/doctrine	other	0	διδασκαλία	11
G1319	bible/other/instruct	other	0	διδασκαλία	2
G1320	bible/other/teacher	other	0	διδάσκαλος	57
G1321	bible/other/instruct	other	0	διδάσκω	1
G1322	bible/other/doctrine	other	0	διδαχή	1
G1324	bible/names/thomas	names	0	Δίδυμος	1
G1328	bible/other/interpret	other	0	διερμηνευτής	1
G1329	bible/other/interpret	other	0	διερμηνεύω	5
G1334	bible/other/report	other	0	διηγέομαι	2
G1342	bible/kt/righteous	kt	1	δίκαιος	77
G1342	bible/kt/justice	kt	1	δίκαιος	2
G1343	bible/kt/righteous	kt	1	δικαιοσύνη	92
G1344	bible/kt/justice	kt	1	δικαιόω	37
G1344	bible/kt/righteous	kt	1	δικαιόω	1
G1345	bible/other/ordinance	other	0	δικαίωμα	6
G1345	bible/kt/righteous	kt	1	δικαίωμα	3
G1345	bible/kt/justice	kt	1	δικαίωμα	1
G1346	bible/kt/righteous	kt	1	δικαίως	3
G1346	bible/kt/justice	kt	1	δικαίως	2
G1347	bible/kt/justice	kt	1	δικαίωσις	2
G1348	bible/other/judgeposition	other	0	δικαστής	2
G1349	bible/kt/justice	kt	1	δίκη	1
G1349	bible/other/punish	other	0	δίκη	1
G1374	bible/other/mind	other	0	δίψυχος	2
G1375	bible/other/persecute	other	0	διωγμός	10
G1376	bible/other/persecute	other	0	διώκτης	1
G1377	bible/other/persecute	other	0	διώκω	34
G1378	bible/other/ordinance	other	0	δόγμα	4
G1378	bible/other/decree	other	0	δόγμα	1
G1380	bible/kt/good	kt	1	δοκέω	4
G1381	bible/kt/test	kt	1	δοκιμάζω	15
G1381	bible/other/discernment	other	0	δοκιμάζω	2
G1383	bible/kt/test	kt	1	δοκίμιον	1
G1387	bible/other/deceive	other	0	δολιόω	1
G1388	bible/other/deceive	other	0	δόλος	9
G1391	bible/kt/glory	kt	1	δόξα	166
G1392	bible/kt/glory	kt	1	δοξάζω	60
G1396	bible/other/enslave	other	0	δουλαγωγέω	1
G1397	bible/other/servant	other	0	δουλεία	5
G1398	bible/other/servant	other	0	δουλεύω	21
G1398	bible/other/enslave	other	0	δουλεύω	4
G1399	bible/other/servant	other	0	δούλη	1
G1400	bible/other/servant	other	0	δοῦλος	2
G1401	bible/other/servant	other	0	δοῦλος	125
G1402	bible/other/enslave	other	0	δουλόω	4
G1402	bible/other/servant	other	0	δουλόω	3
G1402	bible/kt/bond	kt	1	δουλόω	1
G1403	bible/other/banquet	other	0	δοχή	2
G1411	bible/kt/miracle	kt	1	δύναμις	21
G1411	bible/other/mighty	other	0	δύναμις	1
G1413	bible/other/ruler	other	0	δυνάστης	2
G1415	bible/other/mighty	other	0	δυνατός	4
G1419	bible/other/hard	other	0	δυσβάστακτος	1
G1422	bible/other/hard	other	0	δύσκολος	1
G1423	bible/other/hard	other	0	δυσκόλως	1
G1425	bible/other/slander	other	0	δυσφημέω	1
G1426	bible/other/slander	other	0	δυσφημία	1
G1427	bible/kt/thetwelve	kt	1	δώδεκα	33
G1427	bible/other/12tribesofisrael	other	0	δώδεκα	4
G1429	bible/other/12tribesofisrael	other	0	δωδεκάφυλον	1
G1432	bible/other/free	other	0	δωρεάν	6
G1438	bible/other/servant	other	0	ἑαυτοῦ	1
G1438	bible/other/declare	other	0	ἑαυτοῦ	1
G1445	bible/kt/hebrew	kt	1	Ἑβραῖος	4
G1446	bible/kt/hebrew	kt	1	Ἑβραΐς	3
G1447	bible/kt/hebrew	kt	1	Ἑβραϊστί	2
G1454	bible/kt/resurrection	kt	1	ἔγερσις	1
G1456	bible/other/festival	other	0	ἐνκαίνια	1
G1457	bible/other/dedicate	other	0	ἐνκαινίζω	2
G1459	bible/other/forsaken	other	0	ἐνκαταλίπω	4
G1466	bible/other/selfcontrol	other	0	ἐγκράτεια	4
G1467	bible/other/selfcontrol	other	0	ἐνκρατεύομαι	2
G1468	bible/other/selfcontrol	other	0	ἐγκρατής	1
G1472	bible/kt/anoint	kt	1	ἐγχρίω	1
G1473	bible/kt/inchrist	kt	1	ἐγώ	11
G1473	bible/kt/peopleofgod	kt	1	ἐγώ	7
G1473	bible/kt/willofgod	kt	1	ἐγώ	6
G1473	bible/kt/sonofgod	kt	1	ἐγώ	2
G1473	bible/kt/israel	kt	1	ἐγώ	1
G1473	bible/kt/godthefather	kt	1	ἐγώ	1
G1473	bible/kt/wordofgod	kt	1	ἐγώ	1
G1473	bible/kt/kingdomofgod	kt	1	ἐγώ	1
G1473	bible/other/footstool	other	0	ἐγώ	1
G1473	bible/kt/jesus	kt	1	ἐγώ	1
G1473	bible/kt/sonsofgod	kt	1	ἐγώ	1
G1478	bible/names/hezekiah	names	0	Ἑζεκίας	2
G1481	bible/other/governor	other	0	ἐθνάρχης	1
G1482	bible/kt/gentile	kt	1	ἐθνικός	4
G1483	bible/kt/gentile	kt	1	ἐθνικῶς	1
G1484	bible/kt/gentile	kt	1	ἔθνος	93
G1484	bible/other/nation	other	0	ἔθνος	67
G1484	bible/other/pagan	other	0	ἔθνος	2
G1492	bible/other/know	other	0	οἶδα	310
G1492	bible/other/understand	other	0	οἶδα	5
G1492	bible/other/acknowledge	other	0	εἴδω	1
G1493	bible/kt/temple	kt	1	εἰδωλεῖον	1
G1495	bible/kt/falsegod	kt	1	εἰδωλολατρία	4
G1496	bible/kt/falsegod	kt	1	εἰδωλολάτρης	7
G1497	bible/kt/falsegod	kt	1	εἴδωλον	11
G1500	bible/other/vain	other	0	εἰκῇ	6
G1504	bible/other/image	other	0	εἰκών	20
G1504	bible/kt/imageofgod	kt	1	εἰκών	2
G1506	bible/kt/purify	kt	1	εἰλικρινής	1
G1510	bible/kt/sonofgod	kt	1	εἰμί	3
G1510	bible/kt/holyspirit	kt	1	εἰμί	1
G1510	bible/kt/sonsofgod	kt	1	εἰμί	1
G1510	bible/kt/kingofthejews	kt	1	εἰμί	1
G1514	bible/other/peace	other	0	εἰρηνεύω	4
G1515	bible/other/peace	other	0	εἰρήνη	92
G1516	bible/other/peace	other	0	εἰρηνικός	2
G1517	bible/other/peace	other	0	εἰρηνοποιέω	1
G1519	bible/kt/inchrist	kt	1	εἰς	36
G1519	bible/kt/peopleofgod	kt	1	εἰς	1
G1519	bible/kt/eternity	kt	1	εἰς	1
G1523	bible/other/receive	other	0	εἰσδέχομαι	1
G1543	bible/kt/centurion	kt	1	ἑκατόνταρχος	20
G1544	bible/other/castout	other	0	ἐκβάλλω	62
G1555	bible/other/declare	other	0	ἐκδιηγέομαι	1
G1556	bible/other/avenge	other	0	ἐκδικέω	6
G1557	bible/other/avenge	other	0	ἐκδίκησις	8
G1558	bible/other/avenge	other	0	ἔκδικος	2
G1567	bible/other/seek	other	0	ἐκζητέω	5
G1577	bible/kt/church	kt	1	ἐκκλησία	109
G1577	bible/other/assembly	other	0	ἐκκλησία	5
G1586	bible/kt/elect	kt	1	ἐκλέγω	22
G1588	bible/kt/elect	kt	1	ἐκλεκτός	22
G1589	bible/kt/elect	kt	1	ἐκλογή	7
G1598	bible/kt/test	kt	1	ἐκπειράζω	4
G1603	bible/kt/fulfill	kt	1	ἐκπληρόω	1
G1604	bible/kt/fulfill	kt	1	ἐκπλήρωσις	1
G1608	bible/other/fornication	other	0	ἐκπορνεύω	1
G1609	bible/other/reject	other	0	ἐκπτύω	1
G1612	bible/other/perverse	other	0	ἐκστρέφω	1
G1613	bible/other/trouble	other	0	ἐκταράσσω	1
G1630	bible/kt/fear	kt	1	ἔκφοβος	1
G1636	bible/other/olive	other	0	ἐλαία	11
G1636	bible/names/mountofolives	names	0	ἐλαία	8
G1637	bible/other/oil	other	0	ἔλαιον	11
G1638	bible/other/olive	other	0	ἐλαιών	3
G1638	bible/names/mountofolives	names	0	ἐλαιών	3
G1639	bible/names/elam	names	0	Ἐλαμείτης	1
G1648	bible/names/eleazar	names	0	Ἐλεάζαρ	2
G1649	bible/other/rebuke	other	0	ἔλεγξις	1
G1651	bible/other/rebuke	other	0	ἐλέγχω	12
G1653	bible/kt/mercy	kt	1	ἐλεέω	32
G1654	bible/other/alms	other	0	ἐλεημοσύνη	13
G1655	bible/kt/mercy	kt	1	ἐλεήμων	2
G1656	bible/kt/mercy	kt	1	ἔλεος	27
G1657	bible/other/free	other	0	ἐλευθερία	11
G1658	bible/other/free	other	0	ἐλεύθερος	23
G1659	bible/other/free	other	0	ἐλευθερόω	7
G1662	bible/names/eliakim	names	0	Ἐλιακείμ	3
G1665	bible/names/elizabeth	names	0	Ἐλεισάβετ	9
G1666	bible/names/elisha	names	0	Ἐλισαῖος	1
G1671	bible/names/greece	names	0	Ἑλλάς	1
G1672	bible/names/greek	names	0	Ἕλλην	25
G1673	bible/names/greek	names	0	Ἑλληνικός	1
G1674	bible/names/greek	names	0	Ἑλληνίς	2
G1675	bible/names/greek	names	0	Ἑλληνιστής	3
G1676	bible/names/greek	names	0	Ἑλληνιστί	2
G1679	bible/kt/hope	kt	1	ἐλπίζω	29
G1680	bible/kt/hope	kt	1	ἐλπίς	53
G1700	bible/other/mock	other	0	ἐμπαιγμονή	1
G1701	bible/other/mock	other	0	ἐμπαιγμός	1
G1702	bible/other/mock	other	0	ἐμπαίζω	12
G1703	bible/other/mock	other	0	ἐμπαίκτης	2
G1715	bible/kt/willofgod	kt	1	ἔμπροσθεν	1
G1718	bible/other/report	other	0	ἐμφανίζω	2
G1719	bible/other/terror	other	0	ἔμφοβος	3
G1719	bible/kt/fear	kt	1	ἔμφοβος	2
G1722	bible/kt/inchrist	kt	1	ἐν	133
G1730	bible/kt/sign	kt	1	ἔνδειγμα	1
G1732	bible/kt/sign	kt	1	ἔνδειξις	3
G1733	bible/kt/thetwelve	kt	1	ἕνδεκα	5
G1738	bible/kt/justice	kt	1	ἔνδικος	2
G1740	bible/kt/glory	kt	1	ἔνδοξάζω	2
G1741	bible/kt/glory	kt	1	ἔνδοξος	2
G1741	bible/kt/honor	kt	1	ἔνδοξος	1
G1748	bible/other/watch	other	0	ἐνεδρεύω	1
G1757	bible/kt/bless	kt	1	ἐνευλογέω	2
G1763	bible/other/biblicaltimeyear	other	0	ἐνιαυτός	11
G1771	bible/other/mind	other	0	ἔννοια	1
G1772	bible/other/law	other	0	ἔννομος	1
G1774	bible/kt/exhort	kt	1	ἐνορκίζω	1
G1776	bible/other/trouble	other	0	ἐνοχλέω	2
G1777	bible/kt/guilt	kt	1	ἔνοχος	3
G1779	bible/other/bury	other	0	ἐνταφιάζω	2
G1780	bible/other/bury	other	0	ἐνταφιασμός	2
G1781	bible/other/instruct	other	0	ἐντέλλω	1
G1783	bible/kt/pray	kt	1	ἔντευξις	1
G1784	bible/kt/honor	kt	1	ἔντιμος	3
G1785	bible/other/instruct	other	0	ἐντολή	1
G1788	bible/other/shame	other	0	ἐντρέπω	3
G1790	bible/other/tremble	other	0	ἔντρομος	3
G1791	bible/other/shame	other	0	ἐντροπή	2
G1793	bible/kt/intercede	kt	1	ἐντυγχάνω	3
G1793	bible/other/plead	other	0	ἐντυγχάνω	1
G1797	bible/other/dream	other	0	ἐνυπνιάζομαι	2
G1798	bible/other/dream	other	0	ἐνύπνιον	1
G1799	bible/other/snare	other	0	ἐνώπιον	1
G1802	bible/names/enoch	names	0	Ἑνώχ	3
G1804	bible/other/preach	other	0	ἐξαγγέλλω	1
G1805	bible/kt/redeem	kt	1	ἐξαγοράζω	4
G1807	bible/other/deliverer	other	0	ἐξαιρέω	6
G1815	bible/kt/resurrection	kt	1	ἐξανάστασις	1
G1818	bible/other/deceive	other	0	ἐξαπατάω	6
G1826	bible/other/lawful	other	0	ἔξειμι	27
G1839	bible/other/mind	other	0	ἐξίστημι	1
G1843	bible/kt/confess	kt	1	ἐξομολογέω	6
G1843	bible/other/praise	other	0	ἐξομολογέω	3
G1848	bible/other/reject	other	0	ἐξουθενέω	1
G1849	bible/kt/authority	kt	1	ἐξουσία	95
G1850	bible/kt/authority	kt	1	ἐξουσιάζω	3
G1854	bible/other/foreigner	other	0	ἔξω	1
G1858	bible/other/festival	other	0	ἑορτάζω	1
G1859	bible/other/festival	other	0	ἑορτή	25
G1860	bible/kt/promise	kt	1	ἐπαγγελία	52
G1861	bible/kt/promise	kt	1	ἐπαγγέλλω	13
G1862	bible/kt/promise	kt	1	ἐπάγγελμα	2
G1867	bible/other/praise	other	0	ἐπαινέω	6
G1868	bible/other/praise	other	0	ἔπαινος	11
G1869	bible/kt/exalt	kt	1	ἐπαίρω	1
G1870	bible/other/shame	other	0	ἐπαισχύνομαι	11
G1871	bible/other/beg	other	0	ἐπαιτέω	2
G1883	bible/kt/curse	kt	1	ἐπάρατος	1
G1885	bible/other/province	other	0	ἐπαρχεία	2
G1908	bible/other/wrong	other	0	ἐπηρεάζω	1
G1909	bible/other/seize	other	0	ἐπί	3
G1909	bible/kt/stone	kt	1	ἐπί	1
G1911	bible/other/seize	other	0	ἐπιβάλλω	3
G1919	bible/other/earth	other	0	ἐπίγειος	7
G1921	bible/other/know	other	0	ἐπιγινώσκω	30
G1921	bible/other/understand	other	0	ἐπιγινώσκω	9
G1921	bible/other/acknowledge	other	0	ἐπιγινώσκω	2
G1922	bible/other/know	other	0	ἐπίγνωσις	20
G1926	bible/other/receive	other	0	ἐπιδέχομαι	2
G1934	bible/other/seek	other	0	ἐπιζητέω	13
G1937	bible/other/lust	other	0	ἐπιθυμέω	4
G1937	bible/other/envy	other	0	ἐπιθυμέω	2
G1938	bible/other/lust	other	0	ἐπιθυμητής	1
G1939	bible/other/lust	other	0	ἐπιθυμία	33
G1939	bible/other/envy	other	0	ἐπιθυμία	2
G1941	bible/kt/call-speakloudly	kt	1	ἐπικαλέω	29
G1944	bible/kt/curse	kt	1	ἐπικατάρατος	2
G1949	bible/other/seize	other	0	ἐπιλαμβάνομαι	4
G1951	bible/kt/call-speakloudly	kt	1	ἐπιλέγω	1
G1951	bible/kt/elect	kt	1	ἐπιλέγω	1
G1955	bible/other/interpret	other	0	ἐπίλυσις	1
G1957	bible/kt/testimony	kt	1	ἐπιμαρτυρέω	1
G1969	bible/other/rebuke	other	0	ἐπιπλήσσω	1
G1983	bible/other/overseer	other	0	ἐπισκοπέω	1
G1984	bible/other/overseer	other	0	ἐπισκοπή	1
G1985	bible/other/overseer	other	0	ἐπίσκοπος	5
G1986	bible/other/sow	other	0	ἐπισπείρω	1
G1986	bible/kt/circumcise	kt	1	ἐπισπάομαι	1
G1987	bible/other/know	other	0	ἐπίσταμαι	11
G1987	bible/other/understand	other	0	ἐπίσταμαι	2
G1988	bible/kt/lord	kt	1	ἐπιστάτης	7
G1990	bible/other/understand	other	0	ἐπιστήμων	1
G1996	bible/other/assembly	other	0	ἐπισυνάγω	3
G2003	bible/kt/authority	kt	1	ἐπιταγή	1
G2005	bible/other/punish	other	0	ἐπιτιμία	1
G2005	bible/other/endure	other	0	ἐπιτελέω	1
G2008	bible/other/rebuke	other	0	ἐπιτιμάω	26
G2012	bible/other/manager	other	0	ἐπίτροπος	2
G2019	bible/other/cry	other	0	ἐπιφωνέω	4
G2032	bible/kt/heaven	kt	1	ἐπουράνιος	19
G2032	bible/kt/kingdomofgod	kt	1	ἐπουράνιος	1
G2038	bible/other/labor	other	0	ἐργάζομαι	36
G2039	bible/other/profit	other	0	ἐργασία	2
G2040	bible/other/labor	other	0	ἐργάτης	16
G2041	bible/other/labor	other	0	ἔργον	2
G2042	bible/other/provoke	other	0	ἐρεθίζω	1
G2047	bible/other/desert	other	0	ἐρημία	4
G2048	bible/other/desert	other	0	ἔρημος	43
G2048	bible/other/desolate	other	0	ἔρημος	4
G2049	bible/other/desolate	other	0	ἐρημόω	4
G2050	bible/other/desolate	other	0	ἐρήμωσις	3
G2052	bible/other/slander	other	0	ἐριθεία	1
G2052	bible/other/strife	other	0	ἐριθεία	1
G2054	bible/other/strife	other	0	ἔρις	7
G2055	bible/other/goat	other	0	ἐρίφιον	1
G2056	bible/other/goat	other	0	ἔριφος	2
G2058	bible/other/interpret	other	0	ἑρμηνία	2
G2063	bible/other/reed	other	0	ἐρυθρός	2
G2063	bible/names/redsea	names	0	ἐρυθρός	2
G2065	bible/kt/pray	kt	1	ἐρωτάω	2
G2065	bible/other/beg	other	0	ἐρωτάω	1
G2068	bible/other/devour	other	0	ἐσθίω	2
G2078	bible/kt/lastday	kt	1	ἔσχατος	14
G2085	bible/other/doctrine	other	0	ἑτεροδιδασκαλέω	1
G2086	bible/other/yoke	other	0	ἑτεροζυγέω	1
G2087	bible/other/neighbor	other	0	ἕτερος	1
G2094	bible/other/biblicaltimeyear	other	0	ἔτος	48
G2095	bible/kt/good	kt	1	εὖ	5
G2096	bible/names/eve	names	0	Εὕα	2
G2097	bible/kt/goodnews	kt	1	εὐαγγελίζω	38
G2098	bible/kt/goodnews	kt	1	εὐαγγέλιον	75
G2099	bible/kt/evangelism	kt	1	εὐαγγελιστής	3
G2104	bible/other/noble	other	0	εὐγενής	2
G2106	bible/other/delight	other	0	εὐδοκέω	14
G2107	bible/kt/good	kt	1	εὐδοκία	3
G2107	bible/other/delight	other	0	εὐδοκία	1
G2108	bible/kt/good	kt	1	εὐεργεσία	1
G2109	bible/kt/good	kt	1	εὐεργετέω	1
G2114	bible/other/courage	other	0	εὐθυμέω	2
G2115	bible/other/courage	other	0	εὔθυμος	1
G2118	bible/kt/righteous	kt	1	εὐθύτης	1
G2119	bible/other/age-timeperiod	other	0	εὐκαιρέω	2
G2121	bible/other/age-timeperiod	other	0	εὔκαιρος	1
G2124	bible/other/reverence	other	0	εὐλάβεια	1
G2125	bible/other/reverence	other	0	εὐλαβέομαι	1
G2127	bible/kt/bless	kt	1	εὐλογέω	41
G2128	bible/kt/bless	kt	1	εὐλογητός	8
G2129	bible/kt/bless	kt	1	εὐλογία	12
G2129	bible/other/praise	other	0	εὐλογία	3
G2134	bible/kt/eunuch	kt	1	εὐνουχίζω	2
G2135	bible/kt/eunuch	kt	1	εὐνοῦχος	8
G2137	bible/other/prosper	other	0	εὐοδόω	4
G2140	bible/kt/good	kt	1	εὐποιΐα	1
G2144	bible/kt/favor	kt	1	εὐπρόσδεκτος	1
G2150	bible/kt/godly	kt	1	εὐσέβεια	15
G2151	bible/kt/worship	kt	1	εὐσεβέω	1
G2151	bible/kt/honor	kt	1	εὐσεβέω	1
G2152	bible/kt/godly	kt	1	εὐσεβής	1
G2153	bible/kt/godly	kt	1	εὐσεβῶς	1
G2166	bible/names/euphrates	names	0	Εὐφράτης	2
G2167	bible/other/joy	other	0	εὐφροσύνη	1
G2171	bible/other/oath	other	1	εὐχή	2
G2171	bible/kt/pray	kt	1	εὐχή	1
G2172	bible/kt/pray	kt	1	εὔχομαι	4
G2174	bible/other/courage	other	0	εὐψυχέω	1
G2180	bible/names/ephesus	names	0	Ἐφέσιος	5
G2181	bible/names/ephesus	names	0	Ἔφεσος	16
G2187	bible/names/ephraim	names	0	Ἐφραίμ	1
G2189	bible/other/adversary	other	0	ἔχθρα	1
G2190	bible/other/adversary	other	0	ἐχθρός	32
G2191	bible/other/serpent	other	0	ἔχιδνα	5
G2192	bible/kt/demonpossessed	kt	1	ἔχω	3
G2192	bible/other/conceive	other	0	ἔχω	2
G2192	bible/other/possess	other	0	ἔχω	1
G2194	bible/names/zebulun	names	0	Ζαβουλών	3
G2195	bible/names/zacchaeus	names	0	Ζακχαῖος	3
G2197	bible/names/zechariahnt	names	0	Ζαχαρίας	9
G2198	bible/kt/sonsofgod	kt	1	ζάω	1
G2198	bible/kt/holyspirit	kt	1	ζάω	1
G2199	bible/names/zebedee	names	0	Ζεβεδαῖος	12
G2199	bible/names/jamessonofzebedee	names	0	Ζεβεδαῖος	1
G2205	bible/kt/jealous	kt	1	ζῆλος	9
G2205	bible/kt/zealous	kt	1	ζῆλος	7
G2206	bible/kt/jealous	kt	1	ζηλόω	4
G2206	bible/kt/zealous	kt	1	ζηλόω	4
G2206	bible/other/envy	other	0	ζηλόω	1
G2207	bible/kt/zealous	kt	1	ζηλωτής	8
G2207	bible/names/simonthezealot	names	0	ζηλωτής	2
G2210	bible/other/suffer	other	0	ζημιόω	1
G2212	bible/other/seek	other	0	ζητέω	114
G2216	bible/names/zerubbabel	names	0	Ζοροβαβέλ	3
G2218	bible/other/yoke	other	0	ζυγός	5
G2219	bible/other/yeast	other	0	ζύμη	13
G2220	bible/other/yeast	other	0	ζυμόω	4
G2222	bible/other/bookoflife	other	0	ζωή	6
G2222	bible/kt/soul	kt	1	ζωή	1
