strong	tw_article	category	is_kt	lemma	n
H6363	bible/other/firstborn	other	0	פֶּטֶר	1
H6365	bible/other/destroyer	other	0	פִּיד	2
H6365	bible/other/trouble	other	0	פִּיד	1
H6370	bible/other/concubine	other	0	פִּילֶגֶשׁ	29
H6372	bible/names/phinehas	names	0	פִּינְחָס	25
H6375	bible/other/tremble	other	0	פִּיק	1
H6381	bible/kt/miracle	kt	1	פָּלָא	43
H6381	bible/other/hard	other	0	פָּלָא	1
H6381	bible/other/afflict	other	0	פָּלָא	1
H6381	bible/kt/good	kt	1	פָּלָא	1
H6381	bible/other/labor	other	0	פָּלָא	1
H6382	bible/kt/miracle	kt	1	פֶּלֶא	7
H6399	bible/other/servant	other	0	פְּלַח	1
H6403	bible/other/deliverer	other	0	פָּלַט	8
H6403	bible/kt/save	kt	1	פָּלַט	2
H6403	bible/kt/savior	kt	1	פָּלַט	1
H6405	bible/other/deliverer	other	0	פַּלֵּט	1
H6413	bible/other/deliverer	other	0	פְּלֵיטָה	5
H6413	bible/kt/remnant	kt	1	פְּלֵיטָה	1
H6414	bible/kt/judge	kt	1	פָּלִיל	1
H6414	bible/kt/iniquity	kt	1	פָּלִיל	1
H6414	bible/other/judgeposition	other	1	פָּלִיל	1
H6416	bible/other/judgeposition	other	1	פְּלִילִי	1
H6418	bible/other/staff	other	0	פֶּלֶךְ	1
H6419	bible/kt/pray	kt	1	פָּלַל	62
H6419	bible/kt/intercede	kt	1	פָּלַל	3
H6426	bible/other/pillar	other	0	פָּלַץ	1
H6427	bible/other/tremble	other	0	פַּלָּצוּת	1
H6427	bible/other/horror	other	0	פַּלָּצוּת	1
H6429	bible/names/philistia	names	0	פְּלֶשֶׁת	8
H6430	bible/names/philistines	names	0	פְּלִשְׁתִּי	274
H6431	bible/names/philistines	names	0	פְּלִשְׁתִּי	1
H6437	bible/kt/honor	kt	1	פָּנָה	1
H6438	bible/kt/cornerstone	kt	1	פִּנָּה	3
H6453	bible/kt/passover	kt	1	פֶּסַח	37
H6456	bible/kt/falsegod	kt	1	פְּסִיל	4
H6456	bible/other/image	other	1	פְּסִיל	4
H6459	bible/kt/falsegod	kt	1	פֶּסֶל	10
H6459	bible/other/image	other	0	פֶּסֶל	7
H6465	bible/names/peor	names	0	פְּעוֹר	1
H6466	bible/names/maker	names	0	פָּעַל	1
H6466	bible/other/commit	other	0	פָּעַל	1
H6466	bible/kt/evil	kt	1	פָּעַל	1
H6466	bible/other/labor	other	0	פָּעַל	1
H6467	bible/other/labor	other	0	פֹּעַל	7
H6470	bible/other/trouble	other	0	פָּעַם	2
H6471	bible/other/age-timeperiod	other	0	פַּעַם	6
H6475	bible/other/deliver-toharm	other	0	פָּצָה	3
H6485	bible/kt/appoint	kt	1	פָּקַד	67
H6485	bible/other/punish	other	1	פָּקַד	5
H6485	bible/other/overseer	other	0	פָּקַד	2
H6485	bible/other/assign	other	0	פָּקַד	2
H6485	bible/other/commit	other	0	פָּקַד	1
H6490	bible/other/statute	other	1	פִּקּוּד	8
H6496	bible/other/overseer	other	0	פָּקִיד	11
H6499	bible/other/cow	other	0	פַּר	87
H6501	bible/other/donkey	other	0	פֶּרֶא	6
H6504	bible/other/disperse	other	0	פָּרַד	4
H6505	bible/other/donkey	other	0	פֶּרֶד	10
H6506	bible/other/donkey	other	0	פִּרְדָּה	3
H6507	bible/other/seed	other	0	פְּרֻדָה	1
H6509	bible/other/fruit	other	0	פָּרָה	18
H6509	bible/other/bear	other	0	פָּרָה	1
H6510	bible/other/cow	other	0	פָּרָה	18
H6518	bible/other/warrior	other	0	פָּרָז	1
H6522	bible/names/perizzite	names	0	פְּרִזִּי	23
H6529	bible/other/fruit	other	0	פְּרִי	109
H6529	bible/other/harvest	other	0	פְּרִי	2
H6532	bible/other/curtain	other	0	פֹּרֶכֶת	24
H6539	bible/names/persia	names	0	פָּרַס	26
H6540	bible/names/persia	names	0	פָּרַס	2
H6542	bible/names/persia	names	0	פַּרְסִי	1
H6546	bible/other/chief	other	0	פַּרְעָה	1
H6547	bible/names/pharaoh	names	0	פַּרְעֹה	235
H6549	bible/names/pharaoh	names	0	פַּרְעֹה נְכֹה	3
H6563	bible/other/plunder	other	0	פֶּרֶק	1
H6565	bible/other/destroyer	other	0	פָּרַר	1
H6566	bible/other/disperse	other	0	פָּרַשׂ	1
H6569	bible/other/dung	other	0	פֶּרֶשׁ	2
H6571	bible/other/horsemen	other	0	פָּרָשׁ	26
H6571	bible/other/horse	other	0	פָּרָשׁ	1
H6578	bible/names/euphrates	names	0	פְּרָת	17
H6579	bible/other/noble	other	0	פַּרְתַּם	3
H6580	bible/kt/transgression	kt	1	פַּשׁ	1
H6584	bible/other/plunder	other	0	פָּשַׁט	1
H6586	bible/other/rebel	other	0	פָּשַׁע	8
H6586	bible/kt/transgression	kt	1	פָּשַׁע	5
H6586	bible/kt/sin	kt	1	פָּשַׁע	1
H6588	bible/kt/transgression	kt	1	פֶּשַׁע	42
H6588	bible/kt/sin	kt	1	פֶּשַׁע	3
H6588	bible/other/rebel	other	0	פֶּשַׁע	1
H6599	bible/other/decree	other	0	פִּתְגָּם	2
H6600	bible/other/decree	other	0	פִּתְגָּם	2
H6600	bible/other/report	other	0	פִּתְגָּם	1
H6601	bible/other/deceive	other	0	פָּתָה	7
H6605	bible/other/deliver-toharm	other	0	פָּתַח	1
H6607	bible/other/gate	other	0	פֶּתַח	1
H6608	bible/other/threshold	other	0	פֵּתַח	1
H6609	bible/other/sword	other	0	פְּתִחָה	1
H6617	bible/other/shrewd	other	0	פָּתַל	2
H6620	bible/other/serpent	other	0	פֶּתֶן	1
H6622	bible/other/interpret	other	0	פָּתַר	9
H6623	bible/other/interpret	other	0	פִּתְרוֹן	5
H6629	bible/other/flock	other	0	צֹאן	170
H6629	bible/other/sheep	other	0	צֹאן	86
H6629	bible/kt/lamb	kt	1	צֹאן	1
H6631	bible/other/descendant	other	0	צֶאֱצָא	1
H6633	bible/other/servant	other	0	צָבָא	3
H6635	bible/kt/yahwehofhosts	kt	1	צָבָא	23
H6635	bible/other/trouble	other	0	צָבָא	2
H6635	bible/other/commander	other	0	צָבָא	1
H6643	bible/other/splendor	other	0	צְבִי	1
H6658	bible/other/ruin	other	0	צָדָה	1
H6659	bible/names/zadok	names	0	צָדוֹק	53
H6662	bible/kt/righteous	kt	1	צַדִּיק	187
H6662	bible/kt/justice	kt	1	צַדִּיק	2
H6663	bible/kt/righteous	kt	1	צָדַק	17
H6663	bible/kt/justice	kt	1	צָדַק	5
H6663	bible/other/declare	other	1	צָדַק	3
H6663	bible/kt/good	kt	1	צָדַק	2
H6664	bible/kt/righteous	kt	1	צֶדֶק	63
H6664	bible/kt/justice	kt	1	צֶדֶק	4
H6664	bible/kt/good	kt	1	צֶדֶק	2
H6666	bible/kt/righteous	kt	1	צְדָקָה	75
H6666	bible/kt/justice	kt	1	צְדָקָה	1
H6667	bible/names/zedekiah	names	0	צִדְקִיָּה	63
H6670	bible/other/joy	other	0	צָהַל	4
H6671	bible/other/oil	other	0	צָהַר	1
H6672	bible/other/biblicaltimeday	other	0	צֹהַר	1
H6677	bible/other/yoke	other	0	צַוָּאר	1
H6680	bible/other/instruct	other	0	צָוָה	4
H6680	bible/kt/appoint	kt	1	צָוָה	4
H6680	bible/other/ordain	other	0	צָוָה	1
H6682	bible/other/cry	other	0	צְוָחָה	1
H6684	bible/other/fast	other	0	צוּם	20
H6685	bible/other/fast	other	0	צוֹם	26
H6688	bible/other/honey	other	0	צוּף	2
H6695	bible/other/anguish	other	0	צוֹק	1
H6696	bible/other/siege	other	0	צוּר	14
H6696	bible/other/trouble	other	0	צוּר	2
H6696	bible/kt/bond	kt	1	צוּר	1
H6697	bible/kt/stone	kt	1	צוּר	1
H6711	bible/other/mock	other	0	צָחַק	3
H6721	bible/names/sidon	names	0	צִידוֹן	12
H6722	bible/names/sidon	names	0	צִידֹנִי	13
H6723	bible/other/barren	other	0	צִיָּה	14
H6723	bible/other/earth	other	0	צִיָּה	2
H6723	bible/other/desert	other	0	צִיָּה	1
H6726	bible/kt/zion	kt	1	צִיּוֹן	148
H6728	bible/other/desert	other	0	צִיִּי	2
H6735	bible/other/messenger	other	0	צִיר	2
H6739	bible/kt/pray	kt	1	צְלָא	2
H6743	bible/other/prosper	other	0	צָלַח	48
H6744	bible/other/prosper	other	0	צְלַח	1
H6754	bible/kt/imageofgod	kt	1	צֶלֶם	4
H6754	bible/other/image	other	1	צֶלֶם	4
H6761	bible/other/stumble	other	0	צֶלַע	2
H6767	bible/other/spear	other	0	צְלָצַל	1
H6774	bible/other/earth	other	0	צִמָּאוֹן	1
H6776	bible/other/yoke	other	0	צֶמֶד	1
H6777	bible/other/veil	other	0	צַמָּה	3
H6782	bible/other/snare	other	0	צַמִּים	1
H6789	bible/other/destroyer	other	0	צָמַת	11
H6789	bible/other/consume	other	0	צָמַת	1
H6791	bible/other/thorn	other	0	צֵן	2
H6792	bible/other/sheep	other	0	צֹנֵא	1
H6793	bible/other/shield	other	0	צִנָּה	7
H6796	bible/other/thorn	other	0	צָנִין	1
H6809	bible/other/veil	other	0	צָעִיף	3
H6817	bible/other/cry	other	0	צָעַק	36
H6817	bible/kt/call-speakloudly	kt	1	צָעַק	1
H6818	bible/other/cry	other	0	צַעֲקָה	15
H6820	bible/names/zoar	names	0	צֹעַר	10
H6822	bible/other/watch	other	0	צָפָה	14
H6822	bible/other/biblicaltimewatch	other	0	צָפָה	1
H6842	bible/other/goat	other	0	צָפִיר	2
H6845	bible/other/ordain	other	1	צָפַן	1
H6845	bible/other/watch	other	0	צָפַן	1
H6846	bible/names/zephaniah	names	0	צְפַנְיָה	10
H6848	bible/other/serpent	other	0	צֶפַע	1
H6862	bible/other/adversary	other	0	צַר	63
H6862	bible/other/trouble	other	0	צַר	10
H6862	bible/other/tribulation	other	0	צַר	6
H6862	bible/other/afflict	other	0	צַר	4
H6862	bible/other/persecute	other	0	צַר	1
H6865	bible/names/tyre	names	0	צֹר	35
H6869	bible/other/trouble	other	0	צָרָה	59
H6869	bible/other/tribulation	other	0	צָרָה	5
H6869	bible/other/afflict	other	0	צָרָה	4
H6869	bible/other/adversary	other	0	צָרָה	1
H6869	bible/other/anguish	other	0	צָרָה	1
H6873	bible/other/cry	other	0	צָרַח	1
H6876	bible/names/tyre	names	0	צֹרִי	3
H6877	bible/other/stronghold	other	0	צְרִיחַ	3
H6877	bible/other/pit	other	0	צְרִיחַ	1
H6879	bible/other/leprosy	other	0	צָרַע	7
H6879	bible/other/afflict	other	0	צָרַע	1
H6883	bible/other/leprosy	other	0	צָרַעַת	5
H6884	bible/kt/test	kt	1	צָרַף	2
H6887	bible/other/adversary	other	0	צָרַר	21
H6887	bible/kt/bond	kt	1	צָרַר	5
H6887	bible/other/afflict	other	0	צָרַר	3
H6887	bible/other/siege	other	0	צָרַר	2
H6887	bible/other/tribulation	other	0	צָרַר	2
H6887	bible/other/trouble	other	0	צָרַר	1
H6893	bible/other/desert	other	0	קָאַת	1
H6895	bible/kt/curse	kt	1	קָבַב	1
H6900	bible/other/tomb	other	0	קְבוּרָה	8
H6901	bible/other/receive	other	0	קָבַל	3
H6906	bible/other/thief	other	0	קָבַע	4
H6906	bible/other/plunder	other	0	קָבַע	2
H6908	bible/other/assembly	other	0	קָבַץ	52
H6912	bible/other/bury	other	0	קָבַר	107
H6913	bible/other/tomb	other	0	קֶבֶר	53
H6915	bible/other/bow	other	0	קָדַד	15
H6918	bible/kt/holy	kt	1	קָדוֹשׁ	92
H6918	bible/kt/holyone	kt	1	קָדוֹשׁ	7
H6918	bible/kt/sanctify	kt	1	קָדוֹשׁ	4
H6918	bible/kt/consecrate	kt	1	קָדוֹשׁ	1
H6921	bible/kt/spirit	kt	1	קָדִים	2
H6923	bible/other/receive	other	0	קָדַם	1
H6924	bible/other/age-timeperiod	other	0	קֶדֶם	3
H6937	bible/other/mourn	other	0	קָדַר	5
H6938	bible/names/kedar	names	0	קֵדָר	12
H6939	bible/names/kidronvalley	names	0	קִדְרוֹן	1
H6942	bible/kt/consecrate	kt	1	קָדַשׁ	86
H6942	bible/kt/holy	kt	1	קָדַשׁ	5
H6942	bible/kt/sanctify	kt	1	קָדַשׁ	4
H6943	bible/names/kedesh	names	0	קֶדֶשׁ	10
H6944	bible/kt/holy	kt	1	קֹדֶשׁ	400
H6944	bible/kt/holyplace	kt	1	קֹדֶשׁ	23
H6944	bible/kt/sanctuary	kt	1	קֹדֶשׁ	11
H6944	bible/other/holycity	other	0	קֹדֶשׁ	2
H6944	bible/kt/consecrate	kt	1	קֹדֶשׁ	1
H6944	bible/other/sacrifice	other	1	קֹדֶשׁ	1
H6945	bible/other/prostitute	other	0	קָדֵשׁ	6
H6946	bible/names/kadesh	names	0	קָדֵשׁ	6
H6947	bible/names/kadesh	names	0	קָדֵשׁ בַּרְנֵעַ	16
H6948	bible/other/prostitute	other	0	קְדֵשָׁה	1
H6950	bible/other/assembly	other	0	קָהַל	22
H6951	bible/other/assembly	other	0	קָהָל	116
H6952	bible/other/assembly	other	0	קְהִלָּה	2
H6960	bible/kt/hope	kt	1	קָוָה	3
H6963	bible/other/chariot	other	0	קוֹל	1
H6963	bible/other/preach	other	0	קוֹל	1
H6963	bible/other/horn	other	0	קוֹל	1
H6965	bible/other/confirm	other	0	קוּם	8
H6965	bible/other/ordain	other	0	קוּם	8
H6965	bible/other/decree	other	0	קוּם	3
H6965	bible/other/rebel	other	0	קוּם	1
H6965	bible/other/adversary	other	0	קוּם	1
H6965	bible/other/dedicate	other	0	קוּם	1
H6965	bible/kt/fulfill	kt	1	קוּם	1
H6969	bible/kt/lament	kt	1	קוּן	2
H6975	bible/other/thorn	other	0	קוֹץ	5
H6986	bible/other/destroyer	other	0	קֶטֶב	1
H6988	bible/other/incense	other	0	קְטוֹרָה	1
H6991	bible/other/slain	other	0	קָטַל	3
H6993	bible/other/slaughter	other	0	קֶטֶל	1
H6999	bible/other/incense	other	0	קָטַר	20
H6999	bible/other/sacrifice	other	0	קָטַר	1
H7004	bible/other/incense	other	0	קְטֹרֶת	18
H7004	bible/other/altarofincense	other	0	קְטֹרֶת	1
H7009	bible/other/adversary	other	0	קִים	1
H7013	bible/other/spear	other	0	קַיִן	1
H7014	bible/names/cain	names	0	קַיִן	17
H7015	bible/kt/lament	kt	1	קִינָה	1
H7019	bible/other/fruit	other	0	קַיִץ	2
H7021	bible/other/sow	other	0	קִיקָיוֹן	5
H7022	bible/other/shame	other	0	קִיקָלוֹן	1
H7023	bible/other/horn	other	0	קִיר	1
H7033	bible/other/grain	other	0	קָלָה	1
H7034	bible/other/shame	other	0	קָלָה	1
H7034	bible/other/dishonor	other	0	קָלָה	1
H7036	bible/other/shame	other	0	קָלוֹן	9
H7036	bible/other/dishonor	other	0	קָלוֹן	3
H7039	bible/other/grain	other	0	קָלִי	4
H7043	bible/kt/curse	kt	1	קָלַל	29
H7043	bible/other/contempt	other	0	קָלַל	3
H7043	bible/kt/humble	kt	1	קָלַל	1
H7045	bible/kt/curse	kt	1	קְלָלָה	23
H7046	bible/other/mock	other	0	קָלַס	2
H7050	bible/other/curtain	other	0	קֶלַע	22
H7054	bible/other/grain	other	0	קָמָה	3
H7063	bible/other/thorn	other	0	קִמָּשׁוֹן	1
H7065	bible/kt/jealous	kt	1	קָנָא	11
H7065	bible/other/envy	other	0	קָנָא	7
H7065	bible/kt/zealous	kt	1	קָנָא	5
H7067	bible/kt/jealous	kt	1	קַנָּא	6
H7068	bible/kt/jealous	kt	1	קִנְאָה	6
H7068	bible/kt/zealous	kt	1	קִנְאָה	5
H7068	bible/other/envy	other	0	קִנְאָה	1
H7069	bible/kt/redeem	kt	1	קָנָה	21
H7069	bible/other/creation	other	0	קָנָה	1
H7069	bible/other/possess	other	0	קָנָה	1
H7070	bible/other/reed	other	0	קָנֶה	6
H7072	bible/kt/jealous	kt	1	קַנּוֹא	2
H7075	bible/other/creation	other	0	קִנְיָן	1
H7075	bible/other/possess	other	0	קִנְיָן	1
H7080	bible/other/divination	other	1	קָסַם	6
H7081	bible/other/divination	other	0	קֶסֶם	3
H7092	bible/other/assembly	other	0	קָפַץ	1
H7094	bible/other/sheep	other	0	קָצַב	1
H7101	bible/other/commander	other	0	קָצִין	5
H7105	bible/other/harvest	other	0	קָצִיר	47
H7107	bible/kt/wrath	kt	1	קָצַף	4
H7107	bible/other/provoke	other	0	קָצַף	3
H7109	bible/kt/wrath	kt	1	קְצַף	1
H7110	bible/kt/wrath	kt	1	קֶצֶף	7
H7110	bible/other/rage	other	0	קֶצֶף	1
H7114	bible/other/harvest	other	0	קָצַר	28
H7121	bible/kt/call-speakloudly	kt	1	קָרָא	326
H7121	bible/kt/call-tosummon	kt	1	קָרָא	135
H7121	bible/other/declare	other	0	קָרָא	99
H7121	bible/kt/call-toname	kt	1	קָרָא	59
H7121	bible/other/cry	other	0	קָרָא	32
H7121	bible/kt/pray	kt	1	קָרָא	10
H7121	bible/other/preach	other	0	קָרָא	5
H7121	bible/kt/worship	kt	1	קָרָא	3
H7121	bible/other/renown	other	0	קָרָא	2
H7122	bible/other/assembly	other	0	קָרָא	1
H7127	bible/other/sacrifice	other	0	קְרֵב	6
H7133	bible/other/sacrifice	other	0	קׇרְבָּן	2
H7134	bible/other/ax	other	0	קַרְדֹּם	4
H7138	bible/other/neighbor	other	0	קָרוֹב	2
H7138	bible/other/kin	other	0	קָרוֹב	1
H7140	bible/other/hail	other	0	קֶרַח	1
H7141	bible/names/korah	names	0	קֹרַח	27
H7145	bible/names/korah	names	0	קׇרְחִי	1
H7150	bible/other/preach	other	0	קְרִיאָה	1
H7153	bible/names/hebron	names	0	קִרְיַת אַרְבַּע	14
H7154	bible/names/baal	names	0	קִרְיַת בַּעַל	4
H7160	bible/other/horn	other	0	קָרַן	1
H7161	bible/other/horn	other	0	קֶרֶן	38
H7169	bible/kt/evil	kt	1	קָרַץ	1
H7179	bible/other/chaff	other	0	קַשׁ	3
H7185	bible/other/hard-unyielding	other	0	קָשָׁה	4
H7185	bible/other/hard	other	0	קָשָׁה	3
H7186	bible/other/hard	other	0	קָשֶׁה	4
H7186	bible/other/labor	other	0	קָשֶׁה	1
H7186	bible/other/hard-unyielding	other	0	קָשֶׁה	1
H7189	bible/other/bowweapon	other	0	קֹשֶׁט	1
H7193	bible/other/armor	other	0	קַשְׂקֶשֶׂת	1
H7194	bible/kt/bond	kt	1	קָשַׁר	11
H7197	bible/other/assembly	other	0	קָשַׁשׁ	4
H7198	bible/other/bowweapon	other	0	קֶשֶׁת	37
H7198	bible/other/bow	other	0	קֶשֶׁת	4
H7199	bible/other/archer	other	0	קַשָּׁת	1
H7200	bible/other/seek	other	0	רָאָה	2
H7200	bible/kt/fear	kt	1	רָאָה	2
H7200	bible/kt/prophet	kt	1	רָאָה	2
H7203	bible/kt/prophet	kt	1	רֹאֶה	5
H7205	bible/names/reuben	names	0	רְאוּבֵן	65
H7206	bible/names/reuben	names	0	רְאוּבֵנִי	8
H7214	bible/other/cow	other	0	רְאֵם	4
H7216	bible/names/ramoth	names	0	רָאמוֹת	2
H7217	bible/other/chief	other	0	רֵאשׁ	1
H7218	bible/other/chief	other	0	רֹאשׁ	35
H7218	bible/other/census	other	0	רֹאשׁ	1
H7218	bible/kt/highpriest	kt	1	רֹאשׁ	1
H7218	bible/other/ruler	other	0	רֹאשׁ	1
H7218	bible/kt/good	kt	1	רֹאשׁ	1
H7218	bible/other/gird	other	0	רֹאשׁ	1
H7223	bible/other/age-timeperiod	other	0	רִאשׁוֹן	1
H7223	bible/other/biblicaltimeday	other	0	רִאשׁוֹן	1
H7225	bible/other/firstfruit	other	0	רֵאשִׁית	20
H7225	bible/other/firstfruits	other	0	רֵאשִׁית	1
H7227	bible/other/chief	other	0	רַב	6
H7227	bible/other/mighty	other	1	רַב	2
H7227	bible/other/overseer	other	0	רַב	1
H7227	bible/other/archer	other	0	רַב	1
H7227	bible/other/nation	other	0	רַב	1
H7228	bible/other/archer	other	0	רַב	1
H7231	bible/other/multiply	other	0	רָבַב	3
H7235	bible/other/multiply	other	0	רָבָה	62
H7235	bible/other/age-timeperiod	other	0	רָבָה	1
H7237	bible/names/rabbah	names	0	רַבָּה	15
H7243	bible/other/biblicaltimeday	other	0	רְבִיעִי	1
H7257	bible/other/flock	other	0	רָבַץ	1
H7259	bible/names/rebekah	names	0	רִבְקָה	30
H7264	bible/other/tremble	other	0	רָגַז	30
H7264	bible/other/rage	other	0	רָגַז	3
H7264	bible/other/trouble	other	0	רָגַז	1
H7267	bible/other/trouble	other	0	רֹגֶז	3
H7267	bible/other/rage	other	0	רֹגֶז	1
H7267	bible/kt/wrath	kt	1	רֹגֶז	1
H7268	bible/other/tremble	other	0	רַגָּז	1
H7270	bible/other/slander	other	0	רָגַל	2
H7273	bible/other/warrior	other	0	רַגְלִי	3
H7275	bible/kt/stone	kt	1	רָגַם	3
H7277	bible/other/assembly	other	0	רִגְמָה	1
H7280	bible/other/peace	other	0	רָגַע	1
H7281	bible/other/biblicaltimehour	other	0	רֶגַע	7
H7282	bible/other/peace	other	0	רָגֵעַ	1
H7285	bible/other/assembly	other	1	רֶגֶשׁ	1
H7287	bible/other/ruler	other	0	רָדָה	7
H7287	bible/kt/dominion	kt	1	רָדָה	5
H7291	bible/other/persecute	other	0	רָדַף	17
H7293	bible/names/rahab	names	0	רַהַב	2
H7294	bible/names/rahab	names	0	רַהַב	2
H7295	bible/other/proud	other	0	רָהָב	1
H7301	bible/other/feast	other	0	רָוָה	1
H7307	bible/kt/spirit	kt	1	רוּחַ	299
H7307	bible/kt/holyspirit	kt	1	רוּחַ	29
H7311	bible/kt/exalt	kt	1	רוּם	38
H7311	bible/other/sacrifice	other	0	רוּם	3
H7318	bible/kt/exalt	kt	1	רוֹמָם	1
H7319	bible/kt/exalt	kt	1	רוֹמְמָה	1
H7321	bible/kt/call-speakloudly	kt	1	רוּעַ	7
H7321	bible/other/alarm	other	0	רוּעַ	4
H7321	bible/other/joy	other	1	רוּעַ	2
H7322	bible/other/tremble	other	0	רוּף	1
H7327	bible/names/ruth	names	0	רוּת	12
H7332	bible/other/waste	other	0	רָזוֹן	1
H7333	bible/other/ruler	other	0	רָזוֹן	1
H7336	bible/other/ruler	other	0	רָזַן	4
H7343	bible/names/rahab	names	0	רָחָב	5
H7346	bible/names/rehoboam	names	0	רְחַבְעָם	49
H7349	bible/kt/mercy	kt	1	רַחוּם	8
H7349	bible/kt/compassion	kt	1	רַחוּם	5
H7353	bible/other/sheep	other	0	רָחֵל	3
H7354	bible/names/rachel	names	0	רָחֵל	47
H7355	bible/kt/compassion	kt	1	רָחַם	11
H7355	bible/kt/mercy	kt	1	רָחַם	2
H7355	bible/kt/love	kt	1	רָחַם	1
H7356	bible/kt/compassion	kt	1	רַחַם	16
H7356	bible/kt/mercy	kt	1	רַחַם	13
H7356	bible/other/womb	other	0	רַחַם	2
H7358	bible/other/womb	other	0	רֶחֶם	16
H7362	bible/kt/compassion	kt	1	רַחְמָנִי	1
H7378	bible/other/plead	other	0	רִיב	7
H7378	bible/other/strife	other	0	רִיב	4
H7378	bible/other/rebuke	other	0	רִיב	1
H7379	bible/other/strife	other	0	רִיב	18
H7379	bible/other/plead	other	0	רִיב	1
H7383	bible/other/grain	other	0	רִיפָה	2
H7385	bible/other/vain	other	0	רִיק	2
H7392	bible/other/horse	other	0	רָכַב	9
H7393	bible/other/chariot	other	0	רֶכֶב	64
H7395	bible/other/chariot	other	0	רַכָּב	1
H7395	bible/other/horsemen	other	0	רַכָּב	1
H7398	bible/other/chariot	other	0	רְכוּב	1
H7399	bible/kt/good	kt	1	רְכוּשׁ	1
H7400	bible/other/gossip	other	0	רָכִיל	2
H7409	bible/other/horse	other	0	רֶכֶשׁ	3
H7411	bible/other/deceive	other	0	רָמָה	7
H7414	bible/names/ramah	names	0	רָמָה	36
H7416	bible/other/pomegranate	other	0	רִמּוֹן	19
H7417	bible/names/rimmon	names	0	רִמּוֹן	16
H7418	bible/names/ramoth	names	0	רָמוֹת	1
H7420	bible/other/spear	other	0	רֹמַח	8
H7423	bible/other/deceive	other	0	רְמִיָּה	4
H7424	bible/other/horse	other	0	רַמָּךְ	1
H7426	bible/kt/exalt	kt	1	רָמַם	1
H7429	bible/other/trample	other	0	רָמַס	6
H7433	bible/names/ramoth	names	0	רָמֹת גִּלעָד	13
H7433	bible/names/gilead	names	0	רָמֹת גִּלעָד	4
H7434	bible/names/mizpah	names	0	רָמַת הַמִּצְפֶּה	2
H7440	bible/other/joy	other	0	רִנָּה	8
H7440	bible/other/cry	other	0	רִנָּה	7
H7440	bible/kt/call-speakloudly	kt	1	רִנָּה	3
H7442	bible/other/joy	other	0	רָנַן	17
H7442	bible/kt/call-speakloudly	kt	1	רָנַן	5
H7442	bible/other/cry	other	0	רָנַן	3
H7444	bible/kt/call-speakloudly	kt	1	רַנֵּן	1
H7445	bible/other/joy	other	0	רְנָנָה	3
H7451	bible/kt/evil	kt	1	רַע	541
H7451	bible/other/wrong	other	1	רַע	17
H7451	bible/other/trouble	other	0	רַע	15
H7451	bible/kt/repent	kt	1	רַע	2
H7451	bible/other/tribulation	other	0	רַע	2
H7451	bible/other/afflict	other	0	רַע	1
H7451	bible/other/terror	other	1	רַע	1
H7451	bible/other/dishonor	other	0	רַע	1
H7451	bible/kt/woe	kt	1	רַע	1
H7453	bible/other/neighbor	other	0	רֵעַ	61
H7453	bible/other/companion	other	0	רֵעַ	49
H7455	bible/kt/evil	kt	1	רֹעַ	4
H7458	bible/other/famine	other	0	רָעָב	67
H7459	bible/other/famine	other	0	רְעָבוֹן	2
H7460	bible/other/tremble	other	0	רָעַד	3
H7461	bible/other/tremble	other	0	רַעַד	5
H7462	bible/other/shepherd	other	0	רָעָה	32
H7462	bible/other/devour	other	0	רָעָה	1
H7463	bible/other/companion	other	0	רֵעֶה	3
H7464	bible/other/companion	other	0	רֵעָה	2
H7467	bible/names/jethro	names	0	רְעוּאֵל	1
H7468	bible/other/neighbor	other	0	רְעוּת	1
H7470	bible/kt/willofgod	kt	1	רְעוּת	1
H7473	bible/other/shepherd	other	0	רֹעִי	7
H7489	bible/kt/evil	kt	1	רָעַע	31
H7489	bible/other/afflict	other	0	רָעַע	28
H7489	bible/other/wrong	other	0	רָעַע	8
H7489	bible/other/trouble	other	0	רָעַע	2
H7489	bible/other/desecrate	other	0	רָעַע	1
H7493	bible/other/tremble	other	0	רָעַשׁ	23
H7494	bible/other/tremble	other	0	רַעַשׁ	1
H7496	bible/kt/spirit	kt	1	רָפָא	3
H7496	bible/names/rapha	names	0	רָפָא	2
H7497	bible/names/rapha	names	0	רָפָא	17
H7503	bible/other/deliver-toharm	other	0	רָפָה	1
H7503	bible/other/forsaken	other	0	רָפָה	1
H7511	bible/kt/humble	kt	1	רָפַס	2
H7515	bible/other/trample	other	0	רָפַשׂ	1
H7521	bible/other/delight	other	0	רָצָה	7
H7521	bible/kt/favor	kt	1	רָצָה	5
H7521	bible/other/plead	other	0	רָצָה	2
H7521	bible/kt/fulfill	kt	1	רָצָה	1
H7521	bible/other/sacrifice	other	0	רָצָה	1
H7522	bible/kt/favor	kt	1	רָצוֹן	17
H7522	bible/other/delight	other	0	רָצוֹן	8
H7522	bible/kt/willofgod	kt	1	רָצוֹן	1
H7522	bible/other/receive	other	0	רָצוֹן	1
H7523	bible/other/slain	other	0	רָצַח	17
H7529	bible/kt/stone	kt	1	רֶצֶף	1
H7541	bible/kt/temple	kt	1	רַקָּה	1
H7549	bible/kt/heaven	kt	1	רָקִיעַ	1
H7561	bible/kt/evil	kt	1	רָשַׁע	17
H7561	bible/kt/condemn	kt	1	רָשַׁע	9
H7561	bible/other/declare	other	1	רָשַׁע	3
