hebrew_strong	greek_strong	count
H7911	G2962	6
H7911	G2641	3
H7912	G2147	3
H7916	G3411	5
H7919	G4920	9
H7925	G3719	26
H7925	G0450	5
H7926	G5606	3
H7927	G4966	15
H7927	G5207	3
H7927	G0435	3
H7931	G2730	9
H7931	G2681	9
H7931	G3686	5
H7931	G0373	5
H7935	G5207	4
H7936	G3409	5
H7937	G3184	4
H7939	G3408	5
H7941	G3631	4
H7941	G4095	3
H7950	G5510	6
H7965	G1515	54
H7965	G2036	9
H7965	G2962	7
H7965	G1510	6
H7967	G5207	11
H7969	G5140	90
H7969	G5145	25
H7969	G2094	17
H7969	G1510	9
H7970	G2094	12
H7970	G5505	11
H7970	G1520	11
H7970	G5207	9
H7971	G0649	190
H7971	G1821	71
H7971	G1614	18
H7971	G2962	18
H7972	G0935	3
H7974	G2536	3
H7979	G5132	15
H7985	G1849	4
H7992	G5154	32
H7992	G2250	14
H7992	G5067	6
H7992	G3376	4
H7993	G4496	15
H7993	G0641	5
H7993	G1977	4
H7993	G2962	3
H7998	G4661	11
H7998	G3956	4
H7998	G1510	3
H7998	G4160	3
H7999	G0661	7
H7999	G0591	7
H7999	G0467	6
H7999	G2316	6
H8002	G2378	19
H8002	G4992	17
H8002	G2962	8
H8002	G1510	3
H8003	G2588	3
H8003	G4134	3
H8010	G0935	25
H8010	G5207	17
H8010	G2962	9
H8010	G2036	7
H8017	G4826	3
H8025	G4501	9
H8025	G5495	3
H8032	G5154	6
H8032	G2250	5
H8032	G1510	3
H8033	G1510	30
H8033	G2962	30
H8033	G2316	21
H8033	G0599	17
H8034	G3686	219
H8034	G2962	31
H8034	G2250	17
H8034	G1510	16
H8035	G4590	9
H8035	G5207	3
H8040	G0710	18
H8040	G2176	7
H8041	G0710	3
H8045	G1842	12
H8045	G0622	6
H8045	G2962	6
H8045	G1808	5
H8047	G0854	3
H8047	G3956	3
H8048	G5207	3
H8050	G4545	47
H8050	G2036	28
H8050	G2983	5
H8050	G2962	4
H8052	G0189	3
H8052	G1093	3
H8052	G0191	3
H8056	G2165	33
H8056	G5463	8
H8056	G2588	6
H8056	G3956	4
H8057	G2167	21
H8057	G2165	5
H8057	G3173	3
H8060	G5207	3
H8064	G3772	97
H8064	G1093	14
H8064	G2962	8
H8064	G2316	6
H8065	G3772	5
H8066	G2250	10
H8066	G3590	7
H8071	G2440	5
H8074	G0853	6
H8074	G2049	4
H8074	G1093	3
H8074	G4160	3
H8077	G2048	7
H8077	G0854	6
H8077	G2049	5
H8077	G1093	3
H8081	G1637	49
H8081	G2378	15
H8081	G1520	7
H8081	G1510	6
H8083	G5207	15
H8083	G2094	9
H8083	G2364	6
H8083	G5505	6
H8084	G2094	6
H8085	G0191	316
H8085	G1522	62
H8085	G5456	44
H8085	G2962	42
H8095	G4826	15
H8095	G5207	8
H8096	G5207	12
H8096	G4584	10
H8098	G5207	10
H8099	G4826	3
H8104	G5442	106
H8104	G4337	15
H8104	G4160	15
H8104	G3956	12
H8111	G4540	36
H8111	G2094	6
H8111	G0935	4
H8111	G2474	3
H8121	G2246	43
H8121	G3956	4
H8121	G1510	3
H8123	G4546	9
H8123	G1135	3
H8123	G2036	3
H8127	G3599	14
H8130	G3404	33
H8130	G2190	4
H8130	G2962	4
H8130	G3624	3
H8140	G2094	3
H8141	G2094	232
H8141	G1763	41
H8141	G5207	28
H8141	G1510	28
H8142	G5258	5
H8144	G2847	8
H8144	G1040	4
H8144	G4160	3
H8145	G1208	44
H8145	G2250	7
H8145	G5154	7
H8145	G3376	6
H8147	G0080	26
H8147	G5207	23
H8147	G0297	21
H8147	G2094	19
H8163	G1520	28
H8163	G0266	5
H8165	G3735	6
H8165	G2048	3
H8179	G4439	85
H8179	G4172	19
H8179	G2962	12
H8179	G2419	9
H8181	G2359	3
H8184	G2915	8
H8193	G5491	35
H8193	G1510	5
H8193	G1520	5
H8193	G4215	4
H8198	G3814	13
H8198	G1399	4
H8199	G2919	37
H8199	G2923	11
H8199	G2094	6
H8199	G2962	5
H8201	G2917	3
H8201	G1557	3
H8203	G5207	7
H8210	G1632	24
H8210	G1093	5
H8210	G0129	4
H8210	G0939	4
H8213	G5013	9
H8213	G0444	3
H8219	G4128	3
H8227	G5207	3
H8227	G0975	3
H8242	G4526	10
H8242	G4024	4
H8245	G0069	3
H8248	G4222	23
H8251	G0946	4
H8252	G2270	5
H8252	G1093	3
H8252	G0373	3
H8254	G2476	7
H8255	G4585	12
H8255	G1323	11
H8255	G4134	11
H8255	G1510	8
H8259	G3708	3
H8262	G0948	3
H8263	G0946	4
H8263	G1510	3
H8267	G5571	13
H8267	G0094	8
H8267	G4151	4
H8267	G3144	4
H8269	G0758	60
H8269	G0935	18
H8269	G71534	17
H8269	G5506	11
H8283	G4564	10
H8283	G0011	4
H8283	G5088	3
H8297	G1135	3
H8304	G5207	5
H8313	G4442	23
H8313	G2618	20
H8313	G1714	8
H8313	G2545	5
H8318	G3956	4
H8318	G1093	3
H8328	G4491	14
H8334	G3008	19
H8334	G2962	5
H8334	G2316	4
H8334	G0935	4
H8336	G1040	9
H8337	G1812	29
H8337	G2250	15
H8337	G2094	13
H8337	G5505	8
H8342	G2167	3
H8345	G1623	11
H8345	G2250	4
H8346	G5207	4
H8346	G2094	3
H8346	G5145	3
H8346	G5505	3
H8348	G5207	3
H8352	G4589	3
H8354	G4095	54
H8354	G5204	13
H8354	G5315	10
H8354	G3631	8
H8359	G1193	3
H8366	G5109	3
H8370	G0935	3
H8378	G1939	4
H8382	G1510	3
H8384	G4808	9
H8388	G1330	3
H8389	G1491	3
H8392	G2787	13
H8393	G1081	5
H8394	G4907	5
H8394	G5428	5
H8394	G0435	4
H8398	G1093	3
H8401	G0892	10
H8403	G3667	3
H8407	G0935	6
H8414	G1510	4
H8414	G3762	4
H8415	G0012	4
H8416	G1093	4
H8416	G0133	3
H8426	G0133	5
H8426	G2962	3
H8432	G3319	76
H8432	G2474	19
H8432	G1510	12
H8432	G2962	12
H8433	G1650	7
H8435	G1078	19
H8435	G4772	3
H8438	G1040	5
H8438	G4209	4
H8438	G4663	3
H8441	G0946	20
H8441	G4160	10
H8441	G0458	9
H8441	G1510	6
H8444	G2281	5
H8444	G1327	3
H8446	G1093	4
H8449	G3502	4
H8449	G5167	3
H8451	G3551	57
H8451	G2962	8
H8451	G3475	7
H8451	G1785	5
H8453	G3941	6
H8457	G4202	8
H8462	G0746	6
H8467	G3956	3
H8476	G5191	3
H8476	G2007	3
H8478	G5207	44
H8478	G1510	15
H8478	G2246	15
H8478	G0936	14
H8480	G5207	3
H8484	G3319	4
H8486	G3047	5
H8486	G3558	3
H8487	G2232	3
H8489	G3004	3
H8492	G3631	7
H8492	G4621	5
H8504	G5191	5
H8504	G5192	4
H8504	G2847	3
H8504	G1040	3
H8505	G2720	3
H8505	G3598	3
H8518	G2910	8
H8518	G3586	3
H8519	G1112	4
H8543	G5154	5
H8543	G2250	4
H8543	G1510	3
H8548	G3956	19
H8548	G2378	11
H8548	G2250	6
H8549	G0299	23
H8549	G1510	6
H8549	G2962	3
H8549	G4160	3
H8552	G1587	5
H8552	G3956	4
H8552	G5056	3
H8559	G2283	3
H8559	G0079	3
H8561	G5404	10
H8571	G0206	3
H8573	G2962	11
H8574	G2823	3
H8577	G1404	4
H8581	G0948	5
H8582	G4105	9
H8585	G1102	3
H8597	G1391	6
H8602	G4098	3
H8605	G4335	12
H8605	G2962	4
H8605	G1162	3
H8605	G5117	3
H8610	G4815	10
H8610	G1949	4
H8610	G3956	3
H8615	G1680	7
H8628	G4537	20
H8628	G4536	3
H8641	G2962	10
H8641	G3956	7
H8641	G0536	7
H8641	G2409	5
H8643	G4536	3
H8643	G4537	3
H8643	G2906	3
H8643	G5456	3
H8646	G2291	3
H8656	G2094	3
H8659	G4143	3
H8668	G2962	4
H8671	G2094	3
H8671	G1766	3
H8672	G2094	6
H8672	G0599	4
H8672	G3376	3
H8672	G5443	3
H8673	G5207	5
