# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
God		26036001	26036001	Normal		Y
God		26036003	26036003	Normal		Y
God		26036004	26036004	Normal		Y
God		26036005	26036005	Normal		Y
God		26036006	26036006	Normal		Y
God	Ezekiel	26036007	26036009	Normal		Y
God	Ezekiel	26036010	26036010	Implicit		Y
God	Ezekiel	26036011	26036011	Implicit		Y
God	Ezekiel	26036012	26036013	Implicit		Y
God		26036013	26036015	Normal		Y
God		26036017	26036022	Implicit		Y
God	Ezekiel	26036023	26036024	Normal		Y
God	Ezekiel	26036025	26036025	Implicit		Y
God	Ezekiel	26036026	26036026	Implicit		Y
God	Ezekiel	26036027	26036027	Implicit		Y
God	Ezekiel	26036028	26036028	Implicit		Y
God	Ezekiel	26036029	26036029	Implicit		Y
God	Ezekiel	26036030	26036030	Implicit		Y
God	Ezekiel	26036031	26036031	Implicit		Y
God		26036032	26036032	Normal		Y
God	Ezekiel	26036033	26036034	Normal		Y
God		26036035	26036035	Normal		Y
God	Ezekiel	26036036	26036037	Normal		Y
God	Ezekiel	26036037	26036038	Normal		Y
Ezekiel		26037003	26037003	Quotation		
God	Ezekiel	26037003	26037005	Normal		Y
God	Ezekiel	26037005	26037006	Normal		Y
God		26037009	26037009	Normal		Y
God		26037011	26037011	Normal		Y
God		26037012	26037012	Normal		Y
God		26037013	26037014	Implicit		Y
God		26037017	26037018	Implicit		Y
God		26037019	26037019	Normal		Y
God		26037020	26037021	Implicit		Y
God	Ezekiel	26037022	26037022	Implicit		Y
God	Ezekiel	26037023	26037023	Implicit		Y
God	Ezekiel	26037024	26037024	Implicit		Y
God	Ezekiel	26037025	26037025	Implicit		Y
God	Ezekiel	26037026	26037026	Implicit		Y
God	Ezekiel	26037027	26037027	Implicit		Y
God	Ezekiel	26037028	26037028	Implicit		Y
God		26038002	26038003	Implicit		Y
God	Ezekiel	26038004	26038004	Implicit		Y
God	Ezekiel	26038005	26038005	Implicit		Y
God	Ezekiel	26038006	26038006	Implicit		Y
God	Ezekiel	26038007	26038007	Implicit		Y
God	Ezekiel	26038008	26038008	Implicit		Y
God	Ezekiel	26038009	26038010	Implicit		Y
God		26038010	26038011	Normal		Y
Gog		26038012	26038012	Hypothetical	plotting evil	
God		26038013	26038013	Normal		Y
God		26038014	26038014	Normal		Y
God	Ezekiel	26038015	26038015	Implicit		Y
God	Ezekiel	26038016	26038017	Implicit		Y
God	Ezekiel	26038017	26038020	Normal		Y
God	Ezekiel	26038021	26038022	Normal		Y
God	Ezekiel	26038023	26038023	Implicit		Y
God		26039001	26039001	Normal		Y
God	Ezekiel	26039002	26039002	Implicit		Y
God	Ezekiel	26039003	26039003	Implicit		Y
God	Ezekiel	26039004	26039004	Implicit		Y
God	Ezekiel	26039005	26039006	Normal		Y
God	Ezekiel	26039007	26039007	Implicit		Y
God	Ezekiel	26039008	26039009	Normal		Y
God		26039010	26039010	Normal		Y
God	Ezekiel	26039012	26039012	Implicit		Y
God	Ezekiel	26039013	26039014	Normal		Y
God	Ezekiel	26039015	26039016	Implicit		Y
God		26039017	26039017	Normal		Y
God		26039018	26039024	Normal		Y
God	Ezekiel	26039025	26039026	Normal		Y
God	Ezekiel	26039027	26039027	Implicit		Y
God	Ezekiel	26039028	26039028	Implicit		Y
God		26039029	26039029	Normal		Y
man like bronze with measuring rod (in vision)		26040004	26040004	Normal		
man like bronze with measuring rod (in vision)		26040045	26040046	Normal		
man like bronze with measuring rod (in vision)		26041004	26041004	Normal		
man like bronze with measuring rod (in vision)		26041022	26041022	Normal		
man like bronze with measuring rod (in vision)		26042013	26042014	Normal		
God	Ezekiel	26043007	26043018	Normal		Y
God	Ezekiel	26043019	26043019	Normal		Y
God	Ezekiel	26043020	26043020	Implicit		Y
God	Ezekiel	26043021	26043021	Implicit		Y
God	Ezekiel	26043022	26043022	Implicit		Y
God	Ezekiel	26043023	26043023	Implicit		Y
God	Ezekiel	26043024	26043024	Implicit		Y
God	Ezekiel	26043025	26043025	Implicit		Y
God	Ezekiel	26043026	26043026	Implicit		Y
God		26043027	26043027	Normal		Y
God		26044002	26044003	Normal		Y
God		26044005	26044006	Normal		Y
God	Ezekiel	26044007	26044007	Implicit		Y
God	Ezekiel	26044008	26044009	Implicit		Y
God	Ezekiel	26044009	26044010	Normal		Y
God	Ezekiel	26044011	26044011	Implicit		Y
God	Ezekiel	26044012	26044013	Normal		Y
God	Ezekiel	26044014	26044014	Implicit		Y
God	Ezekiel	26044015	26044016	Normal		Y
God	Ezekiel	26044017	26044017	Implicit		Y
God	Ezekiel	26044018	26044018	Implicit		Y
God	Ezekiel	26044019	26044019	Implicit		Y
God	Ezekiel	26044020	26044020	Implicit		Y
God	Ezekiel	26044021	26044021	Implicit		Y
God	Ezekiel	26044022	26044022	Implicit		Y
God	Ezekiel	26044023	26044023	Implicit		Y
God	Ezekiel	26044024	26044024	Implicit		Y
God	Ezekiel	26044025	26044025	Implicit		Y
God	Ezekiel	26044026	26044026	Implicit		Y
God		26044027	26045008	Normal		Y
God		26045009	26045017	Normal		Y
God	Ezekiel	26045018	26045019	Normal		Y
God	Ezekiel	26045020	26045020	Implicit		Y
God	Ezekiel	26045021	26045021	Implicit		Y
God	Ezekiel	26045022	26045022	Implicit		Y
God	Ezekiel	26045023	26045023	Implicit		Y
God	Ezekiel	26045024	26045024	Implicit		Y
God	Ezekiel	26045025	26046001	Implicit		Y
God	Ezekiel	26046001	26046002	Normal		Y
God	Ezekiel	26046003	26046003	Implicit		Y
God	Ezekiel	26046004	26046004	Implicit		Y
God	Ezekiel	26046005	26046005	Implicit		Y
God	Ezekiel	26046006	26046006	Implicit		Y
God	Ezekiel	26046007	26046007	Implicit		Y
God	Ezekiel	26046008	26046008	Implicit		Y
God	Ezekiel	26046009	26046009	Implicit		Y
God	Ezekiel	26046010	26046010	Implicit		Y
God	Ezekiel	26046011	26046011	Implicit		Y
God	Ezekiel	26046012	26046012	Implicit		Y
God	Ezekiel	26046013	26046013	Implicit		Y
God	Ezekiel	26046014	26046014	Implicit		Y
God	Ezekiel	26046015	26046016	Implicit		Y
God	Ezekiel	26046016	26046017	Normal		Y
God	Ezekiel	26046018	26046018	Implicit		Y
man like bronze with measuring rod (in vision)		26046020	26046020	Normal		
man like bronze with measuring rod (in vision)		26046024	26046024	Normal		
man like bronze with measuring rod (in vision)		26047006	26047006	Normal		
man like bronze with measuring rod (in vision)		26047008	26047012	Normal		
God	Ezekiel	26047013	26047014	Normal		Y
God	Ezekiel	26047015	26047015	Implicit		Y
God	Ezekiel	26047016	26047016	Implicit		Y
God	Ezekiel	26047017	26047017	Implicit		Y
God	Ezekiel	26047018	26047018	Implicit		Y
God	Ezekiel	26047019	26047019	Implicit		Y
God	Ezekiel	26047020	26047020	Implicit		Y
God	Ezekiel	26047021	26047021	Implicit		Y
God	Ezekiel	26047022	26047022	Implicit		Y
God		26047023	26048029	Normal		Y
God		26048030	26048034	Implicit		Y
chief official		27001010	27001010	Normal		
Daniel		27001012	27001013	Normal		
Nebuchadnezzar, king of Babylon		27002003	27002003	Normal		
astrologers		27002004	27002004	Normal		
Nebuchadnezzar, king of Babylon		27002005	27002006	Normal		
astrologers		27002007	27002007	Normal		
Nebuchadnezzar, king of Babylon		27002008	27002009	Normal		
astrologers		27002010	27002011	Normal		
Daniel		27002015	27002015	Normal		
Daniel		27002020	27002024	Normal		
Arioch		27002025	27002025	Normal		
Nebuchadnezzar, king of Babylon		27002026	27002026	Normal		
Daniel		27002027	27002045	Normal		
Nebuchadnezzar, king of Babylon		27002047	27002047	Normal		
herald		27003004	27003006	Normal		
astrologers		27003009	27003012	Normal		
Nebuchadnezzar, king of Babylon		27003014	27003015	Normal		
Shadrach		27003016	27003018	Normal		
Nebuchadnezzar, king of Babylon		27003024	27003026	Normal		
advisers to king		27003024	27003024	Normal		
Nebuchadnezzar, king of Babylon		27003028	27003029	Normal		
Nebuchadnezzar, king of Babylon	holy one (in vision)	27004015	27004015	Implicit	letter	
Nebuchadnezzar, king of Babylon	holy one (in vision)	27004016	27004016	Implicit	letter	
Nebuchadnezzar, king of Babylon	holy one (in vision)	27004017	27004017	Implicit	letter	
Nebuchadnezzar, king of Babylon		27004018	27004019	Implicit	letter	
Daniel	Nebuchadnezzar, king of Babylon	27004019	27004020	Normal	anxious	
Daniel	Nebuchadnezzar, king of Babylon	27004021	27004021	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004022	27004022	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004023	27004023	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004024	27004024	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004025	27004025	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004026	27004026	Implicit		
Daniel	Nebuchadnezzar, king of Babylon	27004027	27004027	Implicit		
Nebuchadnezzar, king of Babylon	Nebuchadnezzar, king of Babylon	27004030	27004030	Normal	boasting	
voice from heaven (angel?)		27004031	27004031	Normal		
voice from heaven (angel?)		27004032	27004032	Normal		
Belshazzar, king of Babylon		27005007	27005007	Normal	frightened (probably drunk)	
queen of Babylon		27005010	27005012	Normal		
Belshazzar, king of Babylon		27005013	27005016	Normal		
Daniel		27005017	27005028	Normal		
satraps		27006005	27006005	Normal		
satraps		27006006	27006008	Normal		
Darius, king of Medes and Persians		27006012	27006012	Normal		
satraps		27006012	27006013	Normal		
satraps		27006015	27006015	Normal		
Darius, king of Medes and Persians		27006016	27006016	Normal		
Darius, king of Medes and Persians		27006020	27006020	Normal	calling out in anguish	
Daniel		27006021	27006022	Normal		
Darius, king of Medes and Persians		27006025	27006027	Normal	letter	
Daniel		27007002	27007017	Normal	vision	
Daniel		27007018	27007018	Normal	vision	
Daniel		27007019	27007023	Normal	vision	
Daniel		27007024	27007024	Normal	vision	
Daniel		27007025	27007025	Normal	vision	
Daniel		27007026	27007026	Normal	vision	
Daniel		27007027	27007027	Normal	vision	
Daniel		27007028	27007028	Normal	vision	
another holy one (in vision)		27008013	27008013	Normal		
holy one (in vision)		27008014	27008014	Normal		
man's voice from the Ulai (in vision)		27008016	27008016	Normal		
Gabriel		27008017	27008017	Normal		
Gabriel		27008019	27008026	Normal		
Gabriel		27009022	27009027	Normal		
man in linen above river		27010011	27010014	Normal		
Daniel		27010016	27010017	Normal		
Daniel		27010019	27010019	Normal		
man in linen above river		27010019	27012004	Normal		
one of the others who stood on the river bank		27012006	27012006	Normal		
man in linen above river		27012009	27012013	Normal		
God		28001002	28001002	Normal		Y
God		28001004	28001007	Normal		Y
God		28001009	28001009	Normal		Y
God		28002001	28002001	Normal		Y
prostitute (symbolic of Israel)		28002005	28002005	Hypothetical		
prostitute (symbolic of Israel)		28002007	28002007	Hypothetical		
prostitute (symbolic of Israel)		28002012	28002012	Hypothetical		
God	Hosea	28002016	28002017	Normal		Y
people, God's		28002023	28002023	Hypothetical		
God		28003001	28003001	Normal		Y
Israel		28010003	28010003	Hypothetical		
Israel		28010008	28010008	Hypothetical		
Ephraim		28012008	28012008	Quotation		
saying about (or by) idolaters		28013002	28013002	Quotation		
Israel		28014002	28014003	Hypothetical		
God		29002012	29002012	Normal		Y
priests		29002017	29002017	Hypothetical	weeping, pleading	
God		29002019	29002020	Normal		Y
God		29002025	29003008	Implicit		Y
weakling		29003010	29003010	Hypothetical		
Amos		30001002	30001003	Normal		
God	Amos	30001003	30001004	Normal		Y
God		30001005	30001005	Normal		Y
God	Amos	30001006	30001007	Normal		Y
God		30001008	30001008	Normal		Y
God	Amos	30001009	30001011	Normal		Y
God	Amos	30001011	30001013	Normal		Y
God	Amos	30001013	30001014	Normal		Y
God		30001015	30001015	Normal		Y
God	Amos	30002001	30002002	Normal		Y
God		30002003	30002003	Normal		Y
God	Amos	30002004	30002006	Normal		Y
God	Amos	30002006	30002007	Normal		Y
God	Amos	30002008	30002008	Implicit		Y
God	Amos	30002009	30002009	Implicit		Y
God	Amos	30002010	30002010	Implicit		Y
God		30002011	30002012	Normal		Y
God		30002013	30002016	Implicit		Y
God		30003002	30003002	Implicit		Y
God		30003009	30003009	Normal		Y
God		30003010	30003010	Normal		Y
God		30003011	30003011	Normal		Y
God	Amos	30003012	30003014	Normal		Y
God		30003015	30003015	Normal		Y
women who oppress the poor ("cows of Bashan")		30004001	30004001	Hypothetical		
God	Amos	30004002	30004004	Normal		Y
God	Amos	30004005	30004007	Normal		Y
God		30004008	30004010	Normal		Y
God		30004011	30004011	Normal		Y
God		30004012	30004012	Normal		Y
God		30005003	30005003	Normal		Y
God		30005004	30005005	Normal		Y
God		30005016	30005016	Normal		Y
God		30005017	30005017	Normal		Y
God	Amos	30005021	30005021	Implicit		Y
God	Amos	30005022	30005022	Implicit		Y
God	Amos	30005023	30005023	Implicit		Y
God	Amos	30005024	30005024	Implicit		Y
God	Amos	30005025	30005025	Implicit		Y
God	Amos	30005026	30005026	Implicit		Y
God		30005027	30005027	Normal		Y
God	Amos	30006008	30006008	Normal		Y
relative		30006010	30006010	Hypothetical		
someone hiding		30006010	30006010	Hypothetical		
conquerors of Lo Debar		30006013	30006013	Hypothetical		
Amos		30007002	30007002	Quotation		
God	Amos	30007003	30007003	Normal		Y
God	Amos	30007006	30007006	Normal		Y
Amos		30007008	30007008	Quotation		
God		30007008	30007009	Dialogue		Y
Amaziah, priest of Bethel		30007010	30007013	Normal		
Amos		30007014	30007015	Dialogue		
Amos		30007016	30007016	Dialogue		
Amos		30007017	30007017	Normal		
Amos		30008002	30008002	Quotation		
God		30008002	30008003	Dialogue		Y
oppressors of poor		30008005	30008006	Hypothetical		
God	Amos	30008007	30008007	Normal		Y
God	Amos	30008008	30008008	Implicit		Y
God	Amos	30008009	30008010	Normal		Y
God	Amos	30008011	30008012	Normal		Y
God	Amos	30008013	30008013	Implicit		Y
God		30008014	30008014	Normal		Y
God		30009001	30009004	Normal		Y
God	Amos	30009007	30009009	Normal		Y
God		30009010	30009010	Normal		Y
God	Amos	30009011	30009011	Implicit		Y
God	Amos	30009012	30009014	Normal		Y
God		30009015	30009015	Normal		Y
God		31001002	31001003	Implicit		Y
God		31001004	31001018	Normal		Y
God		32001002	32001002	Normal		Y
captain of ship to Tarshish		32001006	32001006	Normal		
sailors on ship to Tarshish		32001007	32001007	Normal		
sailors on ship to Tarshish		32001008	32001008	Normal		
Jonah		32001009	32001009	Normal		
sailors on ship to Tarshish		32001010	32001010	Normal	fearful	
sailors on ship to Tarshish		32001011	32001011	Normal		
Jonah		32001012	32001012	Normal		
sailors on ship to Tarshish		32001014	32001014	Normal	praying	
Jonah		32002002	32002009	Normal	praying	
God		32003002	32003002	Normal		Y
Jonah		32003004	32003004	Normal		
king of Nineveh		32003007	32003009	Normal	proclamation	
Jonah		32004002	32004003	Normal	praying	
God		32004004	32004004	Normal		Y
Jonah		32004008	32004008	Normal		
God		32004009	32004009	Normal		Y
Jonah		32004009	32004009	Normal		
God		32004010	32004011	Normal		Y
people		33002004	33002004	Hypothetical	lament	
false prophets	Micah, prophet	33002006	33002006	Quotation		
Israel		33002007	33002007	Hypothetical		
false prophets		33002007	33002007	Hypothetical		
God		33002011	33002011	Normal		Y
false prophets		33003005	33003005	Hypothetical		
leaders		33003011	33003011	Hypothetical		
nations		33004002	33004002	Hypothetical		
God		33004006	33004007	Normal		Y
nations		33004011	33004011	Quotation		
God	Micah, prophet	33005010	33005011	Normal		Y
God	Micah, prophet	33005012	33005012	Implicit		Y
God	Micah, prophet	33005013	33005013	Implicit		Y
God	Micah, prophet	33005014	33005014	Implicit		Y
God	Micah, prophet	33005015	33005015	Implicit		Y
God	Micah, prophet	33006001	33006002	Normal		Y
God	Micah, prophet	33006003	33006003	Implicit		Y
God	Micah, prophet	33006004	33006004	Implicit		Y
God	Micah, prophet	33006005	33006005	Implicit		Y
God		33006009	33006016	Normal		Y
enemy (female)		33007010	33007010	Hypothetical		
God	Nahum	34001012	34001013	Normal		Y
God		34001014	34001014	Normal		Y
slave girls		34002008	34002008	Hypothetical		
God		34002013	34002013	Normal		Y
God		34003005	34003007	Normal		Y
Habakkuk		35001002	35001002	Hypothetical	crying	
God		35001005	35001011	Implicit		Y
God		35002002	35002006	Normal		Y
people		35002006	35002012	Hypothetical	taunting proverb	
beam		35002012	35002018	Hypothetical		
man (hypothetical)	Habakkuk	35002019	35002019	Hypothetical		
God		35002020	35002020	Normal		Y
God	Zephaniah, prophet	36001002	36001004	Normal		Y
God	Zephaniah, prophet	36001005	36001005	Implicit		Y
God	Zephaniah, prophet	36001006	36001006	Implicit		Y
God		36001010	36001011	Normal		Y
men who are complacent		36001012	36001012	Hypothetical	thinking (saying in their hearts)	
God		36001013	36001013	Implicit		Y
Nineveh		36002015	36002015	Hypothetical		
God		36003006	36003013	Normal		Y
God		36003016	36003016	Hypothetical	encouraging	Y
God		36003017	36003017	Hypothetical	encouraging	Y
God	Zephaniah, prophet	36003018	36003018	Implicit		Y
God	Zephaniah, prophet	36003019	36003019	Implicit		Y
God	Zephaniah, prophet	36003020	36003020	Normal		Y
Haggai		37001002	37001002	Normal		
God	Haggai	37001004	37001004	Normal		Y
God	Haggai	37001005	37001006	Normal		Y
God	Haggai	37001007	37001010	Normal		Y
God	Haggai	37001011	37001011	Implicit		Y
Haggai		37001013	37001013	Normal		
God	Haggai/God/Haggai	37002002	37002005	Implicit		Y
God		37002006	37002009	Normal		Y
God		37002011	37002011	Normal		Y
Haggai		37002012	37002012	Normal		
priests		37002012	37002012	Normal		
Haggai		37002013	37002013	Normal		
priests		37002013	37002013	Normal		
God		37002014	37002014	Normal		Y
God	Haggai	37002015	37002015	Implicit		Y
God	Haggai	37002016	37002016	Implicit		Y
God	Haggai	37002017	37002018	Normal		Y
God	Haggai	37002019	37002019	Implicit		Y
God		37002021	37002021	Normal		Y
God		37002022	37002022	Normal		Y
God		37002023	37002023	Normal		Y
Zechariah the prophet, son of Berechiah	God	38001002	38001002	Normal		
God		38001003	38001004	Normal		Y
Zechariah the prophet, son of Berechiah		38001003	38001003	Normal		
God		38001006	38001006	Normal		Y
angel who talked with Zechariah		38001009	38001010	Normal		
angelic riders or horses (in vision)		38001011	38001011	Normal		
Yahweh's angel		38001012	38001012	Normal	vision	
Zechariah the prophet, son of Berechiah		38001014	38001014	Normal	proclamation	
angel who talked with Zechariah	Zechariah the prophet, son of Berechiah	38001015	38001015	Implicit		
angel who talked with Zechariah	Zechariah the prophet, son of Berechiah/God	38001016	38001017	Normal		
angel who talked with Zechariah		38001019	38001019	Normal		
God		38001021	38001021	Normal		Y
angel who talked with Zechariah		38001021	38001021	Normal		
man with measuring line (in vision)		38002002	38002002	Normal		
Yahweh's angel		38002004	38002004	Normal		
God		38002005	38002005	Normal	proclamation	Y
God	angel who talked with Zechariah	38002006	38002006	Normal		Y
Yahweh's angel		38002006	38002006	Normal		
Yahweh's angel		38002007	38002007	Normal		
Yahweh's angel		38002008	38002008	Normal		
Yahweh's angel	angel who talked with Zechariah	38002009	38002009	Normal		
Yahweh's angel		38002010	38002010	Normal		
Yahweh's angel	God/angel who talked with Zechariah	38002011	38002011	Normal		
Yahweh's angel	God/angel who talked with Zechariah	38002012	38002012	Normal		
Yahweh's angel	God/angel who talked with Zechariah	38002013	38002013	Normal		
Yahweh's angel		38003004	38003004	Normal		
angel who talked with Zechariah		38003004	38003004	Normal		
angel who talked with Zechariah		38003007	38003007	Normal		
angel who talked with Zechariah		38003008	38003008	Normal		
angel who talked with Zechariah		38003009	38003009	Normal		
angel who talked with Zechariah		38003010	38003010	Normal		
angel who talked with Zechariah		38004002	38004002	Normal		
narrator-ZEC		38004002	38004004	Quotation		
angel who talked with Zechariah		38004005	38004005	Normal		
narrator-ZEC		38004005	38004005	Quotation		
God	angel who talked with Zechariah	38004006	38004007	Normal		Y
angel who talked with Zechariah		38004006	38004006	Normal		
angel who talked with Zechariah		38004013	38004013	Normal		
narrator-ZEC		38004013	38004013	Quotation		
angel who talked with Zechariah		38004014	38004014	Normal		
angel who talked with Zechariah		38005002	38005002	Normal		
narrator-ZEC		38005002	38005002	Quotation		
angel who talked with Zechariah		38005003	38005004	Normal		
angel who talked with Zechariah		38005005	38005005	Normal		
angel who talked with Zechariah		38005006	38005006	Normal		
angel who talked with Zechariah		38005008	38005008	Normal		
angel who talked with Zechariah		38005011	38005011	Normal		
angel who talked with Zechariah		38006005	38006008	Normal		
God		38006010	38006013	Implicit		Y
Sharezer		38007003	38007003	Normal		
God	Zechariah the prophet, son of Berechiah	38007005	38007006	Normal		Y
Zechariah the prophet, son of Berechiah		38007005	38007005	Normal		
God	Zechariah the prophet, son of Berechiah	38007009	38007010	Normal		Y
God	Zechariah the prophet, son of Berechiah	38007011	38007014	Normal		Y
God	Zechariah the prophet, son of Berechiah	38008002	38008005	Normal		Y
God	Zechariah the prophet, son of Berechiah	38008006	38008008	Normal		Y
God	Zechariah the prophet, son of Berechiah	38008009	38008010	Normal		Y
God	Zechariah the prophet, son of Berechiah	38008011	38008012	Normal		Y
God	Zechariah the prophet, son of Berechiah	38008013	38008013	Implicit		Y
