# source=MACULA Quotation and Speaker Data, (c) 2023 by Clear Bible, Inc, CC-BY-4.0, https://github.com/Clear-Bible/speaker-quotations/
# anchor=verse range (START/END VS → BBCCCVVV); consensus (Clear-Aligned-Projections)
speaker	alt_speaker	start_bbcccvvv	end_bbcccvvv	quote_type	delivery	divine
Jesus		41006010	41006011	Normal		Y
people, some		41006014	41006014	Normal	excited	
people, other		41006015	41006015	Normal	guessing	
people, still others		41006015	41006015	Normal		
Herod Antipas (the tetrarch)		41006016	41006016	Normal	fearful	
John the Baptist		41006018	41006018	Normal	rebuking	
Herod Antipas (the tetrarch)		41006022	41006023	Dialogue	drunk	
Herodias		41006024	41006024	Dialogue		
Herodias' daughter		41006024	41006025	Dialogue		
Jesus		41006031	41006031	Dialogue		Y
disciples		41006035	41006036	Dialogue	taking charge	
Jesus		41006037	41006037	Dialogue		Y
Philip the apostle		41006037	41006037	Dialogue	frustrated	
Andrew		41006038	41006038	Dialogue		
Jesus		41006038	41006038	Dialogue	questioning	Y
Jesus		41006050	41006050	Normal	reassuring	Y
Pharisees		41007005	41007005	Dialogue	critical	
Jesus		41007006	41007011	Dialogue	rebuking	Y
Jesus		41007012	41007015	Normal	rebuking	Y
Jesus		41007018	41007019	Dialogue		Y
Jesus		41007020	41007023	Dialogue	instructing	Y
Jesus		41007027	41007027	Dialogue	instructing	Y
Canaanite (Syrophoenician) mother of possessed girl		41007028	41007028	Dialogue		
Jesus		41007029	41007029	Dialogue		Y
Jesus		41007034	41007034	Normal	giving orders	Y
narrator-MRK		41007034	41007034	Quotation		
people of Decapolis		41007037	41007037	Normal		
Jesus		41008002	41008003	Dialogue		Y
disciples		41008004	41008005	Dialogue	questioning	
Jesus		41008012	41008012	Normal	exasperated	Y
Jesus		41008015	41008015	Dialogue	warning	Y
Jesus		41008017	41008019	Dialogue	rebuking	Y
disciples		41008019	41008020	Dialogue	hesitant	
Jesus		41008020	41008021	Dialogue	questioning	Y
Jesus		41008023	41008023	Normal	questioning	Y
blind man		41008024	41008024	Dialogue		
Jesus		41008026	41008027	Dialogue	giving orders	Y
disciples		41008028	41008028	Dialogue	excited	
Jesus		41008029	41008029	Dialogue	questioning	Y
Peter (Simon)		41008029	41008029	Dialogue	declare	
Jesus		41008033	41009001	Dialogue	rebuking	Y
Peter (Simon)		41009005	41009005	Dialogue	afraid	
God		41009007	41009007	Normal		Y
John		41009011	41009011	Dialogue	puzzled	
Jesus		41009012	41009013	Dialogue		Y
Jesus		41009016	41009016	Dialogue	questioning	Y
father of demon-possessed boy		41009017	41009018	Dialogue		
Jesus		41009019	41009019	Dialogue	exasperated	Y
Jesus		41009021	41009021	Dialogue	questioning	Y
father of demon-possessed boy		41009021	41009022	Dialogue	distraught	
Jesus		41009023	41009023	Dialogue		Y
father of demon-possessed boy		41009024	41009024	Dialogue		
Jesus		41009025	41009025	Dialogue	giving orders	Y
many in crowd		41009026	41009026	Normal	murmuring	
disciples		41009028	41009028	Dialogue	upset	
Jesus		41009029	41009029	Dialogue		Y
Jesus		41009031	41009031	Normal		Y
Jesus		41009033	41009033	Normal	questioning	Y
Jesus		41009035	41009035	Normal	instructing	Y
Jesus		41009037	41009037	Normal	instructing	Y
John		41009038	41009038	Dialogue		
Jesus		41009039	41009043	Dialogue		Y
Jesus		41009045	41009045	Normal		Y
Jesus		41009047	41009050	Normal		Y
Pharisees, some		41010002	41010002	Normal	questioning	
Jesus		41010003	41010003	Dialogue	questioning	Y
Pharisees, some		41010004	41010004	Dialogue		
Jesus		41010005	41010009	Dialogue		Y
Jesus		41010011	41010012	Dialogue		Y
Jesus		41010014	41010015	Normal		Y
rich young ruler		41010017	41010017	Dialogue	respectful	
Jesus		41010018	41010019	Dialogue		Y
rich young ruler		41010020	41010020	Dialogue	upset	
Jesus		41010021	41010021	Dialogue		Y
Jesus		41010023	41010025	Dialogue		Y
disciples		41010026	41010026	Normal	shocked	
Jesus		41010027	41010027	Dialogue		Y
Peter (Simon)		41010028	41010028	Dialogue		
Jesus		41010029	41010031	Dialogue		Y
Jesus		41010033	41010034	Normal		Y
John		41010035	41010035	Dialogue	boldly	
Jesus		41010036	41010036	Dialogue		Y
John		41010037	41010037	Dialogue	boldly	
Jesus		41010038	41010039	Dialogue		Y
Jesus		41010040	41010040	Normal		Y
Jesus		41010042	41010045	Dialogue		Y
Bartimaeus (a blind man)		41010047	41010047	Dialogue	shouting	
crowd, many in the		41010048	41010048	Dialogue	rebuking	
Jesus		41010049	41010049	Dialogue		Y
crowd at Jericho		41010049	41010049	Dialogue	encouraging	
Bartimaeus (a blind man)		41010051	41010051	Dialogue	pleading	
Jesus		41010051	41010052	Dialogue		Y
Jesus		41011002	41011003	Normal		Y
owners of colt		41011005	41011005	Normal	suspicious	
crowd preparing for Passover Feast		41011009	41011010	Dialogue	praising	
Jesus		41011014	41011014	Normal		Y
Jesus		41011017	41011017	Normal		Y
Peter (Simon)		41011021	41011021	Dialogue	amazed	
Jesus		41011022	41011025	Dialogue		Y
chief priests		41011028	41011028	Dialogue	challenging	
Jesus		41011029	41011030	Dialogue		Y
chief priests		41011031	41011033	Normal	to themselves	
Jesus		41011033	41012011	Dialogue		Y
spies (from Pharisees and Herodians)		41012014	41012015	Dialogue		
Jesus		41012015	41012016	Dialogue		Y
Jesus		41012017	41012017	Dialogue		Y
Sadducees		41012019	41012023	Dialogue		
Jesus		41012024	41012027	Dialogue		Y
Good Priest		41012028	41012028	Dialogue	respectful	
Jesus		41012029	41012031	Dialogue		Y
Good Priest		41012032	41012033	Dialogue	approving	
Jesus		41012034	41012040	Dialogue		Y
Jesus		41012043	41012044	Normal		Y
disciples		41013001	41013001	Dialogue	awe	
Jesus		41013002	41013002	Dialogue		Y
Peter (Simon)		41013004	41013004	Dialogue		
Jesus		41013005	41013014	Normal		Y
Jesus		41013015	41013037	Normal		Y
chief priests		41014002	41014002	Normal		
Judas Iscariot		41014004	41014005	Dialogue	scolding	
Jesus		41014006	41014009	Dialogue		Y
John		41014012	41014012	Dialogue		
Jesus		41014013	41014015	Dialogue		Y
Jesus		41014018	41014018	Dialogue		Y
disciples		41014019	41014019	Dialogue	sad	
Jesus		41014020	41014022	Dialogue		Y
Jesus		41014024	41014025	Dialogue		Y
Jesus		41014027	41014028	Dialogue		Y
Peter (Simon)		41014029	41014029	Dialogue	declare	
Jesus		41014030	41014030	Dialogue		Y
Peter (Simon)		41014031	41014031	Dialogue	passionate	
Jesus		41014032	41014032	Normal		Y
Jesus		41014034	41014034	Dialogue	deeply distressed	Y
Jesus		41014036	41014038	Normal		Y
Jesus		41014041	41014042	Normal		Y
Judas Iscariot		41014044	41014045	Normal	plotting	
Jesus		41014048	41014049	Dialogue	questioning	Y
witnesses, false		41014058	41014058	Dialogue	mocking	
Caiaphas, the high priest		41014060	41014061	Dialogue	demanding	
Jesus		41014062	41014062	Dialogue		Y
Caiaphas, the high priest		41014063	41014064	Dialogue	indignant	
chief priests		41014064	41014065	Dialogue		
servant girl at high priest's courtyard		41014067	41014067	Dialogue		
Peter (Simon)		41014068	41014068	Dialogue	denial	
servant girl at high priest's courtyard		41014069	41014069	Dialogue		
Peter (Simon)		41014070	41014070	Dialogue	denial, stronger	
Peter (Simon)		41014071	41014071	Dialogue	denial, strongest	
narrator-MRK		41014072	41014072	Quotation		
Jesus		41015002	41015002	Dialogue		Y
Pilate		41015002	41015002	Dialogue	to Jesus	
Pilate		41015004	41015004	Dialogue	to Jesus	
Pilate		41015009	41015009	Dialogue	to crowd	
Pilate		41015012	41015012	Dialogue	to crowd	
crowd before Pilate		41015013	41015014	Dialogue	shouting	
soldiers, Roman		41015018	41015018	Dialogue	mocking	
narrator-MRK		41015026	41015026	Quotation		
passers by		41015029	41015030	Dialogue	insulting	
chief priests		41015031	41015032	Dialogue	sneering	
Jesus		41015034	41015034	Normal		Y
narrator-MRK		41015034	41015034	Quotation		
bystanders at Calvary, some		41015035	41015035	Dialogue	uneasy	
man with sponge		41015036	41015036	Dialogue	jeering	
centurion at crucifixion		41015039	41015039	Dialogue	amazed	
Mary Magdalene		41016003	41016003	Normal		
angels in white, two		41016006	41016007	Dialogue		
Jesus		41016015	41016018	Normal		Y
Gabriel		42001013	42001017	Dialogue		
Zacharias (Zechariah)		42001018	42001018	Dialogue		
Gabriel		42001019	42001020	Dialogue		
Gabriel		42001028	42001028	Dialogue		
Gabriel		42001030	42001033	Dialogue		
Mary, Jesus' mother		42001034	42001034	Dialogue		
Gabriel		42001035	42001037	Dialogue		
Mary, Jesus' mother		42001038	42001038	Dialogue		
Elizabeth		42001042	42001045	Dialogue		
Mary, Jesus' mother		42001046	42001055	Normal		
Elizabeth		42001060	42001060	Dialogue		
neighbors and relatives of Elizabeth and Zacharias (Zechariah)		42001061	42001061	Dialogue		
Zacharias (Zechariah)		42001063	42001063	Quotation		
everyone in Judean hills who heard		42001066	42001066	Normal		
Zacharias (Zechariah)		42001068	42001079	Normal	praising	
angel		42002010	42002012	Normal		
great company of heavenly host		42002014	42002014	Normal		
shepherds outside Bethlehem		42002015	42002015	Normal	awe	
God		42002023	42002024	Quotation		Y
Simeon, devout man in Jerusalem		42002029	42002032	Implicit		
Simeon, devout man in Jerusalem		42002034	42002035	Normal		
Mary, Jesus' mother		42002048	42002048	Dialogue		
Jesus (child)		42002049	42002049	Dialogue		Y
Isaiah		42003004	42003006	Quotation		
John the Baptist		42003007	42003009	Normal		
crowd		42003010	42003010	Dialogue		
John the Baptist		42003011	42003011	Dialogue		
tax collectors		42003012	42003012	Dialogue	calling out	
John the Baptist		42003013	42003014	Dialogue		
John the Baptist		42003016	42003017	Normal		
God		42003022	42003022	Normal		Y
Satan (Devil)		42004003	42004003	Dialogue		
Jesus		42004004	42004004	Dialogue		Y
Satan (Devil)		42004006	42004007	Dialogue		
Jesus		42004008	42004008	Dialogue		Y
Satan (Devil)		42004009	42004011	Dialogue		
Jesus		42004012	42004012	Dialogue		Y
Jesus		42004018	42004019	Normal	reading	Y
Jesus		42004021	42004021	Normal		Y
all in Nazareth synagogue		42004022	42004022	Normal	perplexed	
Jesus		42004023	42004027	Normal		Y
man possessed by evil spirit		42004034	42004034	Dialogue		
Jesus		42004035	42004035	Dialogue	giving orders	Y
men in Capernaum synagogue		42004036	42004036	Normal	amazed	
demons coming out of people		42004041	42004041	Normal		
Jesus		42004043	42004043	Normal		Y
Jesus		42005004	42005004	Dialogue		Y
Peter (Simon)		42005005	42005005	Dialogue	polite	
Peter (Simon)		42005008	42005008	Dialogue	afraid	
Jesus		42005010	42005010	Dialogue		Y
leper		42005012	42005012	Dialogue	pleading	
Jesus		42005013	42005014	Dialogue		Y
Jesus		42005020	42005020	Dialogue		Y
teachers of religious law		42005021	42005021	Normal	thinking	
Jesus		42005022	42005024	Dialogue		Y
everyone seeing healing of paralyzed man		42005026	42005026	Normal		
Jesus		42005027	42005027	Dialogue		Y
Pharisees		42005030	42005030	Dialogue	complaining	
Jesus		42005031	42005032	Dialogue		Y
Pharisees		42005033	42005033	Dialogue		
Jesus		42005034	42005039	Dialogue		Y
Pharisees, some		42006002	42006002	Dialogue	angry	
Jesus		42006003	42006005	Dialogue		Y
Jesus		42006008	42006010	Dialogue	giving orders	Y
Jesus		42006020	42006049	Normal		Y
Good Priest		42007004	42007005	Dialogue	interceding	
centurion with great faith		42007006	42007008	Normal	polite	
Jesus		42007009	42007009	Dialogue		Y
Jesus		42007013	42007014	Dialogue	compassionately	Y
crowd, large (witnessed healing of widow's son)		42007016	42007016	Dialogue	praising	
John the Baptist		42007019	42007019	Normal	discouraged	
disciples of John the Baptist		42007020	42007020	Dialogue	puzzled	
Jesus		42007022	42007028	Dialogue		Y
Jesus		42007031	42007035	Normal		Y
Pharisee (Simon)		42007039	42007039	Normal	judgmental	
Jesus		42007040	42007040	Dialogue		Y
Pharisee (Simon)		42007040	42007040	Dialogue		
Jesus		42007041	42007043	Dialogue		Y
Jesus		42007044	42007048	Dialogue		Y
other guests at Pharisee (Simon)'s house		42007049	42007049	Normal	unhappy	
Jesus		42007050	42007050	Dialogue		Y
Jesus		42008005	42008008	Normal		Y
Jesus		42008010	42008018	Normal		Y
crowd		42008020	42008020	Dialogue		
Jesus		42008021	42008022	Dialogue		Y
disciples		42008024	42008025	Dialogue	terrified	
demons (Legion)		42008028	42008028	Dialogue		
Jesus		42008030	42008030	Dialogue	questioning	Y
demons (Legion)		42008030	42008030	Dialogue		
Jesus		42008039	42008039	Dialogue		Y
Jesus		42008045	42008045	Dialogue	questioning	Y
Peter (Simon)		42008045	42008045	Dialogue	perplexed	
Jesus		42008046	42008046	Dialogue		Y
Jesus		42008048	42008048	Dialogue		Y
men from Jairus' house		42008049	42008049	Dialogue	sad	
Jesus		42008050	42008050	Dialogue		Y
Jesus		42008052	42008052	Dialogue		Y
Jesus		42008054	42008054	Dialogue	giving orders	Y
Jesus		42009003	42009005	Dialogue	instructing	Y
Herod Antipas (the tetrarch)		42009009	42009009	Normal		
disciples		42009012	42009012	Dialogue	taking charge	
Andrew		42009013	42009013	Dialogue	frustrated	
Jesus		42009013	42009014	Dialogue	giving orders	Y
Jesus		42009018	42009018	Dialogue	questioning	Y
disciples		42009019	42009019	Dialogue	excited	
Jesus		42009020	42009020	Dialogue	questioning	Y
Peter (Simon)		42009020	42009020	Dialogue	declare	
Jesus		42009022	42009027	Dialogue		Y
Peter (Simon)		42009033	42009033	Dialogue	afraid	
God		42009035	42009035	Normal		Y
father of demon-possessed boy		42009038	42009040	Dialogue	distraught	
Jesus		42009041	42009041	Dialogue	exasperated	Y
Jesus		42009044	42009044	Dialogue		Y
Jesus		42009048	42009048	Dialogue		Y
John		42009049	42009049	Dialogue		
Jesus		42009050	42009050	Dialogue		Y
John		42009054	42009054	Dialogue		
teacher of religious law		42009057	42009057	Dialogue	eager	
Jesus		42009058	42009058	Dialogue		Y
Jesus		42009059	42009060	Dialogue	inviting	Y
disciple who wanted to bury his father		42009059	42009059	Dialogue	making excuse	
man, still another		42009061	42009061	Dialogue		
Jesus		42009062	42009062	Dialogue		Y
Jesus		42010002	42010016	Normal		Y
seventy-two		42010017	42010017	Dialogue	excited	
Jesus		42010018	42010024	Dialogue		Y
Good Priest		42010025	42010025	Dialogue	testing	
Jesus		42010026	42010026	Dialogue	questioning	Y
Good Priest		42010027	42010027	Dialogue		
Jesus		42010028	42010028	Dialogue		Y
Good Priest		42010029	42010029	Dialogue	justifying	
Jesus		42010030	42010036	Dialogue		Y
Good Priest		42010037	42010037	Dialogue		
Jesus		42010037	42010037	Dialogue		Y
Martha		42010040	42010040	Dialogue		
Jesus		42010041	42010042	Dialogue	compassionately	Y
disciples		42011001	42011001	Dialogue		
Jesus		42011002	42011013	Dialogue	instructing	Y
crowd, some in		42011015	42011015	Normal		
Jesus		42011017	42011026	Normal		Y
woman in crowd		42011027	42011027	Dialogue	praising	
Jesus		42011028	42011036	Dialogue		Y
Jesus		42011039	42011044	Dialogue		Y
experts in religious law, one of the		42011045	42011045	Dialogue	insulted	
Jesus		42011046	42011052	Dialogue	rebuking	Y
Jesus		42012001	42012012	Normal		Y
someone in crowd		42012013	42012013	Dialogue		
Jesus		42012014	42012040	Dialogue	questioning	Y
Peter (Simon)		42012041	42012041	Dialogue		
Jesus		42012042	42012059	Normal		Y
Jesus		42013002	42013009	Normal		Y
Jesus		42013012	42013012	Dialogue		Y
synagogue ruler		42013014	42013014	Dialogue	angry	
Jesus		42013015	42013016	Dialogue		Y
Jesus		42013018	42013021	Normal		Y
someone		42013023	42013023	Dialogue	questioning	
Jesus		42013024	42013030	Dialogue		Y
Good Priest		42013031	42013031	Dialogue	warning	
Jesus		42013032	42013035	Dialogue		Y
Jesus		42014003	42014003	Dialogue	questioning	Y
Jesus		42014005	42014005	Dialogue	questioning	Y
Jesus		42014008	42014014	Dialogue		Y
one at table of Pharisee (expert in religious law)		42014015	42014015	Dialogue		
Jesus		42014016	42014024	Dialogue		Y
Jesus		42014026	42014035	Normal		Y
Pharisees		42015002	42015002	Normal	complaining	
Jesus		42015004	42016013	Normal		Y
Jesus		42016015	42017004	Normal		Y
disciples		42017005	42017005	Dialogue		
Jesus		42017006	42017010	Dialogue		Y
lepers, ten		42017013	42017013	Dialogue		
Jesus		42017014	42017014	Dialogue		Y
Jesus		42017017	42017020	Dialogue		Y
Jesus		42017021	42017035	Normal		Y
Jesus		42017037	42017037	Dialogue		Y
disciples		42017037	42017037	Dialogue	puzzled	
Jesus		42018002	42018008	Normal		Y
Jesus		42018010	42018014	Normal		Y
Jesus		42018016	42018017	Normal		Y
rich young ruler		42018018	42018018	Dialogue	respectful	
Jesus		42018019	42018020	Dialogue		Y
rich young ruler		42018021	42018021	Dialogue	upset	
Jesus		42018022	42018022	Dialogue		Y
Jesus		42018024	42018025	Dialogue		Y
disciples		42018026	42018026	Dialogue	shocked	
Jesus		42018027	42018027	Dialogue		Y
Peter (Simon)		42018028	42018028	Dialogue	perplexed	
Jesus		42018029	42018033	Dialogue		Y
crowd at Jericho		42018037	42018037	Dialogue		
Bartimaeus (a blind man)		42018038	42018038	Dialogue	shouting	
crowd, many in the		42018039	42018039	Dialogue	rebuking	
Bartimaeus (a blind man)		42018041	42018041	Dialogue	pleading	
Jesus		42018041	42018041	Dialogue	questioning	Y
Jesus		42018042	42018042	Dialogue		Y
Jesus		42019005	42019005	Dialogue	giving orders	Y
people in Jericho, all the		42019007	42019007	Normal	complaining	
Zacchaeus		42019008	42019008	Dialogue		
Jesus		42019009	42019010	Dialogue		Y
Jesus		42019012	42019027	Normal		Y
owners of colt		42019033	42019033	Dialogue	suspicious	
disciples		42019034	42019034	Dialogue		
crowd preparing for Passover Feast		42019038	42019038	Dialogue	praising	
Pharisees		42019039	42019039	Dialogue	demanding	
Jesus		42019040	42019040	Dialogue		Y
Jesus		42019042	42019044	Normal		Y
Jesus		42019046	42019046	Dialogue		Y
chief priests		42020002	42020002	Dialogue	challenging	
Jesus		42020003	42020004	Dialogue		Y
chief priests		42020005	42020007	Normal	to themselves	
Jesus		42020008	42020016	Dialogue		Y
Jesus		42020017	42020018	Dialogue		Y
spies (from Pharisees and Herodians)		42020021	42020022	Dialogue		
Jesus		42020024	42020024	Dialogue		Y
spies (from Pharisees and Herodians)		42020024	42020024	Dialogue		
Sadducees		42020028	42020033	Dialogue		
Jesus		42020034	42020038	Dialogue		Y
Good Priest		42020039	42020039	Dialogue	complimenting	
Jesus		42020041	42020044	Dialogue		Y
Jesus		42020046	42020047	Normal	warning	Y
Jesus		42021003	42021004	Dialogue		Y
Jesus		42021006	42021006	Dialogue		Y
Peter (Simon)		42021007	42021007	Dialogue		
Jesus		42021008	42021036	Normal		Y
Jesus		42022008	42022008	Dialogue	giving orders	Y
John		42022009	42022009	Dialogue		
Jesus		42022010	42022012	Dialogue		Y
Jesus		42022015	42022022	Dialogue		Y
Jesus		42022025	42022032	Normal		Y
Peter (Simon)		42022033	42022033	Dialogue	passionate	
Jesus		42022034	42022034	Dialogue		Y
Jesus		42022035	42022037	Dialogue		Y
disciples		42022035	42022035	Dialogue		
Jesus		42022038	42022038	Dialogue		Y
disciples		42022038	42022038	Dialogue	declare	
Jesus		42022040	42022040	Normal		Y
Jesus		42022042	42022042	Normal	praying	Y
Jesus		42022046	42022046	Dialogue		Y
Jesus		42022048	42022048	Dialogue		Y
followers of Jesus		42022049	42022049	Dialogue	ready to fight	
Jesus		42022051	42022053	Dialogue	forcefully	Y
servant girl at high priest's courtyard		42022056	42022056	Dialogue		
Peter (Simon)		42022057	42022057	Dialogue	denial	
Peter (Simon)		42022058	42022058	Dialogue	denial, stronger	
second person to accuse Peter (man)		42022058	42022058	Dialogue	accusing	
high priest's servant (relative of the man whose ear Peter cut off)		42022059	42022059	Dialogue	accusing	
Peter (Simon)		42022060	42022060	Dialogue	denial, strongest	
narrator-LUK		42022061	42022061	Quotation		
guards at high priests' house		42022064	42022064	Dialogue	mocking	
Jesus		42022067	42022069	Dialogue		Y
council of elders		42022067	42022067	Dialogue	demanding	
Jesus		42022070	42022070	Dialogue		Y
council of elders		42022070	42022070	Dialogue	demanding	
council of elders		42022071	42022071	Dialogue	furious	
council of elders		42023002	42023002	Dialogue		
Jesus		42023003	42023003	Dialogue		Y
Pilate		42023003	42023004	Dialogue	to Jesus	
chief priests		42023005	42023005	Dialogue	angry	
Pilate		42023014	42023016	Dialogue	to crowd	
crowd		42023018	42023018	Dialogue	shouting	
crowd before Pilate		42023021	42023021	Dialogue		
Pilate		42023022	42023022	Dialogue	to crowd	
Jesus		42023028	42023031	Dialogue		Y
Jesus		42023034	42023034	Normal		Y
chief priests		42023035	42023035	Dialogue	sneering	
soldier at the cross		42023037	42023037	Dialogue		
narrator-LUK		42023038	42023038	Quotation		
criminal on cross, insulting		42023039	42023039	Dialogue	insulting	
criminal on cross, repentant		42023040	42023042	Dialogue	rebuking	
Jesus		42023043	42023043	Dialogue		Y
Jesus		42023046	42023046	Dialogue		Y
centurion at crucifixion		42023047	42023047	Dialogue	amazed	
angels in white, two		42024005	42024007	Dialogue		
Jesus		42024017	42024017	Dialogue	questioning	Y
Cleopas		42024018	42024018	Dialogue		
Cleopas		42024019	42024019	Dialogue		
Jesus		42024019	42024019	Dialogue		Y
Cleopas		42024020	42024024	Normal		
Jesus		42024025	42024026	Dialogue		Y
Cleopas		42024029	42024029	Dialogue	urging	
Cleopas' companion (on road to Emmaus)		42024032	42024032	Dialogue		
John		42024034	42024034	Dialogue		
Jesus		42024036	42024036	Dialogue		Y
Jesus		42024038	42024039	Dialogue		Y
Jesus		42024041	42024041	Dialogue	questioning	Y
Jesus		42024044	42024044	Dialogue		Y
Jesus		42024046	42024049	Dialogue		Y
John the Baptist		43001015	43001015	Normal		
priests		43001019	43001019	Dialogue		
John the Baptist		43001020	43001020	Dialogue		
John the Baptist		43001021	43001021	Dialogue		
priests		43001021	43001021	Dialogue		
priests		43001022	43001022	Dialogue		
John the Baptist		43001023	43001023	Dialogue		
priests		43001025	43001025	Dialogue		
John the Baptist		43001026	43001027	Dialogue		
John the Baptist		43001029	43001034	Normal		
John the Baptist		43001036	43001036	Dialogue		
Andrew		43001038	43001038	Dialogue	curious	
Jesus		43001038	43001038	Dialogue	questioning	Y
Jesus		43001039	43001039	Dialogue		Y
Andrew		43001041	43001041	Dialogue	excited	
Jesus		43001042	43001042	Dialogue		Y
Jesus		43001043	43001043	Dialogue	inviting	Y
Philip the apostle		43001045	43001045	Dialogue	excited	
Nathanael		43001046	43001046	Dialogue		
Philip the apostle		43001046	43001046	Dialogue		
Jesus		43001047	43001048	Dialogue		Y
Nathanael		43001048	43001049	Dialogue	puzzled	
Jesus		43001050	43001051	Dialogue		Y
Mary, Jesus' mother		43002003	43002003	Dialogue		
Jesus		43002004	43002004	Dialogue		Y
Mary, Jesus' mother		43002005	43002005	Dialogue		
Jesus		43002007	43002008	Dialogue		Y
master of the banquet		43002010	43002010	Dialogue	complimenting	
Jesus		43002016	43002016	Dialogue	giving orders	Y
David		43002017	43002017	Quotation		
Jews, the		43002018	43002018	Dialogue		
Jesus		43002019	43002019	Dialogue		Y
Jews, the		43002020	43002020	Dialogue		
Nicodemus		43003002	43003002	Dialogue		
Jesus		43003003	43003003	Dialogue		Y
Nicodemus		43003004	43003004	Dialogue		
Jesus		43003005	43003008	Dialogue		Y
Nicodemus		43003009	43003009	Dialogue		
Jesus		43003010	43003021	Normal		Y
disciples of John the Baptist		43003026	43003026	Dialogue	concerned	
John the Baptist		43003027	43003036	Dialogue		
Jesus		43004007	43004007	Dialogue	requesting	Y
woman, Samaritan		43004009	43004009	Dialogue		
Jesus		43004010	43004010	Dialogue		Y
woman, Samaritan		43004011	43004012	Dialogue		
Jesus		43004013	43004014	Dialogue		Y
woman, Samaritan		43004015	43004015	Dialogue		
Jesus		43004016	43004017	Dialogue		Y
Jesus		43004018	43004018	Normal		Y
woman, Samaritan		43004019	43004020	Dialogue		
Jesus		43004021	43004024	Dialogue		Y
woman, Samaritan		43004025	43004025	Dialogue		
Jesus		43004026	43004026	Dialogue		Y
no one		43004027	43004027	Quotation		
woman, Samaritan		43004029	43004029	Dialogue		
disciples		43004031	43004031	Dialogue		
Jesus		43004032	43004032	Dialogue		Y
disciples		43004033	43004033	Normal	puzzled	
Jesus		43004034	43004038	Dialogue		Y
woman, Samaritan		43004039	43004039	Quotation		
many Samaritans		43004042	43004042	Dialogue		
Jesus		43004048	43004048	Dialogue		Y
official, royal (father)		43004049	43004049	Dialogue	pleading	
Jesus		43004050	43004050	Dialogue		Y
servants of royal official (father)		43004052	43004052	Dialogue	excited	
Jesus		43004053	43004053	Quotation		Y
Jesus		43005006	43005006	Dialogue	questioning	Y
invalid for 38 years		43005007	43005007	Dialogue	whining	
Jesus		43005008	43005008	Dialogue	giving orders	Y
Jews, the		43005010	43005010	Dialogue	rebuking	
invalid for 38 years		43005011	43005011	Dialogue		
Jews, the		43005012	43005012	Dialogue	angry	
Jesus		43005014	43005014	Dialogue		Y
Jesus		43005017	43005017	Dialogue		Y
Jesus		43005019	43005047	Normal		Y
Jesus		43006005	43006005	Dialogue		Y
Philip the apostle		43006007	43006007	Dialogue		
Andrew		43006009	43006009	Dialogue		
Jesus		43006010	43006010	Dialogue		Y
Jesus		43006012	43006012	Dialogue		Y
people in crowd by Sea of Galilee		43006014	43006014	Normal	believing Jesus	
Jesus		43006020	43006020	Normal		Y
crowd		43006025	43006025	Dialogue		
Jesus		43006026	43006027	Dialogue		Y
people in crowd by Sea of Galilee		43006028	43006028	Dialogue		
Jesus		43006029	43006029	Dialogue		Y
people in crowd by Sea of Galilee		43006030	43006031	Dialogue	superior	
Jesus		43006032	43006033	Dialogue		Y
people in crowd by Sea of Galilee		43006034	43006034	Dialogue	polite	
Jesus		43006035	43006041	Dialogue		Y
Jews, the		43006042	43006042	Normal	grumbling	
Jesus		43006043	43006051	Dialogue		Y
Jews, the		43006052	43006052	Normal		
Jesus		43006053	43006058	Dialogue		Y
disciples		43006060	43006060	Normal	grumbling	
Jesus		43006061	43006065	Dialogue		Y
Jesus		43006067	43006067	Dialogue	questioning	Y
Peter (Simon)		43006068	43006069	Dialogue		
Jesus		43006070	43006070	Dialogue		Y
Jesus' brothers		43007003	43007004	Dialogue	challenging	
Jesus		43007006	43007008	Dialogue		Y
Jews, the		43007011	43007011	Normal		
crowd at Festival of Tabernacles in Jerusalem, others		43007012	43007012	Normal	against Jesus	
crowd at Festival of Tabernacles in Jerusalem, some		43007012	43007012	Normal	praising Jesus	
Jews, the		43007015	43007015	Normal		
Jesus		43007016	43007019	Dialogue		Y
crowd at Festival of Tabernacles in Jerusalem, the		43007020	43007020	Dialogue	against Jesus	
Jesus		43007021	43007024	Dialogue		Y
people of Jerusalem, some		43007025	43007027	Normal	questioning	
Jesus		43007028	43007029	Dialogue		Y
crowd at Festival of Tabernacles in Jerusalem, many in the		43007031	43007031	Normal	defending Jesus	
Jesus		43007033	43007034	Dialogue		Y
Jews, the		43007035	43007036	Dialogue		
Jesus		43007037	43007038	Dialogue		Y
crowd at Festival of Tabernacles in Jerusalem, some		43007040	43007040	Normal	defending Jesus	
crowd at Festival of Tabernacles in Jerusalem, others		43007041	43007041	Normal		
crowd at Festival of Tabernacles in Jerusalem, still others		43007041	43007042	Normal		
chief priests		43007045	43007045	Dialogue		
temple guards		43007046	43007046	Dialogue	amazed	
Pharisees		43007047	43007049	Dialogue	angry	
Nicodemus		43007051	43007051	Dialogue		
Pharisees		43007052	43007052	Dialogue	angry	
teachers of religious law		43008004	43008005	Dialogue		
Jesus		43008007	43008007	Dialogue		Y
Jesus		43008010	43008011	Dialogue	questioning	Y
Jesus		43008012	43008012	Dialogue		Y
Pharisees		43008013	43008013	Dialogue		
Jesus		43008014	43008019	Dialogue		Y
