lex,default
MFVMH/,rancune
MFWF/,joie
MFWKH/,haie d'épines
MFWR/,scie
MFWRH/,mesure (de liquides)
MFXQ/,se moquer
MG<RT/,reprocher
MGB<H/,turban
MGBJC/,Magbish
MGBLT/,torsadé
MGD/,choix
MGDJ>L/,Magdiel
MGDL/,tour
MGDL=/,tour
MGDL_<DR/,Migdal-Éder
MGDL_>L/,Migdal-El
MGDL_GD/,Migdal-Gad
MGDNWT/,choses de valeur
MGDW/,Meguiddo
MGDWL/,tour
MGL/,faucille
MGN/,bouclier
MGN=/,bouclier
MGNH/,insolence
MGN[,donner
MGPH/,"coup, peste, défaite"
MGPJ<C/,Magpiash
MGRC/,prairie
MGRH/,"rabot, lime (à pierre)"
MGRPH/,motte
MGRWN/,Migrôn
MGWG/,Magog
MGWRH=/,"grange, grenier"
MGZRH/,hache
MH,quoi ?
MHH[,attendre
MHJR/,rapide
MHJVB>L/,Mehétaveél
MHLL/,"louange, remerciement"
MHLL>L/,Mahalalel
MHL[,être mélangé
MHPKH/,renverser
MHPKT/,entrave
MHR/,dot
MHRH/,rapidement
MHRJ/,Mahraï
MHR_CLL_XC_BZ/,Maher-Shalal Hash-Baz
MHWMH/,être bouleversé
MHWMN/,Mehoumân
MJ,qui?
MJC</,Mésha
MJC<=/,Mésha
MJC>/,Mésha
MJC>L/,Mishaël
MJCK/,Méshak
MJCWR/,plaine
MJDB>/,Médeva
MJDD/,Médad
MJK>/,Mika
MJK>L/,Mikaël
MJKH/,Mika
MJKJH/,Mikaya
MJKJHW/,"Mika, Mikayehou"
MJKJHW=/,Mikayahou
MJKL/,Mikal
MJKL=/,qui?
MJM/,eau
MJMN/,Miyamîn
MJN/,espèce
MJNQT/,téter
MJP<T/,Méfaath
MJTR/,"corde, cordage"
MJVB/,mieux
MJY/,pression
MJ_ZHB/,Mé-Zahav
MKBNJ/,Makbannaï
MKBR/,grillage
MKBR=/,grillage
MKCLH/,ruine
MKCWL/,pierre d'achoppement
MKH/,coup
MKJ/,Maki
MKJR/,Makir
MKJRJ/,Makirite
MKK[,s'enfoncer
MKLL/,perfection
MKLT/,nourriture
MKLWL/,parfaire
MKMR/,filet
MKMRT/,filet de jet (épervier)
MKMS/,Mikmas
MKMTT/,Mikmetath
MKNDBJ/,Maknadevaï
MKNH/,Mekona
MKNS/,caleçon
MKPLH/,Makpéla
MKR/,articles
MKR=/,connaissance
MKRH/,épée
MKRH=/,fosses salines
MKRJ/,Mikri
MKRTJ/,Mekératite
MKR[,vendre
MKS/,proportion
MKSH/,toit
MKSH=/,enveloppe
MKSH==/,proportion
MKTB/,écrire
MKTC/,mortier
MKTH/,fragments
MKTM/,miktam
MKWH/,brûlure
MKWN/,lieu
MKWNH/,lieu
MKWRH/,origines
ML>/,être plein
ML>=/,groupe
ML>H/,"produit complet, entier"
ML>H=/,sertissure
ML>JM/,sertissure
ML>K/,messager
ML>KH/,travail
ML>KJ/,Malachie
ML>KWT/,message
ML>T/,cadre
MLBN/,"moule à brique, four à brique"
MLBWC/,"vêtements, habits, robes"
MLH/,mot
MLJLH/,épi de céréale
MLJYH/,moquerie
MLK/,roi
MLK=/,Molek
MLK==/,roi
MLKDT/,piège
MLKH/,reine
MLKH=/,Milka
MLKJ>L/,Malkiel
MLKJ>LJ/,Malkiélite
MLKJRM/,Malkiram
MLKJ_YDQ/,Melkisédeq
MLKT/,Reine du ciel
MLKT=/,Ha-Molèketh
MLKWT/,royauté
MLLJ/,Milalaï
MLL[,(se) flétrir
MLMD/,aiguillon
MLQWC/,pluie tardive
MLQ[,pincer
MLTXH/,garde-robe
MLV/,mortier
MLVJH/,Melatya
MLV[,fuir
MLW>/,Beth-Millo
MLWKH/,royauté
MLWN/,campement
MLWNH/,cabane
MLWTJ/,Malloti
MLWX/,arroche marine
MLX/,sel
MLX=/,marin
MLX==/,sel
MLXH/,terre salée
MLXMH/,guerre
MLYR/,gardien
MLY[,être agréable
MMCL/,gouverner
MMCLH/,gouverner
MMCLT/,gouverner
MMCQ/,possession
MMCX/,oindre
MMD/,mesure
MMGRH/,"grange, grenier"
MMKR/,vendre
MMKRT/,vendre
MMLKH/,royauté
MMLKT/,royauté
MMLKWT/,royauté
MMR/,amertume
MMR>/,Mamré
MMR>=/,Mamré
MMSK/,vin mélangé
MMWKN/,Memoukân
MMZR/,bâtard
MN/,manne
MN<L/,barre
MN<WL/,verrou
MN<[,retenir
MN=,manne
MN=/,cordes
MN==/,cordes
MNCH/,Manassé
MNCJ/,Manassite
MNGJNH/,chanson moqueuse
MNH/,compter
MNH=/,mine
MNH==/,heure
MNHG/,conduisant
MNHRH/,caverne
MNH[,compter
MNJ/,Destin
MNJ=/,Minni
MNJMJN/,Minyamîn
MNJT/,Minnith
MNQJT/,récipient de libation
MNT/,part
MNWD/,secousse de la tête > moquerie
MNWN/,héritier
MNWR/,"ensouple de tisserand, bobine"
MNWRH/,chandelier
MNWS/,vol
MNWSH/,vol
MNWX/,lieu de repos > tranquillité d'esprit
MNWXH/,lieu de repos > tranquillité d'esprit
MNXH/,cadeau
MNXM/,Menahem
MP/,Memphis
MP<L/,action
MPF<H/,fesses
MPG</,cible
MPJBCT/,Mefivosheth
MPJM/,Mouppim
MPJY/,massue
MPL/,déchets
MPLF/,déploiement
MPLGH/,regroupement
MPLH/,éboulis
MPLT/,carcasse
MPLV/,refuge
MPLYT/,horrible idole
MPQD/,recensement
MPRF/,voile
MPRQT/,(os du) cou
MPRY/,débarcadère
MPTN/,seuil
MPTX/,clé
MPTX=/,paroles prononcées
MPX/,soufflets
MPX=/,expiration
MPY/,"gourdin, massue"
MPY=/,"gourdin, massue"
MQ/,pourriture
MQCH/,métal martelé
MQCH=/,métal martelé
MQCH==/,coiffure élaborée
MQDC/,part consacrée
MQDH/,Maqqéda
MQHL/,assemblée
MQHLT/,Maqhéloth
MQL/,branche
MQL<T/,"sculpture, gravure"
MQLV/,refuge
MQLWT/,Miqloth
MQNH/,possession
MQNH=/,achat
MQNJHW/,Miqnéya
MQQ[,pourrir
MQR>/,rassemblement
MQRH/,"accident, hasard"
MQRH=/,"charpente, toit, combles"
MQRH==/,fraîcheur
MQSM/,divination
MQVR/,embraser
MQVRT/,encensoir
MQWH=/,"réservoir, citerne"
MQWM/,lieu
MQWR/,source
MQX/,recevoir
MQY/,Maqats
MQY<H/,"ciseau, rabot"
MQYW</,"coin, angle"
MR/,goutte
MR</,ami
MR<=/,agir méchamment
MR<H/,pré
MR<JT/,pré
MR<LH/,Maréala
MR=/,goutte
MR==/,myrrhe
MR>H/,apparence
MR>H=/,vision
MR>H==/,jabot
MRB/,Mérab
MRBH=/,"beaucoup, plusieurs, nombreux"
MRBJT/,la majeure partie
MRBQ/,étable
MRBY/,lieu de repos (pour les animaux)
MRBY=/,lieu de repos (pour les animaux)
MRC<T/,perfide
MRCH=/,Marésha
MRD/,rébellion
MRDK/,"Merodak, Mardouk"
MRDKJ/,Mordokaï
MRDP/,persécution
MRDWT/,rébellion
MRD[,se rebeller
MRG<H/,repos
MRGMH/,"fronde, lance-pierre"
MRGW</,repos
MRH/,détresse
MRH=/,Mara
MRH[,se rebeller
MRJ/,rebelle
MRJ>/,veau gras
MRJBH/,litige
MRJBH=/,litige
MRJB_B<L/,Merib-Baal
MRJH/,Moriya
MRJH=/,Meraya
MRJM/,Miryam
MRJRJ/,amer
MRJRWT/,en détresse
MRJWT/,Merayoth
MRK/,timidité
MRKB/,chars
MRKBH/,"char, chariot"
MRKBT/,"char, chariot"
MRKLT/,marché
MRMH/,tromperie
MRMH=/,tromperie
MRMS/,"fouler, piétiner"
MRMWT/,Merémoth
MRNTJ/,Méronotite
MRP>/,guérison
MRP>=/,guérison
MRPF/,embourbement
MRQ/,bouillon
MRQX/,herbes aromatiques
MRQXH/,épices
MRQXT/,mélange d'onguent
MRRH/,bile
MRRH=/,bile
MRRJ/,Merari
MRRJ=/,Merari
MRS/,Mèrès
MRSN>/,Marsena
MRTJM/,Merataïm
MRV[,perdre ses cheveux
MRWD/,agitation
MRWM/,élevé
MRWM=/,Mérom
MRWT/,Maroth
MRWX/,ecchymoses
MRWY/,course
MRWYH/,course (à pied)
MRWYH=/,course (à pied)
MRWZ/,Méroz
MRXB/,large (pâturage)
MRXCT/,poêle
MRXQ/,lointain
MRX[,appliquer
MRY</,"poinçon, alène"
MRYPT/,chaussée
MRY[,être douloureux
MS/,travailleurs conscrits
MS</,marche
MS<=/,carrière
MS<D/,soutiens
MS=/,désespéré
MSD/,fondations
MSDRWN/,vestibule
MSGR/,forgeron
MSGR=/,forgeron
MSGRT/,bord
MSH=/,part proportionnelle
MSH[,fondre
MSK/,"rideau, voile"
MSK=/,vin mélangé
MSKH/,métal fondu
MSKH=/,métal fondu
MSKH==/,métal fondu
MSKN/,pauvre
MSKNT/,pauvreté
MSKNWT/,lieux de stockage
MSKT/,fils de chaîne
MSLH/,route
MSLWL/,grande route
MSPD/,"deuil, lamentation"
MSPR/,rapport
MSPR=/,rapport
MSPRT/,Mispéreth
MSPW>/,fourrage
MSPXT/,éruption cutanée (de la peau)
MSRT/,lien
MSR[,choisir
MSS[,fondre
MSTR/,cachette
MSTR=/,cacher/dissimuler (son) visage
MSTWR/,abri
MSWH/,voile
MSWKH/,haie d'épines
MSX,inconnu
MSXR/,commerce
MT/,personnes
MTBN/,paille
MTG/,mors
MTJ,quand?
MTKNT/,nombre
MTM/,zone saine
MTN/,"cadeau, présent"
MTN=/,"cadeau, présent"
MTNH/,don
MTNH=/,don
MTNJ/,Mitnite
MTNJ=/,Mattenaï
MTNJM/,reins
MTQ/,douceur
MTQH/,Mitqa
MTQ[,avoir bon goût
MTRDT/,Mitredath
MTT/,don
MTTH/,Mattatta
MTWC>L/,Metoushaël
MTWCLX/,Mathusalem
MTWQ/,savoureux
MTX[,étendre
MV</,"action de planter, plantation"
MV<MJM/,aliments savoureux
MV>V>/,balai
MVBX/,(lieu de) massacre
MVH/,branche
MVH=/,lit
MVH==/,inférieur (en années)
MVH===/,déploiement (des ailes)
MVH====/,corruption
MVJL/,tige de fer
MVMN/,trésor caché
MVPXT/,châle
MVR/,pluie
MVRD/,Matred
MVRJ/,matrite
MVR[,envoyer la pluie
MVWH/,fil
MW<D/,rencontre
MW<DH/,désignation
MW<DJH/,Moadya
MW<P/,grisaille
MW<QH/,fardeau
MW<YH/,conception
MW>B/,Moab
MW>BJ/,Moabite
MWB>/,entrer
MWCB/,"endroit, emplacement"
MWCJ/,Moushi
MWCJ=/,Moushi
MWG[,fondre
MWK[,devenir pauvre
MWL/,"circoncire, circoncision"
MWLDH/,Molada
MWLDT/,naissance
MWLH/,circoncision
MWLJD/,Molid
MWL[,"circoncire, circoncision"
MWPT/,signe
MWQC/,piège
MWQD/,foyer
MWQDH/,foyer
MWQ[,se moquer
MWRC/,possession
MWRC=/,possession
MWRCH/,possession
MWRCTJ/,de Morèsheth
MWRCT_GT/,Morèsheth-Gath
MWRD/,descente
MWRG/,traîneau-herse
MWRH=/,rasoir
MWR[,changer
MWSB/,pourtour
MWSD/,fondement
MWSD=/,fondement
MWSDH/,fondement
MWSR/,"leçon, instruction, correction, avertissement, admonestation"
MWT/,mort
MWTR/,avantage
MWT[,mourir
MWV/,bouger
MWVH/,barre
MWV[,bouger
MWY>/,sortir
MWY>H/,origine
MX/,veau gras
MX=/,moelle
MXBRT/,assemblage
MXBT/,grille
MXCBH/,plan
MXCBT/,plan
MXCK/,obscurité
MXFP/,exposition
MXGRT/,ceinture
MXH==[,essuyer
MXH=[,essuyer
MXH[,essuyer
MXJ/,coup
MXJD>/,Mehida
MXJH/,rester vivant
MXJJ>L/,Mehouyaël
MXJR/,prix
MXJR=/,prix
MXLH=/,danser
MXLH==/,"trou, fente"
MXLH====/,Mahla
MXLJ/,Mahli
MXLJ=/,Mahli
MXLP/,réparé
MXLPWT/,tresse
MXLQT/,division
MXLTJ/,Meholatite
MXLWN/,Mahlôn
MXMD/,objet convoité
MXML/,(objet d')affection
MXNH/,campement
MXNJM/,Mahanaïm
MXNQ/,étranglement
MXQR/,profondeur
MXQ[,écraser
MXR/,demain
MXRCH/,soc
MXRT/,le jour suivant
MXSH/,refuge
MXSJH/,Mahséya
MXSWM/,"muselière, bâillon"
MXSWR/,manquer
MXT/,Mahath
MXTH/,encensoir
MXTH=/,ruine
MXTRT/,effraction
MXWGH/,compas
MXWJ>L/,Mehouyaël
MXWJM/,Mahawites
MXWZ/,havre
MXY/,plaie
MXYB/,pierres de taille
MXYH/,moitié
MXYJT/,moitié
MXY[,frapper
MXZH/,"recevoir en vision, avoir une vision"
MXZH=/,fenêtre
MXZJ>WT/,Mahazioth
MY/,paille
MY</,lit
MY<D/,le parcours de vie (d'une personne)
MY<R/,un petit (objet)
MY=/,paille
MY>[,trouver
MYB/,position debout (sur les pieds)
MYB=/,tour de siège
MYBH/,souche
MYBH=/,garnison
MYBJH/,Metsovaya
MYD/,"proie, gibier"
MYH/,pain sans levain
MYH=/,pain sans levain
MYH==/,Motsa
MYH[,presser
MYLH/,cloche
MYNPT/,turban
MYPH=/,"Mitspa, Mitspè"
MYR/,détresse
MYRJ/,Égyptien
MYRJM/,Égyptien
MYRP/,creuset
MYWH/,commandement
MYWLH/,ravin
MYWQ/,désarroi
MYWQ=/,pilier
MYWQH/,désarroi
MYWR=/,détresse
MYWRH/,fortification
MYX/,front
MYXH/,jambières
MYY[,téter
MZ<R/,peu
MZBX/,autel
MZG/,vin aux épices
MZH/,faible
MZH=/,Mizza
MZLG/,fourchette
MZLG=/,fourchette
MZMH/,plan
MZMRH/,serpe
MZMWR/,psaume
MZR</,terre ensemencée
MZRH/,fourche à vanner
MZRQ/,coupe à aspersion
MZRX/,levant
MZW/,"grange, grenier"
MZWN/,nourriture
MZWZH/,montant (de la porte)
N<H/,Noa
N<H=/,Néa
N<J>L/,Neiel
N<JM/,charmant
N<L/,sandale
N<M/,beauté
N<M=/,Naam
N<MH/,Naama
N<MH=/,Naama
N<MJ/,Naamite
N<MN/,Naamân
N<MTJ/,Naamatite
N<M[,être charmant
N<R/,garçon
N<R=/,jeunesse
N<RH/,fille
N<RH=/,fille
N<RH==/,fille
N<RJ/,Naaraï
N<RJH/,Néarya
N<RN/,Naarân
N<RT/,étoupe
N<YWY/,"épine, chardon, ronce"
N>=/,No
N>D/,outre
N>M/,déclaration
N>P[,commettre un adultère
N>QH/,gémissement
N>Q[,gémir
N>R[,rejeter
N>WH/,beau
N>Y[,rejeter
NB/,Nob
NB<[,jaillir
NBB[,creux
NBCN/,Nivshân
NBJ>/,prophète
NBJ>H/,prophétesse
NBJWT/,Nevayoth
NBK/,source
NBL/,"fou, impie, insensé, fou furieux, vaurien"
NBL===/,"fou, impie, insensé, fou furieux, vaurien"
NBLH/,"stupidité, folie, actions stupides"
NBLH=/,cadavre
NBLV/,Nevallat
NBLWT/,parties intimes (d'une femme)
NBL[,"flétrir, faner"
NBV/,Nevath
NBV[,regarder
NBW/,Nébo
NBW=/,Nébo
NBW>H/,parole de prophète
NBWCZBN/,Neboushazbân
NBWKDN>YR/,Nabuchodonosor
NBWT/,Naboth
NBWZR>DN/,Nebouzaradân
NBX/,Novah
NBX=/,Novah
NBXZ/,Nivhaz
NC>=[,pioche
NCB[,souffler
NCH/,muscle de la cuisse
NCJ/,dette
NCJH/,oubli
NCJQH/,baiser
NCK/,intérêt
NCK=[,mordre
NCKH/,pièce
NCK[,mordre
NCL[,tomber
NCMH/,souffle
NCM[,haleter
NCP/,crépuscule
NCP[,souffler
NCQ[,embrasser
NCR/,grand oiseau de proie
NCTWN/,lettre
NCT[,sécher
ND/,bloc (d'eau)
NDB/,Nadav
NDBH/,de plein gré
NDBJH/,Nedavya
NDB[,inciter
NDD[,fuir
NDH/,impureté
NDH=/,rémunération
NDJB/,volontaire
NDJBH/,dignité
NDP[,souffler
NDR/,vœu
NDR[,faire un vœu
NDX[,s'élever
NFG[,dépasser
NFJ>/,chef
NFJ>=/,chef
NFW>H/,objets à transporter
NG</,coup
NG<[,toucher
NGB/,Nèguev
NGC[,être proche
NGD[,raconter
NGF[,maître d'œuvre
NGH/,luminosité
NGH=/,luminosité
NGHH/,luminosité
NGH[,briller
NGJD/,dirigeant
NGJNH/,instrument à cordes
NGN[,jouer
NGP/,pierre à trébucher
NGP[,heurter le pied (sur qqc) > se heurter
NGR[,torrent
NGX/,sujet à encorner
NGX[,encorner
NH/,prééminence
NHG=[,diriger
NHG[,diriger
NHH=[,se lamenter
NHH[,se lamenter
NHJ/,lamentation
NHL[,avancer
NHM/,rugir
NHMH/,rugissement
NHQ[,braire
NHR/,"courant, fleuve"
NHRH/,lumière (du jour)
NJ/,lamentation
NJB/,viande
NJD/,se balancer
NJN/,descendance
NJNWH/,Ninive
NJN[,descendance
NJSN/,Nisan
NJXX/,apaisement
NJYWY/,étincelle
NK>/,expulser
NK>T/,"gomme adragante, tragacanthe"
NKD/,descendance
NKH=/,poser une condition
NKH[,poser une condition
NKL/,tromper
NKL[,tromper
NKR/,étranger
NKRJ/,"étranger, étrange"
NKSJM/,richesse
NKT/,"maison du trésor, trésor"
NKW/,Neko
NKX/,"juste, droit, correct, sincère"
NLH[,finir
NMCJ/,Nimshi
NMLH/,fourmi
NMR/,léopard
NMRD/,Nimrod
NMRH/,Nimra
NMRJM/,Nimrim
NMW>L/,Nemouel
NMW>LJ/,Nemouélite
NPC/,gorge
NPC[,respirer
NPG/,Nèfeg
NPH/,"tamis, crible"
NPJC/,Nafish
NPJLJM/,Nefilim
NPK/,turquoise
NPL[,tomber
NPT/,miel pur
NPT=/,colline
NPTLJ/,Neftali
NPTWLJM/,lutter
NPTWX/,Neftoah
NPTXJM/,Naftouhim
NPWCSJM/,Nefisim
NPX/,Nofah
NPX[,souffler
NPY/,éclaircie
NQ<[,être dégoûté
NQBH/,féminin
NQB[,"aléser, percer"
NQC[,attraper
NQD/,éleveur de moutons
NQD=/,moucheté
NQDH/,perle
NQDJM/,gâteau
NQH[,être vidé
NQJ/,innocent
NQJQ/,fente
NQJWN/,famine
NQM/,vengeance
NQMH/,vengeance
NQM[,venger
NQP/,battre (un arbre pour récolter ses fruits)
NQPH/,corde
NQP[,dépouiller
NQRH/,fendu (dans la roche)
NQR[,ronger
NQWD>/,Neqoda
NRD/,nard
NRGL/,Nergal
NRJH/,Nériya
NS/,bannière
NS<[,retirer
NSBH/,tournure des événements
NSH[,tester
NSJK/,libation
NSJK=/,libation
NSK/,image fondue
NSK[,verser
NSRK/,Nisrok
NSX[,arracher
NT<[,briser
NTC[,déraciner
NTJN/,servants du temple
NTK[,se déverser
NTN/,Natân
NTN>L/,Netanéel
NTQ/,infection de peau
NTQ[,être brisé
NTR/,natron
NTR[,relâcher les cordons du joug > cesser d'oppresser d'autres personnes
NTS[,couper le sentier (de quelqu'un)
NTX/,"morceau, pièce"
NTY[,être démoli
NV</,plantes
NV<JM/,Netaïm
NV<[,planter
NVC[,se détacher
NVH[,être plié
NVJ</,plante
NVJL/,peser
NVL/,poids
NVPH/,boucles d'oreilles
NVPH=/,Netofa
NVP[,goutter
NVR=[,superviser
NW<DJH/,Noadya
NW<[,bouger
NW>[,interdire
NWC[,être désespéré
NWDB/,Nodav
NWD[,se balancer
NWH=/,rester
NWMH/,somnolence
NWM[,somnoler
NWN/,Noun
NWP[,agiter çà et là
NWS[,fuir
NWV[,bouger
NWXH/,Noha
NWYH/,plumes
NWY[,fuir
NX/,Noé
NXBJ/,Nahbi
NXC/,serpent
NXC=/,présage
NXC==/,serpent
NXCT/,cuivre
NXCT=/,cuivre
NXCT>/,Nehoushta
NXCTN/,idole de serpent
NXCWN/,Nahshôn
NXC[,présager
NXH=[,diriger
NXH[,diriger
NXL/,oued
NXLH/,héritage
NXLJ>L/,Nahaliel
NXLMJ/,de Nèhèlam
NXL[,obtenir
NXM/,compassion
NXM=/,Naham
NXMH/,consolation
NXMJH/,Nehèmya
NXMNJ/,Nahamani
NXM[,réconforter
NXRJ/,Naharaï
NXT==/,confiance
NXWC/,de bronze
NXWCH/,bronze
NXWM/,Nahoum
NXWM=/,Nehoum
NXWR/,Nahor
NXY[,être urgent
NY/,bourgeon
NY=/,bourgeon
NY>[,s'envoler
NYB/,garde (de l'épée)
NYB[,se tenir
NYH=/,floraison
NYH[,se bagarrer
NYJB/,colonne de sel
NYJB=/,colonne de sel
NYJX/,Netsiah
NYL[,arracher à
NYR/,germe
NYY[,scintiller
NZH[,éclabousser
NZJD/,soupe
NZJR/,élu
NZL[,couler
NZM/,"anneau, boucle d'oreille, anneau de nez"
NZQ/,blessure
NZR/,consécration
NZR[,se séparer
P<H[,hurler
P<L/,acte
P<LH/,acte
P<LTJ/,Péoultaï
P<M/,pied
P<MWN/,"cloche, sonnette"
P<M[,être perturbé
P<RJ/,Paaraï
P<R[,ouvrir (la bouche) en grand
P<WR/,Peor
P>H/,côté
P>H=/,côté
P>H==/,côté
P>R/,turban
P>R=[,inspecter les branches
P>RN/,Parân
P>RWR/,"rougeur, éclat"
P>R[,inspecter les branches
PC/,folie
PC</,rébellion
PCR/,interprétation
PCT/,lin
PCV[,se dépouiller de sa peau
PCXWR/,Pashehour
PCX[,mutiler
PD<[,racheter
PDH>L/,Pedahel
PDHYWR/,Pedahçour
PDH[,rançonner
PDN/,Paddân-Aram
PDR/,graisse
PDWJM/,rançon
PDWN/,Padôn
PDWT/,rédemption
PF</,pas
PFH[,se répandre
PFQ[,se répandre
PG/,figue précoce
PG</,chance
PG<J>L/,Paguiël
PG<[,rencontrer
PGC[,rencontrer
PGR/,cadavre
PGWL/,viande (sacrificatoire) impure
PH,"ici, par ici"
PJCWN/,Pichon
PJD/,malheur
PJKL/,Pikol
PJMH/,gras
PJNN/,Pinôn
PJNXS/,Pinhas
PJTWN/,Pitôn
PJX/,suie
PJ_HXJRWT/,Pi-Hahiroth
PK/,flacon
PKH[,s'écouler
PL>/,miracle
PL>J/,merveilleux
PL>J=/,Pallouite
PLCT/,Philistie
PLCTJ/,Philistin
PLC[,rouler
PLDC/,Pildash
PLGC/,concubine
PLGH/,regroupement
PLGH=/,regroupement
PLH[,être différent
PLJL/,juge
PLJLH/,juger
PLJLJ/,jugement
PLJLJH/,juger
PLJVH/,ceux qui se sont échappés
PLK/,fuseau
PLK=/,fuseau
PLL/,Palal
PLL=[,s'attendre à
PLLJH/,Pelalia
PLL[,s'attendre à
PLS/,balance
PLT/,Pélet
PLTJ/,Kerétite
PLV/,Pèleth
PLVJ/,Palti
PLVJ=/,Palti
PLVJ>L/,Paltiël
PLW>/,Pallou
PLX/,tranche
PLX>/,Pileha
PLYWT/,tremblement
PLY[,trembler
PNG/,repas
PNH=/,coin
PNH[,tourner
PNJMH,"dans, en dedans"
PNJMJ/,dedans
PNNH/,Peninna
PNQ[,gâter
PQDH/,enrôlement
PQDT/,"gardien, sentinelle"
PQDWN/,"dépôt, réserve"
PQD[,observer
PQJD/,officier
PQX/,vision
PQX=/,Péqah
PQXJH/,Pekahya
PQX[,faire voir
PR/,taureau
PR</,mèches
PR<C/,puce
PR<C=/,puce
PR<H/,Pharaon
PR<TWN/,Piratôn
PR<TWNJ/,Piratonite
PR<[,laisser pendre/tomber
PR>/,onagre
PR>M/,Piréam
PRBR/,cour
PRC=/,entrailles
PRC==/,entrailles
PRCDN/,intestins
PRCH/,indication exacte
PRCNDT>/,Parchandatha
PRC[,séparer
PRD/,mulet
PRDH/,mule
PRDS/,"parc, forêt"
PRD[,"être détaché, être disjoint, être étalé, être divisé"
PRF[,étendre
PRH==/,Poura
PRJ/,fruit
PRJY/,féroce
PRJY=/,féroce
PRK/,sévérité
PRKT/,voile
PRMCT>/,Parmachta
PRM[,déchirer
PRNK/,Parnak
PRPR/,Parpar
PRQ/,[Glosses - fr]
PRQ[,arracher
PRR=[,[Glosses - fr]
PRR[,[Glosses - fr]
PRS/,gypaète barbu
PRS=/,partager
PRSH/,sabot
PRS[,partager
PRT/,Euphrate
PRV/,fruits tombés
PRWJM/,Parvaïm
PRWR/,pot
PRWX/,Parouah
PRX/,bourgeon
PRXX/,populace
PRX[,éclater
PRY/,brèche
PRY=/,brèche
PRYJ/,Partsite
PRYJM/,Peratsim
PRY[,déborder
PRZ/,"combattant, soldat"
PRZH/,"villes ouvertes, villages"
PRZJ/,Phérésien
PRZJ=/,"villes ouvertes, villages"
PRZWN/,paysans
PS/,robe avec manches
PSGH/,Pisga
PSG[,étudier
PSH/,abondance
PSJL/,idole
PSK/,Pasak
PSL/,idole
PSL[,couper
PSPH/,Pispa
PSS[,"cesser, dissiper, disparaître"
PSX/,Pâque
PSX=/,être laminé
PSX==/,Paséah
PSX[,être laminé
PT</,instant
PT=/,"gond, charnière"
PT>M,soudainement
PTBG/,nourriture
PTJGJL/,robe de luxe
PTJL/,"cordon, ficelle"
PTJWT/,naivité
PTLTL/,rusé
PTL[,se battre
PTM/,Pitom
PTN/,cobra
PTRSJM/,Patrousim
PTRWN/,interprétation
PTRWS/,Patros
PTR[,interpréter
PTT[,mettre en morceaux
PTW>L/,Petouël
PTWR/,Petor
PTWX/,gravures
PTX/,ouverture
PTX=/,explication
PTX=[,ouvrir
PTXJH/,Petahya
PTXWN/,pouvoir d'expression
PTX[,ouvrir
PVDH/,topaze
PVJC/,marteau
PW<H/,Poua
PWC[,donner un coup de patte
PWGH/,arrêt
PWG[,être faible
PWK/,khôl
PWL=/,"Poul, Tilgath-Pilnéser"
PWL==/,"Poul, Tilgath-Pilnéser"
PWNJ/,un pounite
PWNN/,Pounôn
PWN[,être désespéré
PWQH/,trébucher (dans ses actes)
PWR/,sort
PWRH/,pressoir
PWRT>/,Porata
PWTJ/,Pourien
PWV/,Pouth
PWVJ>L/,Poutiël
PWVJPR/,Potiphar
PWVJ_PR</,Poti-Phéra
PWX=[,"souffler (sur), faire exhaler, souffler dessus"
PWX[,"souffler (sur), faire exhaler, souffler dessus"
PWY[,mettre en pièces
PX/,piège
PX=/,piège
PXD/,trembler
PXD=/,trembler
PXDH/,frayeur
PXD[,trembler
PXH/,gouverneur
PXM/,charbon de bois
PXT/,puits
PXTT/,pourriture
PXT_MW>B/,Pahath-Moab
PXX[,piéger
PXZ/,perfide
PXZWT/,arrogance > vantardise
PXZ[,être perfide / fourbe / traître
PY</,blessure
PYH[,ouvrir (la bouche) en grand
PYJRH/,affûtage
PYLH/,bandes pelées
PYL[,éplucher
PYM[,"fendre, entrouvrir"
PYR[,presser
PYX=[,(se) briser en morceaux
PYX[,(se) briser en morceaux
PYY[,"Happicéç, Happitsets"
PZ/,or pur
PZR[,disperser
Q<JLH/,Qeïla
Q<Q</,tatouage
Q<RH/,plat
Q>T/,pélican
QB/,qab
QB<T/,coupe
QB<[,voler
QBB[,maudire
QBH/,"ventre, estomac (des animaux)"
QBH=/,pièce intérieure
QBL[,s'emparer
QBR/,tombe
QBRWT_HT>WH/,Qibroth-Taava
QBR[,enterrer
QBWRH/,enterrement
QBWY/,collection
QBY>L/,Qabtseel
QBYH/,rassembler
QBYJM/,Qibtsaïm
QBY[,être réuni
QC/,chaume
QC>H/,melon
QCB/,attention
QCC[,assembler
QCH/,dur
QCH[,être difficile
QCJ/,obstination
QCJWN/,Qichyôn
QCR/,conspiration
QCR[,être réuni
QCT/,arc
QCT=/,"archer, tireur à l'arc"
QCX[,"rendre obstiné, rendre raide de la nuque"
QDC/,sainteté
QDC===/,Qédesh
QDC[,se sanctifier
QDC_BRN</,Qadesh-Barnéa
QDD[,s'incliner
QDH/,arbre de casse
QDJM/,avant
QDMH/,"vers l'est de, à l'est de"
QDMH==/,Qedma
QDMJ>L/,Qadmiel
QDMWN/,oriental
QDMWT/,Qedémoth
QDQD/,crâne
QDR/,Qédar
QDRNJT,avec tristesse
QDRWN/,Cédron
