# Hebrew Strong's pairs with highly similar per-book occurrence profiles — a free
# approximation of SDBH's `ctx` (contextual/situational) domain axis, NOT the `core`
# (concept/synonymy) axis every other signal in this pipeline targets. Derived entirely
# from public-domain WLC occurrence counts. Validated 2026-08 at 45.6% SDBH ctx-agreement
# vs. 13.81% random baseline. NOT wired into build_semantic_neighbors.py — see
# build_genre_context_pairs.py's docstring for why.
strong_a	strong_b	cosine
H4225	H7175	0.9989
H4225	H7848	0.9985
H4225	H7551	0.9923
H4225	H6854	0.9839
H4225	H7098	0.9834
H4225	H5572	0.9806
H4225	H8504	0.9754
H4225	H6395	0.9701
H4225	H7050	0.9532
H4225	H7718	0.9354
H4225	H7757	0.915
H4227	H6172	0.9332
H4227	H8263	0.9267
H4227	H4465	0.9199
H4244	H6765	0.98
H4244	H4940	0.971
H4244	H4733	0.96
H4244	H4294	0.9532
H4244	H6465	0.9507
H4244	H6956	0.9304
H4245	H8333	0.9303
H4246	H6002	0.9075
H4249	H5816	0.9674
H4249	H7145	0.9654
H4249	H6019	0.9268
H4249	H8439	0.9029
H4256	H6022	0.9806
H4256	H5840	0.9613
H4268	H8416	0.9774
H4268	H7442	0.9755
H4268	H4869	0.974
H4268	H5833	0.9735
H4268	H6035	0.9666
H4268	H6664	0.9656
H4268	H8398	0.9615
H4268	H6382	0.9598
H4268	H4285	0.9542
H4268	H6041	0.9539
H4268	H5797	0.9536
H4268	H7440	0.9515
H4268	H5332	0.9508
H4268	H6429	0.9489
H4268	H6862	0.9404
H4268	H5769	0.9341
H4268	H5849	0.9315
H4268	H6869	0.9257
H4268	H7896	0.9127
H4268	H6341	0.9091
H4270	H8419	0.9309
H4270	H7389	0.9238
H4270	H6102	0.9238
H4270	H7326	0.9069
H4270	H7279	0.9007
H4272	H7214	0.9068
H4276	H4872	0.9424
H4276	H5514	0.9258
H4276	H5736	0.9142
H4276	H4908	0.9106
H4276	H7004	0.9064
H4285	H6382	0.9779
H4285	H7442	0.9661
H4285	H8398	0.9519
H4285	H8416	0.946
H4285	H5833	0.9456
H4285	H6862	0.9427
H4285	H7440	0.9427
H4285	H5123	0.9331
H4285	H6429	0.9305
H4285	H5848	0.9027
H4288	H6089	0.959
H4288	H7036	0.9527
H4288	H6102	0.9439
H4288	H7389	0.9439
H4288	H8394	0.9408
H4288	H8419	0.9381
H4288	H4832	0.9306
H4288	H7279	0.928
H4289	H5145	0.9648
H4289	H7086	0.9585
H4289	H4550	0.9562
H4289	H5713	0.9545
H4289	H5262	0.9494
H4289	H6241	0.949
H4289	H5265	0.949
H4289	H8255	0.9479
H4289	H4340	0.917
H4291	H7328	1.0
H4291	H5135	1.0
H4291	H7714	1.0
H4291	H6592	0.9995
H4291	H4332	0.9449
H4291	H6267	0.9045
H4294	H4733	0.9702
H4294	H4940	0.9543
H4294	H6465	0.9293
H4294	H6790	0.9278
H4294	H5713	0.9274
H4294	H5126	0.9123
H4302	H6287	0.9197
H4303	H7647	0.9747
H4303	H8297	0.9487
H4303	H4471	0.9487
H4303	H6124	0.9487
H4303	H6307	0.9487
H4303	H5348	0.9487
H4303	H6622	0.9487
H4315	H5680	0.9167
H4317	H6022	0.9006
H4318	H6439	0.9458
H4318	H8025	0.9248
H4318	H6084	0.9202
H4318	H5862	0.9124
H4318	H6274	0.9095
H4321	H7346	0.9536
H4321	H8010	0.9381
H4321	H5458	0.9297
H4325	H5375	0.9308
H4325	H4480	0.9261
H4325	H7200	0.9053
H4327	H7430	0.9575
H4332	H7117	0.9697
H4332	H5135	0.9449
H4335	H5135	1.0
H4335	H6598	1.0
H4340	H4550	0.9152
H4340	H5063	0.9152
H4340	H6826	0.9036
H4340	H6485	0.902
H4345	H6472	0.9864
H4345	H7165	0.9864
H4345	H7806	0.9864
H4345	H8246	0.9864
H4345	H5450	0.9864
H4348	H6581	1.0
H4348	H7147	1.0
H4348	H5424	1.0
H4348	H5997	0.9959
H4348	H5061	0.994
H4348	H8359	0.9939
H4348	H6883	0.9895
H4348	H8263	0.9879
H4348	H6187	0.9872
H4348	H8318	0.9831
H4348	H4465	0.9707
H4348	H6154	0.9594
H4350	H5022	0.9686
H4350	H5696	0.957
H4350	H7639	0.941
H4350	H6018	0.9387
H4350	H7172	0.9133
H4350	H8656	0.9101
H4353	H6955	0.9086
H4370	H6531	0.98
H4370	H4394	0.9287
H4370	H4888	0.9087
H4371	H7707	1.0
H4371	H8017	1.0
H4371	H6701	1.0
H4371	H6686	1.0
H4371	H6301	1.0
H4371	H5996	1.0
H4371	H6295	1.0
H4371	H5918	1.0
H4371	H5265	0.9748
H4371	H6895	0.9623
H4371	H8446	0.9615
H4371	H5106	0.9487
H4371	H4455	0.9285
H4372	H4785	0.9871
H4372	H7508	0.9871
H4372	H8477	0.984
H4372	H8519	0.9798
H4372	H4908	0.9711
H4372	H7486	0.9678
H4372	H5736	0.9657
H4372	H4872	0.9522
H4372	H7004	0.9483
H4372	H5514	0.948
H4372	H4749	0.9426
H4372	H6826	0.9366
H4375	H8297	1.0
H4375	H7408	1.0
H4375	H5711	1.0
H4375	H6124	1.0
H4375	H7259	1.0
H4375	H4471	1.0
H4375	H5470	1.0
H4375	H5348	1.0
H4375	H5146	0.9973
H4375	H8392	0.9971
H4375	H8283	0.9971
H4375	H6085	0.9965
H4375	H6711	0.9918
H4383	H4923	0.9753
H4383	H6928	0.9722
H4383	H6288	0.9687
H4383	H4805	0.952
H4383	H6921	0.9473
H4383	H6189	0.9411
H4383	H4720	0.9376
H4383	H5766	0.9139
H4383	H4803	0.9065
H4383	H8210	0.9055
H4383	H6864	0.9035
H4387	H4905	1.0
H4387	H5542	0.9991
H4387	H4869	0.9827
H4387	H7878	0.9802
H4387	H6789	0.9761
H4387	H4691	0.9623
H4387	H5058	0.9594
H4387	H7775	0.937
H4387	H7128	0.9285
H4387	H4867	0.9045
H4394	H4888	0.9833
H4394	H6532	0.9651
H4394	H4701	0.9485
H4394	H6016	0.9327
H4394	H6531	0.9042
H4405	H8538	0.9832
H4409	H6126	0.982
H4409	H5411	0.9732
H4409	H4983	0.973
H4409	H7935	0.9687
H4409	H4441	0.9515
H4409	H8203	0.9274
H4432	H6883	0.944
H4432	H6187	0.9319
H4432	H6154	0.9304
H4432	H5061	0.929
H4432	H7147	0.9285
H4432	H5424	0.9285
H4432	H6581	0.9285
H4432	H5038	0.901
H4435	H8646	0.977
H4435	H7014	0.9366
H4435	H6509	0.9286
H4435	H6085	0.919
H4435	H5152	0.9159
H4436	H6332	0.9695
H4436	H4782	0.9692
H4436	H7799	0.9264
H4437	H5020	0.9995
H4437	H5135	0.9972
H4437	H8532	0.996
H4437	H5958	0.9933
H4437	H5559	0.988
H4437	H7690	0.9865
H4441	H6126	0.969
H4441	H4918	0.9489
H4441	H8203	0.9206
H4441	H4641	0.9206
H4446	H5663	1.0
H4446	H5374	1.0
H4446	H7143	0.9971
H4446	H8471	0.9864
H4446	H8612	0.9847
H4446	H5418	0.9831
H4446	H5428	0.9771
H4446	H4878	0.9705
H4446	H5498	0.9701
H4446	H5018	0.9701
H4446	H7455	0.9685
H4446	H8048	0.9623
H4446	H5092	0.9623
H4446	H8322	0.9608
H4446	H5310	0.9577
H4446	H8205	0.9258
H4446	H6667	0.9177
H4446	H6583	0.9058
H4446	H7599	0.9045
H4448	H7690	0.9269
H4448	H8138	0.9164
H4455	H5881	0.9285
H4455	H6686	0.9285
H4455	H6302	0.9285
H4455	H8017	0.9285
H4455	H6301	0.9285
H4455	H6260	0.9267
H4465	H8263	0.9742
H4465	H5061	0.9739
H4465	H7147	0.9707
H4465	H5424	0.9707
H4465	H6581	0.9707
H4465	H6172	0.9658
H4465	H6154	0.9609
H4465	H8262	0.9078
H4465	H6541	0.9052
H4467	H6419	0.9001
H4468	H5857	0.9311
H4468	H5912	0.9285
H4468	H4719	0.9285
H4471	H5711	1.0
H4471	H8297	1.0
H4471	H7408	1.0
H4471	H6124	1.0
H4471	H5470	1.0
H4471	H6623	1.0
H4471	H6622	1.0
H4471	H7259	1.0
H4471	H6307	1.0
H4471	H5146	0.9973
H4471	H6215	0.9914
H4471	H7647	0.9733
H4471	H4554	0.9701
H4480	H6440	0.9798
H4480	H5921	0.9742
H4480	H5704	0.9437
H4480	H5414	0.9388
H4480	H5375	0.9359
H4480	H5869	0.9332
H4480	H7200	0.93
H4480	H7725	0.9294
H4480	H7760	0.9284
H4480	H5971	0.9271
H4495	H8123	1.0
H4495	H6759	0.9959
H4495	H5516	0.9932
H4495	H7028	0.9428
H4501	H8504	0.9296
H4501	H4539	0.9251
H4501	H6363	0.9235
H4501	H7718	0.9185
H4501	H5561	0.916
H4501	H7050	0.9098
H4503	H6499	0.9628
H4503	H5560	0.9552
H4503	H8163	0.947
H4503	H5207	0.9227
H4503	H5795	0.9183
H4503	H8255	0.9104
H4503	H5144	0.9072
H4505	H6492	0.9879
H4505	H5283	0.9648
H4505	H5429	0.9608
H4514	H7645	0.9806
H4514	H5571	0.9806
H4514	H5166	0.9707
H4514	H6418	0.9656
H4514	H8660	0.9513
H4514	H6934	0.9303
H4526	H6452	0.9032
H4532	H8544	0.9874
H4532	H7698	0.9709
H4532	H8059	0.9608
H4532	H5670	0.9421
H4532	H5394	0.9184
H4532	H7874	0.9058
H4539	H6363	0.9882
H4539	H8519	0.9785
H4539	H4749	0.9766
H4539	H4785	0.9689
H4539	H7508	0.9689
H4539	H8504	0.9688
H4539	H5736	0.9645
H4539	H4908	0.9518
H4539	H7175	0.9451
H4539	H6525	0.9186
H4539	H6616	0.9054
H4543	H7895	0.9649
H4543	H4694	0.9366
H4543	H5449	0.9284
H4546	H5585	0.9127
H4550	H5265	0.9587
H4550	H4813	0.9473
H4550	H7086	0.947
H4550	H8477	0.9412
H4550	H5713	0.9245
H4550	H5145	0.9157
H4550	H7486	0.9037
H4554	H6711	0.9841
H4554	H7014	0.9777
H4554	H8283	0.9739
H4554	H8297	0.9701
H4554	H6124	0.9701
H4554	H7408	0.9701
H4557	H4948	0.9024
H4565	H4830	0.9286
H4570	H8551	0.9054
H4571	H5273	0.9637
H4571	H6789	0.9568
H4571	H7878	0.9477
H4571	H7128	0.9372
H4571	H7834	0.9332
H4584	H4634	0.952
H4584	H4673	0.9456
H4584	H7084	0.9453
H4584	H5941	0.9423
H4584	H8050	0.9413
H4584	H6430	0.9379
H4584	H5633	0.9111
H4601	H8096	0.9075
H4601	H5654	0.9024
H4605	H4931	0.9221
H4611	H7455	0.933
H4611	H8048	0.9251
H4611	H5310	0.9248
H4611	H4878	0.9231
H4611	H5428	0.9063
H4611	H5110	0.9002
H4616	H7138	0.9153
H4616	H6437	0.9004
H4617	H7176	0.9527
H4617	H6175	0.9457
H4617	H8572	0.9211
H4617	H5557	0.9011
H4628	H4902	0.9259
H4634	H8050	0.996
H4634	H5941	0.9937
H4634	H7084	0.9837
H4634	H7586	0.9717
H4634	H6430	0.9587
H4634	H5909	0.9373
H4634	H4673	0.9204
H4641	H8018	0.9526
H4641	H4822	0.9129
H4641	H6934	0.9037
H4641	H8274	0.9037
H4648	H6717	1.0
H4648	H7532	0.9701
H4658	H8457	0.9733
H4658	H6788	0.9733
H4658	H5361	0.9733
H4658	H4805	0.9703
H4658	H7553	0.9695
H4658	H8636	0.9559
H4670	H4805	0.9232
H4670	H6189	0.923
H4670	H7253	0.9154
H4670	H8457	0.9129
H4670	H6788	0.9129
H4671	H7817	0.9336
H4671	H8173	0.9118
H4673	H7084	0.9337
H4673	H7586	0.9324
H4673	H5941	0.9254
H4673	H8050	0.9243
H4673	H5011	0.9204
H4682	H4888	0.9176
H4682	H7637	0.9163
H4682	H6532	0.9138
H4687	H8104	0.9004
H4691	H6789	0.9734
H4691	H7878	0.9701
H4691	H4905	0.9623
H4691	H5542	0.9614
H4691	H7128	0.9292
H4694	H7895	0.9037
H4696	H6189	0.9015
H4696	H4889	0.9003
H4701	H6532	0.9813
H4701	H4888	0.9706
H4701	H8144	0.9674
H4701	H8438	0.9671
H4701	H5561	0.9584
H4701	H7603	0.9463
H4701	H6016	0.908
H4708	H5700	0.9283
H4708	H7158	0.9253
H4719	H5912	1.0
H4719	H5857	0.9968
H4719	H8388	0.9487
H4719	H6252	0.9428
H4719	H8444	0.9333
H4719	H5911	0.9045
H4720	H5439	0.9268
H4720	H6285	0.918
H4720	H8210	0.9175
H4720	H8636	0.9169
H4725	H8033	0.9187
H4733	H4940	0.9514
H4733	H5126	0.9405
H4733	H6790	0.9388
H4733	H6465	0.9377
H4733	H7523	0.9097
H4735	H6714	0.9249
H4735	H8248	0.9055
H4735	H6509	0.9036
H4744	H8573	0.9753
H4744	H7126	0.9655
H4744	H5137	0.9623
H4744	H7133	0.9579
H4744	H5207	0.9432
H4744	H8002	0.9359
H4744	H5130	0.9198
H4744	H8163	0.9156
H4745	H6045	0.9526
H4745	H5531	0.9526
H4745	H6953	0.9526
H4749	H8519	0.9756
H4749	H4785	0.9709
H4749	H7508	0.9709
H4749	H6363	0.9665
H4749	H5736	0.9616
H4749	H4908	0.9578
H4749	H8504	0.9332
H4749	H6826	0.9238
H4749	H6525	0.9076
H4753	H7474	0.9701
H4753	H6082	0.9701
H4759	H6057	0.9015
H4782	H6332	0.9997
H4782	H4960	0.9172
H4785	H7508	1.0
H4785	H8519	0.9989
H4785	H5736	0.9845
H4785	H4908	0.9788
H4785	H6363	0.9672
H4785	H4872	0.9535
H4785	H8477	0.9515
H4785	H5514	0.9407
H4785	H7004	0.9298
H4785	H7486	0.9245
H4785	H6826	0.9245
H4791	H6960	0.9551
H4791	H6342	0.9472
H4791	H7456	0.9349
H4791	H7682	0.9344
H4791	H7817	0.9307
H4791	H6666	0.92
H4791	H6026	0.9172
H4791	H6726	0.9165
H4791	H6468	0.9141
H4791	H6738	0.9121
H4791	H6184	0.9069
H4791	H7797	0.9065
H4791	H5074	0.9053
H4791	H8582	0.9048
H4794	H5498	0.9417
H4794	H7394	0.9305
H4801	H6670	0.9351
H4801	H5251	0.9152
H4801	H6938	0.9073
H4801	H8597	0.902
H4805	H8457	0.9866
H4805	H6788	0.9866
H4805	H5361	0.9866
H4805	H6921	0.9843
H4805	H6288	0.9833
H4805	H6706	0.9721
H4805	H8602	0.9612
H4805	H6311	0.9581
H4805	H8636	0.9447
H4805	H6928	0.9447
H4805	H7253	0.9389
H4805	H7426	0.9296
H4805	H5766	0.9174
H4812	H5813	0.9943
H4812	H5832	0.9915
H4812	H5662	0.9651
H4812	H7509	0.9527
H4812	H5820	0.9485
H4812	H7778	0.9292
H4812	H8098	0.9291
H4812	H5718	0.9258
H4812	H8087	0.9258
H4812	H5798	0.9014
H4813	H7086	0.9629
H4813	H6765	0.9591
H4813	H5989	0.9558
H4813	H5265	0.9553
H4813	H5177	0.9169
H4813	H4931	0.9119
H4820	H7423	0.9578
H4820	H5341	0.925
H4820	H5042	0.923
H4820	H6869	0.9177
H4820	H5475	0.9149
H4820	H8378	0.9124
H4820	H4970	0.9039
H4820	H5970	0.9016
H4822	H6934	0.9899
H4822	H8274	0.9899
H4822	H8660	0.9762
H4822	H4983	0.9648
H4822	H6355	0.9487
H4823	H6476	0.9304
H4823	H7898	0.9177
H4823	H6957	0.9177
H4823	H6673	0.9106
H4823	H4885	0.9009
H4830	H7934	0.9354
H4847	H6955	0.9829
H4847	H5992	0.943
H4847	H4948	0.9394
H4847	H6019	0.9334
H4847	H5417	0.9008
H4854	H6635	0.9074
H4865	H7551	1.0
H4865	H6854	0.9985
H4865	H6395	0.9927
H4865	H6472	0.9923
H4865	H5450	0.9923
H4865	H7806	0.9923
H4865	H7165	0.9923
H4865	H8246	0.9923
H4865	H6157	0.9882
H4865	H6603	0.9268
H4867	H4869	0.9117
H4867	H6789	0.9097
H4867	H4905	0.9045
H4869	H4905	0.9827
H4869	H5542	0.9818
H4869	H8416	0.9646
H4869	H5833	0.9625
H4869	H6035	0.9534
H4869	H7775	0.9445
H4869	H6692	0.9405
H4869	H5849	0.9365
H4869	H8668	0.9081
H4872	H5514	0.9782
H4872	H5736	0.9721
H4872	H4908	0.959
H4872	H7508	0.9535
H4872	H7004	0.9525
H4872	H8519	0.9484
H4878	H5663	0.9705
H4878	H5374	0.9705
H4878	H7143	0.9676
H4878	H7455	0.9589
H4878	H8471	0.9573
H4878	H8612	0.9557
H4878	H5418	0.9541
H4878	H7599	0.9104
H4885	H6673	0.9623
H4885	H7898	0.9578
H4885	H6957	0.9578
H4885	H6476	0.9478
H4885	H6286	0.9399
H4885	H8414	0.9377
H4885	H5445	0.9268
H4885	H5034	0.9204
H4885	H8069	0.9193
H4885	H7600	0.9093
H4888	H6532	0.9929
H4888	H6016	0.9317
H4888	H8144	0.9305
H4888	H8438	0.9286
H4905	H5542	0.9991
H4905	H7878	0.9802
H4905	H6789	0.9761
H4905	H5058	0.9594
H4905	H7775	0.937
H4905	H7128	0.9285
H4908	H7508	0.9788
H4908	H8519	0.9759
H4908	H5736	0.9711
H4908	H5514	0.9574
H4908	H7004	0.9529
H4908	H8477	0.9445
H4908	H6826	0.9256
H4908	H7486	0.912
H4911	H6928	0.9441
H4911	H6962	0.9189
H4911	H8482	0.9177
H4911	H5766	0.9124
H4916	H7874	0.9239
H4916	H8059	0.9045
H4918	H6126	0.9712
H4918	H6305	0.9662
H4923	H6288	0.9808
H4923	H6921	0.9627
H4923	H5361	0.9623
H4923	H6788	0.9623
H4923	H6928	0.9526
H4923	H8422	0.9456
H4923	H7016	0.935
H4923	H6189	0.9287
H4927	H7732	0.9439
H4927	H5891	0.9199
H4927	H8060	0.9045
H4927	H8092	0.9045
H4931	H5656	0.9185
H4931	H6765	0.9055
H4931	H5989	0.9043
H4937	H6476	0.9293
H4937	H6770	0.9267
H4937	H5034	0.9206
H4937	H6286	0.9104
H4937	H5787	0.9079
H4940	H6465	0.9825
H4940	H6790	0.975
H4940	H6834	0.9702
H4940	H6765	0.9689
H4940	H5713	0.9663
H4940	H7523	0.927
H4941	H7138	0.924
H4941	H7931	0.9109
H4948	H6955	0.9044
H4960	H6332	0.9167
H4962	H6620	0.9171
H4968	H7018	1.0
H4968	H8286	0.9989
H4968	H6034	0.9923
H4968	H6649	0.9923
H4968	H5032	0.9461
H4970	H6869	0.9273
H4970	H7896	0.9073
H4970	H7934	0.9049
H4970	H6340	0.9013
H4971	H8504	0.9342
H4971	H5561	0.9256
H4971	H6603	0.9196
H4971	H7175	0.9098
H4971	H6472	0.9045
H4975	H8251	0.9092
H4975	H7494	0.9089
H4975	H6327	0.9038
H4983	H5411	0.9709
H4983	H6355	0.9535
H4983	H5830	0.9451
H4983	H7935	0.9199
H4985	H8535	0.9382
H5002	H5297	0.9816
H5002	H7611	0.9487
H5002	H8471	0.9385
H5002	H7622	0.9303
H5002	H6624	0.9123
H5011	H7586	0.941
H5011	H7084	0.9362
H5011	H5909	0.9193
H5011	H5941	0.9172
H5018	H5418	0.9935
H5018	H7143	0.9859
H5018	H8612	0.9852
H5018	H5374	0.9701
H5018	H5663	0.9701
H5018	H7247	0.9328
H5018	H6578	0.9051
H5020	H8532	0.9983
H5020	H5135	0.9943
H5020	H5958	0.994
H5020	H5559	0.9895
H5020	H7690	0.9862
H5020	H8138	0.9256
H5022	H5696	0.9686
H5022	H6018	0.9615
H5022	H7172	0.949
H5022	H8656	0.938
H5027	H6960	0.9094
H5027	H8398	0.9032
H5027	H5332	0.9021
H5028	H8664	0.9565
H5028	H5250	0.9517
H5028	H6939	0.9024
H5032	H6649	0.9535
H5032	H6034	0.9535
H5032	H8286	0.9507
H5034	H6770	0.9364
H5034	H6476	0.9323
H5034	H6286	0.9296
H5034	H8597	0.918
H5034	H7588	0.9071
H5034	H5787	0.9062
H5034	H7264	0.9044
H5036	H7586	0.9454
H5036	H8050	0.9292
H5036	H5941	0.928
H5042	H5341	0.9462
H5042	H8378	0.9458
H5042	H5970	0.9371
H5042	H7423	0.9299
H5042	H7563	0.9261
H5042	H5273	0.9232
H5042	H6662	0.9083
H5042	H8537	0.9045
H5050	H5154	0.9037
H5050	H5645	0.9027
H5058	H6789	0.9743
H5058	H5542	0.963
H5058	H7878	0.9628
H5058	H5848	0.9535
H5061	H5424	0.994
H5061	H7147	0.994
H5061	H6581	0.994
H5061	H5997	0.9899
H5061	H8359	0.9879
H5061	H6883	0.9869
H5061	H6187	0.9853
H5061	H8318	0.9852
H5061	H8263	0.9837
H5061	H8453	0.966
H5061	H6172	0.9549
H5061	H8181	0.9483
H5061	H8262	0.9103
H5063	H6826	0.9467
H5063	H8477	0.9135
H5074	H6342	0.9351
H5074	H5492	0.9037
H5074	H6026	0.9
H5079	H8002	0.9318
H5079	H7275	0.9316
H5079	H7126	0.9316
H5079	H5137	0.9077
H5081	H7491	0.9355
H5081	H5341	0.9156
H5086	H7491	0.9538
H5086	H7293	0.9459
H5086	H7482	0.9197
H5086	H6467	0.9136
H5086	H7834	0.912
H5086	H7682	0.9105
H5092	H5428	0.9692
H5092	H5374	0.9623
H5092	H5663	0.9623
H5092	H7143	0.9594
H5092	H8322	0.9553
H5092	H8471	0.9492
H5092	H8612	0.9476
H5092	H5418	0.946
H5092	H7611	0.9031
H5106	H6701	0.9487
H5106	H5996	0.9487
H5106	H6686	0.9487
H5106	H8017	0.9487
H5106	H6260	0.9079
H5110	H5310	0.9518
H5110	H7455	0.9152
H5110	H8048	0.9144
H5110	H7462	0.9136
H5110	H8612	0.9026
H5110	H5428	0.9025
H5116	H7280	0.9389
H5116	H5258	0.9187
H5116	H6808	0.9017
H5123	H7442	0.9448
H5123	H8398	0.9445
H5123	H7440	0.9325
H5123	H6382	0.9239
H5123	H8173	0.9183
H5126	H7523	0.9251
H5126	H5159	0.9011
H5127	H5221	0.9359
H5130	H8573	0.9371
H5130	H7126	0.9058
H5135	H6598	1.0
H5135	H7714	1.0
H5135	H5664	1.0
H5135	H7328	1.0
H5135	H6523	1.0
H5135	H7985	1.0
H5135	H6922	1.0
H5135	H7238	1.0
H5135	H6433	1.0
H5135	H5632	1.0
H5135	H6592	0.9995
H5135	H5942	0.9901
H5135	H5958	0.9879
H5135	H7690	0.9831
H5135	H6638	0.9806
H5135	H7117	0.9707
H5135	H8460	0.9701
H5135	H6754	0.922
H5135	H6267	0.9045
H5137	H7126	0.9488
H5137	H7785	0.9423
H5137	H8573	0.9382
H5144	H5560	0.9506
H5144	H6499	0.9389
H5144	H6241	0.9329
H5144	H8163	0.9193
H5144	H5145	0.9049
H5144	H7684	0.9012
H5145	H6241	0.9661
H5145	H5713	0.9648
H5145	H5262	0.9617
H5145	H7086	0.9616
H5145	H5265	0.9563
H5145	H8255	0.9113
H5146	H6124	0.9973
H5146	H8297	0.9973
H5146	H6307	0.9973
H5146	H5470	0.9973
H5146	H6820	0.9749
H5146	H7666	0.9725
H5146	H7641	0.969
H5146	H7431	0.9559
H5146	H5467	0.9499
H5146	H6509	0.9488
H5146	H7430	0.9346
H5148	H7896	0.9594
H5148	H7878	0.9482
H5148	H5797	0.943
H5148	H8415	0.9215
H5152	H6085	0.9978
H5152	H8297	0.9961
H5152	H6623	0.9961
H5152	H6124	0.9961
H5152	H7014	0.9923
H5152	H6718	0.9764
H5152	H8646	0.9745
H5152	H8152	0.9049
H5152	H7579	0.902
H5154	H6211	0.9139
H5154	H6663	0.9082
H5157	H5159	0.9046
H5166	H8660	0.9947
H5166	H5571	0.9899
H5166	H7645	0.9899
H5166	H6934	0.9839
H5166	H8274	0.9839
H5166	H6418	0.9748
H5177	H5992	0.925
H5177	H5989	0.9102
H5177	H6765	0.9084
H5178	H5982	0.9102
H5186	H7999	0.9038
H5207	H7133	0.9825
H5207	H8163	0.9806
H5207	H6499	0.9599
H5207	H5560	0.9521
H5207	H7381	0.945
H5207	H7684	0.9341
H5207	H7126	0.934
H5207	H8002	0.9339
H5209	H7293	0.9167
H5209	H7482	0.9091
H5210	H7021	0.9138
H5221	H5927	0.9173
H5228	H5504	0.9381
H5228	H6735	0.9137
H5250	H7195	0.9278
H5250	H6492	0.9267
H5250	H6939	0.9206
H5251	H6670	0.9208
H5253	H6664	0.9433
H5253	H6467	0.9263
H5253	H7442	0.9244
H5253	H5641	0.9228
H5253	H6869	0.9207
H5253	H6041	0.9179
H5253	H5643	0.904
H5258	H5756	0.908
H5262	H7086	0.9602
H5262	H6241	0.9593
H5262	H5265	0.958
H5262	H6302	0.9575
H5262	H6295	0.9575
H5262	H5996	0.9575
H5262	H6485	0.9405
H5262	H5682	0.934
H5262	H6260	0.9105
H5265	H7086	0.9836
H5265	H8017	0.9748
H5265	H6302	0.9748
H5265	H5881	0.9748
H5265	H5713	0.9634
H5265	H6260	0.9119
H5265	H5682	0.9115
H5273	H7423	0.9115
H5276	H6315	0.902
H5283	H6492	0.9531
H5283	H5429	0.941
H5283	H6271	0.9256
H5297	H6624	0.9456
H5297	H8471	0.9327
H5297	H7611	0.928
H5297	H7622	0.9122
H5297	H7077	0.9073
H5310	H7455	0.9697
H5310	H8048	0.9664
H5310	H5428	0.9598
H5310	H5374	0.9577
H5310	H5663	0.9577
H5310	H7143	0.9549
H5310	H8205	0.9359
H5310	H7462	0.9055
H5310	H8384	0.9009
H5312	H8065	0.9944
H5312	H7662	0.9935
H5312	H8421	0.9835
H5312	H8532	0.9813
H5312	H6842	0.9705
H5312	H8624	0.9655
H5312	H6538	0.9482
H5317	H6315	0.9799
H5317	H7326	0.9107
H5317	H6038	0.9091
H5317	H8572	0.9091
H5317	H6102	0.9045
H5317	H7389	0.9045
H5332	H8398	0.9802
H5332	H6862	0.9623
H5332	H7442	0.9618
H5332	H6960	0.9587
H5332	H6041	0.9526
H5332	H6664	0.9518
H5332	H5833	0.9481
H5332	H7293	0.9468
H5332	H5641	0.9367
H5332	H7482	0.9316
H5332	H6341	0.9202
H5332	H6697	0.9143
H5333	H5528	0.9461
H5341	H8378	0.954
H5341	H7563	0.9462
H5341	H6662	0.9441
H5341	H7646	0.9339
H5341	H8537	0.9219
H5341	H7423	0.9213
H5341	H7522	0.9009
H5347	H8318	0.9431
H5347	H8453	0.9114
H5347	H6172	0.9078
H5348	H5711	1.0
H5348	H8297	1.0
H5348	H5470	1.0
H5348	H6623	1.0
H5348	H6124	1.0
H5348	H6622	1.0
H5348	H6085	0.9965
H5360	H7622	0.9521
H5361	H8457	1.0
H5361	H6788	1.0
H5361	H6921	0.9929
H5361	H8372	0.9918
H5361	H6288	0.9864
H5361	H6442	0.9814
H5361	H6706	0.9701
H5361	H8602	0.9623
H5361	H7553	0.9562
H5361	H6181	0.9428
H5361	H7426	0.9045
H5374	H5663	1.0
H5374	H7143	0.9971
H5374	H8471	0.9864
H5374	H8612	0.9847
H5374	H5418	0.9831
H5374	H5428	0.9771
H5374	H5498	0.9701
H5374	H7455	0.9685
H5374	H8048	0.9623
H5374	H8322	0.9608
H5374	H8205	0.9258
H5374	H6667	0.9177
H5374	H6583	0.9058
H5374	H7599	0.9045
H5375	H6440	0.9167
H5375	H7760	0.9141
H5375	H5869	0.9063
H5375	H5921	0.9024
H5387	H7131	0.9152
H5394	H7698	0.9459
H5394	H8059	0.9177
H5394	H8544	0.9068
H5401	H8198	0.9052
H5409	H6531	0.9204
H5410	H7950	0.9288
H5411	H6355	0.9948
H5411	H5830	0.9917
H5411	H5720	0.938
H5411	H7935	0.9352
H5414	H6440	0.9669
H5414	H6437	0.9289
H5414	H6213	0.9275
H5414	H8033	0.9127
H5414	H6086	0.9091
H5416	H6659	0.9364
H5416	H8096	0.9313
H5416	H6432	0.9073
H5418	H7143	0.9927
H5418	H8612	0.9882
H5418	H5663	0.9831
H5418	H8471	0.9697
H5418	H5498	0.9537
H5418	H6667	0.9209
H5418	H6578	0.9172
H5418	H7247	0.9002
H5424	H6581	1.0
H5424	H7147	1.0
H5424	H5997	0.9959
